col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Maria Quinones Sanchez,Katherine Hunter Snyder,Angel Cruz,Leanne Krueger Braneky,Jennifer Lentz,Ryan N Boyer,Kat Richter,Cathy Brady,Jacob Adeniran,Ted Kirsch,All
Hillary Clinton,325,0,0,626,126,458,97,77,334,322,47,308,311,309,311,31,314,30,285,All
Bernie Sanders,,112,0,106,464,65,375,367,68,67,331,63,60,60,56,335,48,321,34,All
Roque Rocky De La Fuente,,,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,All
Thaddeus Kirkland,,,,0,154,445,152,113,353,330,79,315,324,311,319,72,302,71,290,All
H Douglass Brown,,,,,0,122,414,387,93,75,340,78,81,90,84,340,87,323,45,All
Blake Rutherford,,,,,,0,118,80,317,295,52,284,295,292,312,53,292,45,262,All
Peter Cutty,,,,,,,1,342,84,68,313,74,78,80,79,316,58,310,38,All
Amanda Mcillmurray,,,,,,,,0,96,83,347,88,86,94,86,346,86,331,55,All
Anne Wakabayashi,,,,,,,,,0,314,67,297,313,308,317,63,296,57,276,All
Maria Quinones Sanchez,,,,,,,,,,0,76,317,305,276,275,60,276,64,276,All
Katherine Hunter Snyder,,,,,,,,,,,0,66,63,57,58,317,65,314,40,All
Angel Cruz,,,,,,,,,,,,0,295,292,285,63,284,61,281,All
Leanne Krueger Braneky,,,,,,,,,,,,,0,291,292,64,294,61,271,All
Jennifer Lentz,,,,,,,,,,,,,,0,293,61,283,56,264,All
Ryan N Boyer,,,,,,,,,,,,,,,0,60,298,54,267,All
Kat Richter,,,,,,,,,,,,,,,,0,44,319,36,All
Cathy Brady,,,,,,,,,,,,,,,,,0,36,264,All
Jacob Adeniran,,,,,,,,,,,,,,,,,,0,32,All
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,All
Total,"1,100",666,3,735,592,526,475,446,404,390,379,372,372,370,369,367,363,352,320,All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Peter Cutty,Thaddeus Kirkland,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Angel Cruz,Ryan N Boyer,Leanne Krueger Braneky,Cathy Brady,Ted Kirsch,1
Bernie Sanders,25,0,0,80,62,9,54,55,52,52,8,10,5,6,9,5,7,4,2,1
Hillary Clinton,,25,0,16,13,56,10,5,4,2,44,31,35,34,30,34,31,30,24,1
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H Douglass Brown,,,,0,70,18,57,57,54,50,18,12,13,14,14,14,16,10,4,1
Peter Cutty,,,,,0,18,52,52,49,49,17,11,12,13,14,12,14,7,4,1
Thaddeus Kirkland,,,,,,0,14,10,9,7,41,28,32,30,28,30,32,27,24,1
Amanda Mcillmurray,,,,,,,0,55,50,47,13,8,13,13,12,12,12,8,5,1
Kat Richter,,,,,,,,0,53,51,10,10,8,9,12,8,11,5,4,1
Jacob Adeniran,,,,,,,,,0,48,9,9,7,8,9,8,8,5,3,1
Katherine Hunter Snyder,,,,,,,,,,0,8,9,7,7,7,6,7,3,1,1
Blake Rutherford,,,,,,,,,,,0,28,32,33,27,32,32,28,22,1
