col_1,col_2,col_3,col_4,division
,Delegate To The Republican National Convention 1st District,,,All
,Christopher M Vogler,Seth Kaufer,Dave Hackett,All
Christopher M Vogler,46,60,57,All
Seth Kaufer,,25,55,All
Dave Hackett,,,21,All
Total,108,85,78,All
,Delegate To The Republican National Convention 1st District,,,1
,Christopher M Vogler,Dave Hackett,Seth Kaufer,1
Christopher M Vogler,4,3,2,1
Dave Hackett,,1,2,1
Seth Kaufer,,,2,1
Total,7,4,4,1
,Delegate To The Republican National Convention 1st District,,,2
,Christopher M Vogler,Dave Hackett,Seth Kaufer,2
Christopher M Vogler,7,4,4,2
Dave Hackett,,0,4,2
Seth Kaufer,,,0,2
Total,11,4,4,2
,Delegate To The Republican National Convention 1st District,,,3
,Christopher M Vogler,Seth Kaufer,Dave Hackett,3
Christopher M Vogler,2,1,1,3
Seth Kaufer,,2,1,3
Dave Hackett,,,1,3
Total,3,3,2,3
,Delegate To The Republican National Convention 1st District,,,4
,Christopher M Vogler,Seth Kaufer,Dave Hackett,4
Christopher M Vogler,2,5,5,4
Seth Kaufer,,1,5,4
Dave Hackett,,,0,4
Total,7,6,5,4
,Delegate To The Republican National Convention 1st District,,,5
,Christopher M Vogler,Seth Kaufer,Dave Hackett,5
Christopher M Vogler,3,3,2,5
Seth Kaufer,,2,2,5
Dave Hackett,,,0,5
Total,6,5,2,5
,Delegate To The Republican National Convention 1st District,,,6
,Christopher M Vogler,Seth Kaufer,Dave Hackett,6
Christopher M Vogler,3,5,4,6
Seth Kaufer,,3,4,6
Dave Hackett,,,0,6
Total,8,8,4,6
,Delegate To The Republican National Convention 1st District,,,7
,Christopher M Vogler,Seth Kaufer,Dave Hackett,7
Christopher M Vogler,3,1,1,7
Seth Kaufer,,2,1,7
Dave Hackett,,,1,7
Total,4,3,2,7
,Delegate To The Republican National Convention 1st District,,,8
,Christopher M Vogler,Dave Hackett,Seth Kaufer,8
Christopher M Vogler,2,4,5,8
Dave Hackett,,2,4,8
Seth Kaufer,,,0,8
Total,7,6,5,8
,Delegate To The Republican National Convention 1st District,,,9
,Seth Kaufer,Christopher M Vogler,Dave Hackett,9
Seth Kaufer,4,1,1,9
Christopher M Vogler,,2,1,9
Dave Hackett,,,1,9
Total,5,3,2,9
,Delegate To The Republican National Convention 1st District,,,10
,Dave Hackett,Christopher M Vogler,Seth Kaufer,10
Dave Hackett,3,6,6,10
Christopher M Vogler,,0,6,10
Seth Kaufer,,,0,10
Total,9,6,6,10
,Delegate To The Republican National Convention 1st District,,,11
,Christopher M Vogler,Dave Hackett,Seth Kaufer,11
Christopher M Vogler,3,2,2,11
Dave Hackett,,3,2,11
Seth Kaufer,,,1,11
Total,5,5,3,11
,Delegate To The Republican National Convention 1st District,,,12
,Christopher M Vogler,Seth Kaufer,Dave Hackett,12
Christopher M Vogler,3,2,2,12
Seth Kaufer,,2,2,12
Dave Hackett,,,1,12
Total,5,4,3,12
,Delegate To The Republican National Convention 1st District,,,13
,Christopher M Vogler,Dave Hackett,Seth Kaufer,13
Christopher M Vogler,3,5,5,13
Dave Hackett,,2,5,13
Seth Kaufer,,,0,13
Total,8,7,5,13
,Delegate To The Republican National Convention 1st District,,,14
,Christopher M Vogler,Dave Hackett,Seth Kaufer,14
Christopher M Vogler,2,1,1,14
Dave Hackett,,2,1,14
Seth Kaufer,,,0,14
Total,3,3,1,14
,Delegate To The Republican National Convention 1st District,,,15
,Dave Hackett,Seth Kaufer,Christopher M Vogler,15
Dave Hackett,1,1,1,15
Seth Kaufer,,1,1,15
Christopher M Vogler,,,0,15
Total,2,2,1,15
,Delegate To The Republican National Convention 1st District,,,16
,Christopher M Vogler,Dave Hackett,Seth Kaufer,16
Christopher M Vogler,0,7,7,16
Dave Hackett,,1,6,16
Seth Kaufer,,,1,16
Total,8,8,8,16
,Delegate To The Republican National Convention 1st District,,,17
,Christopher M Vogler,Seth Kaufer,Dave Hackett,17
Christopher M Vogler,1,2,1,17
Seth Kaufer,,0,1,17
Dave Hackett,,,0,17
Total,3,2,1,17
,Delegate To The Republican National Convention 1st District,,,18
,Christopher M Vogler,Dave Hackett,Seth Kaufer,18
Christopher M Vogler,2,1,1,18
Dave Hackett,,1,1,18
Seth Kaufer,,,0,18
Total,3,2,1,18
,Delegate To The Republican National Convention 1st District,,,20
,Seth Kaufer,Christopher M Vogler,Dave Hackett,20
Seth Kaufer,2,0,0,20
Christopher M Vogler,,0,0,20
Dave Hackett,,,0,20
Total,2,0,0,20
,Delegate To The Republican National Convention 1st District,,,21
,Christopher M Vogler,Dave Hackett,Seth Kaufer,21
Christopher M Vogler,1,0,0,21
Dave Hackett,,0,0,21
Seth Kaufer,,,0,21
Total,1,0,0,21
,Delegate To The Republican National Convention 1st District,,,22
,Christopher M Vogler,Seth Kaufer,Dave Hackett,22
Christopher M Vogler,2,1,1,22
Seth Kaufer,,1,1,22
Dave Hackett,,,0,22
Total,3,2,1,22
,Delegate To The Republican National Convention 1st District,,,23
,Dave Hackett,Christopher M Vogler,Seth Kaufer,23
Dave Hackett,1,3,3,23
Christopher M Vogler,,0,3,23
Seth Kaufer,,,0,23
Total,4,3,3,23
,Delegate To The Republican National Convention 1st District,,,24
,Christopher M Vogler,Seth Kaufer,Dave Hackett,24
Christopher M Vogler,1,2,2,24
Seth Kaufer,,1,2,24
Dave Hackett,,,0,24
Total,3,3,2,24
