col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,All
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Sharif Street,111,836,426,148,All
Josh Shapiro,,487,0,0,All
Stephen A Zappala Jr,,,130,0,All
John Morganelli,,,,37,All
Total,"1,521","1,323",556,185,All
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,1
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,1
Sharif Street,5,69,22,8,1
Josh Shapiro,,12,0,0,1
Stephen A Zappala Jr,,,4,0,1
John Morganelli,,,,3,1
Total,104,81,26,11,1
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,2
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,2
Sharif Street,3,16,16,10,2
Josh Shapiro,,16,0,0,2
Stephen A Zappala Jr,,,6,0,2
John Morganelli,,,,1,2
Total,45,32,22,11,2
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,3
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,3
Sharif Street,7,121,50,18,3
Josh Shapiro,,58,0,0,3
Stephen A Zappala Jr,,,17,0,3
John Morganelli,,,,2,3
Total,196,179,67,20,3
,Attorney General - Democrat,,,Senator In The General Assembly 3rd District - Democrat,4
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Sharif Street,4
Josh Shapiro,29,0,0,27,4
Stephen A Zappala Jr,,5,0,11,4
John Morganelli,,,3,3,4
Sharif Street,,,,4,4
Total,56,16,6,45,4
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,5
,Sharif Street,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,5
Sharif Street,5,23,11,4,5
Stephen A Zappala Jr,,8,0,0,5
Josh Shapiro,,,12,0,5
John Morganelli,,,,2,5
Total,43,31,23,6,5
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,6
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,6
Sharif Street,6,31,16,12,6
Josh Shapiro,,12,0,0,6
Stephen A Zappala Jr,,,4,0,6
John Morganelli,,,,1,6
Total,65,43,20,13,6
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,7
,Sharif Street,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,7
Sharif Street,9,6,6,4,7
Stephen A Zappala Jr,,5,0,0,7
Josh Shapiro,,,2,0,7
John Morganelli,,,,3,7
Total,25,11,8,7,7
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,8
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,8
Sharif Street,5,34,14,5,8
Josh Shapiro,,20,0,0,8
Stephen A Zappala Jr,,,3,0,8
John Morganelli,,,,3,8
Total,58,54,17,8,8
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,9
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,9
Sharif Street,5,39,20,4,9
Josh Shapiro,,24,0,0,9
Stephen A Zappala Jr,,,3,0,9
John Morganelli,,,,3,9
Total,68,63,23,7,9
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,11
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,11
Sharif Street,13,81,36,14,11
Josh Shapiro,,31,0,0,11
Stephen A Zappala Jr,,,6,0,11
John Morganelli,,,,5,11
Total,144,112,42,19,11
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,12
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,12
Sharif Street,11,74,73,11,12
Josh Shapiro,,18,0,0,12
Stephen A Zappala Jr,,,14,0,12
John Morganelli,,,,2,12
Total,169,92,87,13,12
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,13
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,13
Sharif Street,10,71,33,13,13
Josh Shapiro,,39,0,0,13
Stephen A Zappala Jr,,,10,0,13
John Morganelli,,,,2,13
Total,127,110,43,15,13
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,14
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,14
Sharif Street,7,55,17,7,14
Josh Shapiro,,22,0,0,14
Stephen A Zappala Jr,,,6,0,14
John Morganelli,,,,2,14
Total,86,77,23,9,14
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,15
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,15
Sharif Street,5,60,30,14,15
Josh Shapiro,,26,0,0,15
Stephen A Zappala Jr,,,17,0,15
John Morganelli,,,,1,15
Total,109,86,47,15,15
,Senator In The General Assembly 3rd District - Democrat,Attorney General - Democrat,,,16
,Sharif Street,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,16
Sharif Street,11,77,33,8,16
Josh Shapiro,,40,0,0,16
Stephen A Zappala Jr,,,14,0,16
John Morganelli,,,,3,16
Total,129,117,47,11,16
,Attorney General - Democrat,,,Senator In The General Assembly 3rd District - Democrat,17
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Sharif Street,17
Josh Shapiro,23,0,0,25,17
Stephen A Zappala Jr,,6,0,11,17
John Morganelli,,,0,5,17
Sharif Street,,,,2,17
Total,48,17,5,43,17
,Attorney General - Democrat,,,Senator In The General Assembly 3rd District - Democrat,18
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Sharif Street,18
Josh Shapiro,103,0,0,39,18
Stephen A Zappala Jr,,2,0,15,18
John Morganelli,,,1,8,18
Sharif Street,,,,3,18
Total,142,17,9,65,18
