col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Gwen Snyder,,,,,,,,,,,,,,,,,,0,172,161,168,163,150,143,72,69,24,26,25,9,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,159,177,149,151,145,80,68,17,27,23,11,All
William Leopold,,,,,,,,,,,,,,,,,,,,1,151,148,152,152,64,69,17,24,20,10,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,146,151,140,69,63,17,24,24,10,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,0,139,141,66,62,12,27,25,9,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,150,58,56,14,24,26,7,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,55,63,14,21,23,8,All
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,86,0,0,0,0,0,All
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,0,All
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,All
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,All
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,All
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,832,657,627,574,495,471,458,450,437,422,405,392,373,372,354,259,240,235,232,215,213,206,191,189,584,526,180,106,105,23,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,1
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Ken Washington,Blondell Reynolds Brown,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Yasmeen Kaboud,Heather A Steinmiller,Joe Foster,Lou Agre,Michelle W Singer,Ariana Flores Gordon,Gwen Snyder,Carol Rose Fleischman,Hamdi Soysal,Tonya Diane Bah,Margaret Lenzi,William Leopold,Sherrie Cohen,Waleed Shahid,Wanda Logan,Vanessa L Brown,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,1
Cindy Bass,0,65,60,59,44,48,43,47,44,43,19,39,41,23,37,10,10,9,12,7,7,6,7,5,44,36,8,6,2,2,1
Malcolm Kenyatta,,1,60,61,48,46,43,44,42,40,21,39,40,20,37,8,10,10,11,8,6,7,6,5,27,32,4,5,4,3,1
Katherine J Gilmore,,,0,60,44,47,41,44,43,39,19,40,40,18,38,7,8,7,9,6,6,7,5,3,29,33,6,4,2,1,1
Jerry T Jordan,,,,0,46,45,43,46,44,40,21,40,43,19,37,6,8,9,9,6,6,5,5,3,25,29,7,4,3,0,1
Vincent Hughes,,,,,0,46,46,42,41,41,8,40,41,8,37,5,7,7,8,5,5,6,4,4,14,34,3,4,4,2,1
Ken Washington,,,,,,0,45,45,43,41,11,41,40,13,35,7,8,8,11,7,6,8,6,4,14,29,4,5,3,1,1
Blondell Reynolds Brown,,,,,,,0,40,39,39,7,38,40,6,36,4,3,5,5,3,4,4,2,2,12,31,3,3,4,0,1
Mary Jo Daley,,,,,,,,0,41,38,8,38,39,9,34,2,6,5,6,2,4,3,4,1,16,25,3,3,2,1,1
Mark Aronchick,,,,,,,,,0,37,6,39,40,8,34,5,5,3,6,3,5,3,2,1,12,27,3,4,2,0,1
Nicole Allen White,,,,,,,,,,0,5,37,38,4,33,4,3,4,5,2,4,3,1,2,10,28,2,3,3,0,1
Yasmeen Kaboud,,,,,,,,,,,0,5,6,28,6,16,17,19,17,17,13,14,15,12,24,11,6,1,4,0,1
Heather A Steinmiller,,,,,,,,,,,,1,39,5,34,4,4,2,5,3,5,3,1,1,9,27,1,5,2,0,1
Joe Foster,,,,,,,,,,,,,0,5,35,4,5,3,4,3,5,3,1,3,8,24,3,5,3,0,1
Lou Agre,,,,,,,,,,,,,,0,5,16,18,17,16,16,15,13,14,10,19,11,7,2,2,0,1
Michelle W Singer,,,,,,,,,,,,,,,0,5,4,5,5,3,4,4,1,4,10,22,1,3,3,0,1
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,16,16,17,16,14,13,13,12,6,8,3,3,3,0,1
Gwen Snyder,,,,,,,,,,,,,,,,,0,16,14,15,13,14,13,12,7,7,5,2,2,0,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,18,15,13,14,15,11,9,7,2,1,3,0,1
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,16,12,14,15,11,8,9,2,1,1,0,1
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,0,16,15,14,13,5,7,3,2,2,0,1
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,12,12,11,4,8,2,3,2,0,1
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,13,11,5,6,3,2,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,0,11,8,4,3,1,2,0,1
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,2,1,0,1
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,1
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,1
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,102,79,78,71,62,58,54,52,49,47,47,46,45,42,41,24,24,23,22,20,19,19,18,16,87,72,18,15,10,4,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,7
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Mark Aronchick,Mary Jo Daley,Vincent Hughes,Nicole Allen White,Blondell Reynolds Brown,Michelle W Singer,Lou Agre,Yasmeen Kaboud,Joe Foster,Heather A Steinmiller,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,William Leopold,Hamdi Soysal,Waleed Shahid,Tonya Diane Bah,Margaret Lenzi,Wanda Logan,Vanessa L Brown,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,7
Cindy Bass,2,105,100,100,75,77,77,75,71,75,71,30,22,67,62,21,18,17,18,15,14,14,6,11,55,55,16,6,2,4,7
Katherine J Gilmore,,2,99,99,75,78,76,70,70,70,69,29,27,64,62,22,18,18,19,19,18,15,11,11,36,54,14,6,2,2,7
Malcolm Kenyatta,,,2,91,77,79,76,70,68,68,68,29,25,67,58,24,18,18,17,18,15,17,10,13,35,55,13,5,1,2,7
Jerry T Jordan,,,,2,72,76,69,68,66,66,63,32,27,63,62,25,22,20,19,18,17,17,13,14,33,51,13,6,2,3,7
Ken Washington,,,,,0,77,75,68,72,67,73,16,14,71,62,21,19,16,16,14,15,12,11,9,24,47,8,6,3,0,7
Mark Aronchick,,,,,,0,78,67,71,68,68,18,15,65,65,23,19,17,18,16,15,13,10,9,21,47,7,7,3,2,7
Mary Jo Daley,,,,,,,0,65,65,64,69,15,14,63,60,18,14,14,15,13,16,9,9,8,20,49,7,6,3,1,7
Vincent Hughes,,,,,,,,0,71,71,68,8,8,65,62,12,7,4,7,13,5,9,4,5,21,47,6,4,2,2,7
Nicole Allen White,,,,,,,,,1,66,72,12,8,67,64,15,12,11,12,15,9,12,8,9,20,45,7,5,3,1,7
Blondell Reynolds Brown,,,,,,,,,,0,67,7,5,64,60,13,8,7,9,12,5,10,3,7,18,45,7,6,2,0,7
Michelle W Singer,,,,,,,,,,,0,8,6,67,63,13,8,7,8,13,9,10,7,8,19,44,7,4,3,1,7
Lou Agre,,,,,,,,,,,,3,53,9,6,44,43,44,40,35,40,35,36,33,25,22,12,3,5,4,7
Yasmeen Kaboud,,,,,,,,,,,,,2,6,3,42,45,42,41,37,40,35,38,33,26,23,7,3,6,3,7
Joe Foster,,,,,,,,,,,,,,0,59,12,8,7,7,10,8,10,6,7,18,44,4,5,3,0,7
Heather A Steinmiller,,,,,,,,,,,,,,,0,10,4,4,7,9,5,7,5,4,16,39,6,3,2,1,7
Sherrie Cohen,,,,,,,,,,,,,,,,0,47,45,43,40,42,36,38,37,16,22,5,4,7,5,7
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,48,44,40,40,38,38,35,12,22,4,6,6,5,7
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,44,40,43,38,39,36,12,18,6,5,5,4,7
Gwen Snyder,,,,,,,,,,,,,,,,,,,0,38,40,36,36,31,13,19,6,4,4,3,7
William Leopold,,,,,,,,,,,,,,,,,,,,0,35,35,36,37,13,22,2,3,5,3,7
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,33,36,31,12,17,4,3,7,4,7
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,0,32,32,15,15,3,5,6,3,7
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,35,11,16,4,5,5,2,7
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,10,18,2,4,5,2,7
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,7
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,7
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,7
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,7
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
Total,150,124,121,117,91,91,90,84,83,80,80,77,76,75,69,62,58,54,52,50,49,48,45,43,103,94,34,14,11,8,7
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,8
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Blondell Reynolds Brown,Mary Jo Daley,Vincent Hughes,Lou Agre,Mark Aronchick,Ken Washington,Michelle W Singer,Nicole Allen White,Heather A Steinmiller,Joe Foster,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,Gwen Snyder,William Leopold,Waleed Shahid,Tonya Diane Bah,Margaret Lenzi,Wanda Logan,Vanessa L Brown,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,8
Cindy Bass,6,78,66,71,21,49,55,46,26,53,50,45,43,39,39,15,18,14,14,10,13,10,7,7,48,37,12,8,5,1,8
Malcolm Kenyatta,,0,65,72,20,46,52,43,23,51,47,42,40,40,39,10,13,12,13,7,8,8,4,5,36,29,13,7,4,1,8
Katherine J Gilmore,,,1,70,16,45,50,42,16,46,43,42,38,39,40,7,8,6,7,5,6,4,2,3,33,27,14,6,3,0,8
Jerry T Jordan,,,,0,18,50,54,49,18,49,46,42,41,41,41,8,12,10,10,5,7,7,3,3,30,31,13,5,3,0,8
Yasmeen Kaboud,,,,,1,8,9,6,42,7,5,1,3,1,3,31,31,32,30,24,23,27,24,21,27,9,15,5,5,2,8
Blondell Reynolds Brown,,,,,,0,49,54,6,48,48,46,45,42,43,9,8,8,7,5,10,9,6,6,19,29,5,5,3,0,8
Mary Jo Daley,,,,,,,0,46,7,56,53,47,44,44,41,8,9,7,7,3,6,4,1,2,20,30,5,3,2,0,8
Vincent Hughes,,,,,,,,1,3,43,44,43,43,42,41,7,7,6,5,4,8,7,5,5,16,29,3,6,4,0,8
Lou Agre,,,,,,,,,0,6,4,1,2,0,2,30,27,29,27,24,22,22,21,19,29,6,12,5,5,2,8
Mark Aronchick,,,,,,,,,,0,52,46,42,43,40,8,8,7,6,2,6,3,1,2,18,27,5,4,2,0,8
Ken Washington,,,,,,,,,,,0,46,42,42,40,5,6,4,4,3,5,4,1,2,17,27,5,4,2,0,8
Michelle W Singer,,,,,,,,,,,,0,40,40,38,2,3,1,2,1,5,2,0,1,16,27,2,3,2,0,8
Nicole Allen White,,,,,,,,,,,,,0,39,39,3,3,3,4,2,5,4,3,4,13,24,3,4,3,0,8
Heather A Steinmiller,,,,,,,,,,,,,,0,37,3,3,2,2,1,5,2,1,2,13,21,3,4,2,0,8
Joe Foster,,,,,,,,,,,,,,,0,3,4,3,3,3,4,4,3,4,14,23,2,3,2,1,8
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,31,32,27,25,25,24,23,21,18,4,4,5,4,2,8
Sherrie Cohen,,,,,,,,,,,,,,,,,0,30,27,24,24,22,23,20,16,6,3,4,4,2,8
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,30,24,24,23,23,23,15,4,5,3,5,2,8
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,22,21,22,21,20,13,5,3,3,5,2,8
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,21,21,19,19,11,5,4,4,2,2,8
William Leopold,,,,,,,,,,,,,,,,,,,,,0,20,22,20,10,6,3,1,4,2,8
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,0,21,19,13,5,1,4,3,2,8
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,21,12,4,2,1,4,2,8
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,10,4,2,1,4,2,8
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,8
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,8
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,8
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,8
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,8
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,120,94,88,86,65,64,64,62,61,59,57,52,50,47,47,40,37,36,33,30,30,29,26,24,104,76,35,23,14,2,8
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,12
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Vincent Hughes,Jerry T Jordan,Blondell Reynolds Brown,Ken Washington,Mary Jo Daley,Nicole Allen White,Joe Foster,Mark Aronchick,Michelle W Singer,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Gwen Snyder,Waleed Shahid,Ariana Flores Gordon,William Leopold,Carol Rose Fleischman,Margaret Lenzi,Sherrie Cohen,Tonya Diane Bah,Hamdi Soysal,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,12
Cindy Bass,0,87,88,78,80,72,75,75,71,68,68,66,62,15,15,14,16,13,10,11,10,12,11,11,47,30,15,9,11,1,12
Katherine J Gilmore,,0,89,73,80,70,69,71,69,67,67,65,62,13,12,12,12,11,9,10,10,10,9,9,42,26,7,10,8,1,12
Malcolm Kenyatta,,,0,74,79,72,72,71,69,66,68,65,63,12,12,11,12,10,10,10,10,10,9,9,44,23,10,9,8,0,12
Vincent Hughes,,,,0,68,76,70,74,72,70,70,69,65,6,6,7,10,6,5,4,5,6,6,4,45,14,8,7,10,0,12
Jerry T Jordan,,,,,0,66,67,69,64,64,65,61,61,9,10,8,9,8,7,8,8,7,6,7,40,17,8,6,7,1,12
Blondell Reynolds Brown,,,,,,0,68,68,68,66,65,67,62,8,7,8,10,7,7,6,9,6,5,5,43,14,7,6,8,0,12
Ken Washington,,,,,,,0,70,70,68,69,67,65,12,10,13,11,11,10,9,8,8,9,10,41,13,7,8,9,0,12
Mary Jo Daley,,,,,,,,0,68,68,67,65,63,8,7,7,9,6,6,5,6,6,6,5,42,14,7,6,7,0,12
Nicole Allen White,,,,,,,,,0,68,68,67,63,9,6,8,9,7,5,6,7,7,7,6,39,11,8,7,10,0,12
Joe Foster,,,,,,,,,,0,67,66,65,6,4,5,5,5,3,2,4,3,4,4,37,13,8,7,7,0,12
Mark Aronchick,,,,,,,,,,,0,64,63,5,3,4,4,5,3,4,4,5,4,4,37,12,7,8,7,0,12
Michelle W Singer,,,,,,,,,,,,0,63,2,1,4,2,2,1,0,2,1,2,1,38,8,6,6,7,0,12
Heather A Steinmiller,,,,,,,,,,,,,0,2,1,2,1,2,2,1,3,0,2,2,37,10,7,4,6,0,12
Yasmeen Kaboud,,,,,,,,,,,,,,0,38,35,31,35,34,33,30,30,31,31,11,21,6,9,7,2,12
Lou Agre,,,,,,,,,,,,,,,0,35,34,35,34,34,30,33,31,34,10,14,3,8,7,2,12
Gwen Snyder,,,,,,,,,,,,,,,,0,32,35,34,33,29,32,31,33,8,13,3,7,7,2,12
Waleed Shahid,,,,,,,,,,,,,,,,,0,32,32,32,29,30,30,30,9,11,2,9,7,2,12
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,0,32,35,30,31,31,32,7,11,4,9,6,2,12
William Leopold,,,,,,,,,,,,,,,,,,,1,33,31,30,33,31,7,12,3,6,7,2,12
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,0,31,31,31,32,6,11,3,8,7,2,12
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,30,30,29,7,10,3,8,6,2,12
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,0,30,32,8,11,2,6,7,2,12
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,29,6,10,2,8,7,2,12
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,,0,8,9,3,6,7,2,12
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,12
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,12
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,12
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,12
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12
Total,118,99,99,88,84,82,81,79,78,75,74,70,68,57,45,41,40,39,39,37,36,36,36,35,66,60,28,18,18,2,12
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,13
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Lou Agre,Mark Aronchick,Ken Washington,Mary Jo Daley,Blondell Reynolds Brown,Yasmeen Kaboud,Michelle W Singer,Nicole Allen White,Heather A Steinmiller,Ariana Flores Gordon,Joe Foster,Gwen Snyder,Carol Rose Fleischman,Sherrie Cohen,Hamdi Soysal,Tonya Diane Bah,William Leopold,Margaret Lenzi,Waleed Shahid,Wanda Logan,Vanessa L Brown,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,13
Cindy Bass,3,69,72,65,47,28,49,47,44,42,21,38,40,37,16,36,13,14,13,10,9,12,11,5,51,33,13,12,2,3,13
Malcolm Kenyatta,,0,67,66,49,29,49,47,43,41,21,41,38,37,19,37,17,16,17,15,13,16,14,8,31,31,11,5,0,3,13
Katherine J Gilmore,,,0,63,45,26,50,47,44,39,21,40,41,39,15,37,13,12,14,10,8,13,10,5,28,24,10,7,2,3,13
Jerry T Jordan,,,,1,45,26,46,44,41,36,20,38,34,36,14,33,13,12,12,9,7,11,7,3,23,25,11,6,0,2,13
Vincent Hughes,,,,,0,13,42,42,39,50,9,42,37,39,11,37,10,10,8,5,6,12,10,6,16,27,8,5,2,3,13
Lou Agre,,,,,,0,14,16,14,6,38,10,7,6,34,7,28,29,29,28,26,23,24,19,26,14,4,5,5,2,13
Mark Aronchick,,,,,,,0,47,43,37,11,39,37,37,11,38,10,10,10,9,6,9,7,5,16,20,7,4,2,2,13
Ken Washington,,,,,,,,0,39,36,13,39,39,37,11,34,10,9,9,7,6,9,5,2,14,18,8,5,2,2,13
Mary Jo Daley,,,,,,,,,0,34,9,33,34,34,10,32,8,9,9,8,6,7,5,5,17,20,6,3,3,2,13
Blondell Reynolds Brown,,,,,,,,,,0,6,35,35,33,7,33,4,4,6,5,5,8,7,4,10,21,7,4,2,2,13
Yasmeen Kaboud,,,,,,,,,,,1,10,6,6,29,6,28,25,27,26,20,19,16,15,23,13,3,5,3,2,13
Michelle W Singer,,,,,,,,,,,,0,35,37,7,36,10,6,5,4,5,8,6,3,13,19,6,3,1,1,13
Nicole Allen White,,,,,,,,,,,,,0,35,5,36,5,3,4,2,4,7,7,3,12,15,5,4,2,1,13
Heather A Steinmiller,,,,,,,,,,,,,,0,4,33,6,4,3,2,2,7,3,1,11,13,7,3,2,0,13
Ariana Flores Gordon,,,,,,,,,,,,,,,1,7,27,30,31,30,24,21,23,19,15,14,5,2,1,3,13
Joe Foster,,,,,,,,,,,,,,,,0,7,6,7,3,3,6,8,5,13,15,4,3,1,1,13
Gwen Snyder,,,,,,,,,,,,,,,,,0,24,27,25,24,20,18,19,14,12,6,1,1,2,13
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,25,26,20,19,20,15,14,12,1,4,2,2,13
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,28,21,20,18,19,13,14,5,1,0,2,13
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,0,23,18,18,17,12,11,4,2,0,2,13
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,19,21,18,9,12,4,2,2,1,13
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,18,15,10,11,2,1,2,2,13
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,17,9,11,0,2,2,2,13
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,7,10,2,1,1,1,13
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,13
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,13
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,13
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,13
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,13
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13
Total,123,88,82,77,69,58,57,55,54,53,51,48,44,43,42,42,37,36,36,32,31,30,28,23,99,66,25,23,15,5,13
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,19
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Mary Jo Daley,Mark Aronchick,Vincent Hughes,Nicole Allen White,Michelle W Singer,Blondell Reynolds Brown,Joe Foster,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Carol Rose Fleischman,Sherrie Cohen,William Leopold,Ariana Flores Gordon,Gwen Snyder,Waleed Shahid,Tonya Diane Bah,Hamdi Soysal,Margaret Lenzi,Wanda Logan,Vanessa L Brown,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,19
Cindy Bass,3,61,60,56,48,45,43,42,44,41,40,37,38,8,11,8,7,8,7,7,8,6,5,4,26,31,15,5,4,1,19
Malcolm Kenyatta,,2,61,54,44,44,43,41,40,40,39,38,39,9,8,8,6,8,5,4,6,6,3,4,27,27,8,4,4,0,19
Katherine J Gilmore,,,1,53,43,44,43,42,41,40,40,38,38,10,8,8,8,9,5,5,6,7,4,4,19,28,9,5,4,0,19
Jerry T Jordan,,,,0,39,42,41,36,36,37,35,37,35,8,7,6,6,6,4,3,4,5,4,2,19,23,7,4,4,0,19
Ken Washington,,,,,0,39,39,41,44,41,40,40,38,7,8,9,7,11,7,8,10,8,6,7,9,26,6,3,4,0,19
Mary Jo Daley,,,,,,0,43,37,39,37,36,36,37,3,1,4,4,4,2,1,2,3,3,0,8,25,6,2,3,0,19
Mark Aronchick,,,,,,,0,36,37,38,35,35,36,4,3,6,6,6,3,3,4,4,4,3,8,25,6,2,2,0,19
Vincent Hughes,,,,,,,,1,38,36,39,38,37,5,3,4,5,9,4,2,4,7,3,4,9,22,5,3,3,0,19
