col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Auditor General - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Eugene A Depasquale,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,All
Eugene A Depasquale,35,182,176,71,77,47,13,All
Vanessa L Brown,,118,0,0,0,0,0,All
Wanda Logan,,,58,0,0,0,0,All
Darryl Thomas,,,,58,0,0,0,All
Ray Bailey,,,,,41,0,0,All
Movita Johnson Harrell,,,,,,32,0,All
Ted Smith,,,,,,,4,All
Total,601,300,234,129,118,79,17,All
,Auditor General - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,6
,Eugene A Depasquale,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,6
Eugene A Depasquale,15,59,46,31,21,14,4,6
Vanessa L Brown,,54,0,0,0,0,0,6
Wanda Logan,,,16,0,0,0,0,6
Ray Bailey,,,,21,0,0,0,6
Darryl Thomas,,,,,18,0,0,6
Movita Johnson Harrell,,,,,,17,0,6
Ted Smith,,,,,,,1,6
Total,190,113,62,52,39,31,5,6
,Auditor General - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,7
,Eugene A Depasquale,Wanda Logan,Vanessa L Brown,Darryl Thomas,Movita Johnson Harrell,Ray Bailey,Ted Smith,7
Eugene A Depasquale,6,45,29,9,13,13,2,7
Wanda Logan,,13,0,0,0,0,0,7
Vanessa L Brown,,,20,0,0,0,0,7
Darryl Thomas,,,,16,0,0,0,7
Movita Johnson Harrell,,,,,8,0,0,7
Ray Bailey,,,,,,4,0,7
Ted Smith,,,,,,,1,7
Total,117,58,49,25,21,17,3,7
,Auditor General - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,8
,Eugene A Depasquale,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,8
Eugene A Depasquale,7,53,45,22,16,13,7,8
Vanessa L Brown,,30,0,0,0,0,0,8
Wanda Logan,,,20,0,0,0,0,8
Darryl Thomas,,,,7,0,0,0,8
Ray Bailey,,,,,11,0,0,8
Movita Johnson Harrell,,,,,,4,0,8
Ted Smith,,,,,,,2,8
Total,163,83,65,29,27,17,9,8
,Auditor General - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,16
,Eugene A Depasquale,Vanessa L Brown,Darryl Thomas,Wanda Logan,Ray Bailey,Movita Johnson Harrell,Ted Smith,16
Eugene A Depasquale,3,20,12,18,8,3,0,16
Vanessa L Brown,,5,0,0,0,0,0,16
Darryl Thomas,,,12,0,0,0,0,16
Wanda Logan,,,,2,0,0,0,16
Ray Bailey,,,,,3,0,0,16
Movita Johnson Harrell,,,,,,1,0,16
Ted Smith,,,,,,,0,16
Total,64,25,24,20,11,4,0,16
,Auditor General - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,17
,Eugene A Depasquale,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,17
Eugene A Depasquale,4,21,22,7,9,4,0,17
Vanessa L Brown,,9,0,0,0,0,0,17
Wanda Logan,,,7,0,0,0,0,17
Darryl Thomas,,,,5,0,0,0,17
Ray Bailey,,,,,2,0,0,17
Movita Johnson Harrell,,,,,,2,0,17
Ted Smith,,,,,,,0,17
Total,67,30,29,12,11,6,0,17
