col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,All
,Deborah Williams,Christopher M Vogler,Seth Kaufer,Dave Hackett,All
Deborah Williams,19,33,30,25,All
Christopher M Vogler,,0,23,19,All
Seth Kaufer,,,1,19,All
Dave Hackett,,,,0,All
Total,65,33,31,25,All
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,1
,Deborah Williams,Christopher M Vogler,Dave Hackett,Seth Kaufer,1
Deborah Williams,1,1,1,1,1
Christopher M Vogler,,0,1,1,1
Dave Hackett,,,0,1,1
Seth Kaufer,,,,0,1
Total,2,1,1,1,1
,Delegate To The Republican National Convention 1st District,,,Representative In Congress 1st District - Republican,4
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Deborah Williams,4
Christopher M Vogler,0,0,0,1,4
Dave Hackett,,0,0,0,4
Seth Kaufer,,,0,0,4
Deborah Williams,,,,0,4
Total,1,0,0,1,4
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,5
,Deborah Williams,Christopher M Vogler,Seth Kaufer,Dave Hackett,5
Deborah Williams,0,2,2,1,5
Christopher M Vogler,,0,1,1,5
Seth Kaufer,,,0,1,5
Dave Hackett,,,,0,5
Total,3,2,2,1,5
,Delegate To The Republican National Convention 1st District,,,Representative In Congress 1st District - Republican,8
,Dave Hackett,Christopher M Vogler,Seth Kaufer,Deborah Williams,8
Dave Hackett,0,2,2,4,8
Christopher M Vogler,,0,2,2,8
Seth Kaufer,,,0,2,8
Deborah Williams,,,,0,8
Total,4,2,2,4,8
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,9
,Deborah Williams,Dave Hackett,Seth Kaufer,Christopher M Vogler,9
Deborah Williams,1,1,0,0,9
Dave Hackett,,0,0,0,9
Seth Kaufer,,,1,0,9
Christopher M Vogler,,,,0,9
Total,2,1,1,0,9
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,10
,Deborah Williams,Christopher M Vogler,Dave Hackett,Seth Kaufer,10
Deborah Williams,2,2,1,1,10
Christopher M Vogler,,0,1,1,10
Dave Hackett,,,0,1,10
Seth Kaufer,,,,0,10
Total,4,2,1,1,10
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,11
,Deborah Williams,Dave Hackett,Christopher M Vogler,Seth Kaufer,11
Deborah Williams,1,2,1,1,11
Dave Hackett,,0,1,1,11
Christopher M Vogler,,,0,1,11
Seth Kaufer,,,,0,11
Total,3,2,1,1,11
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,12
,Deborah Williams,Seth Kaufer,Christopher M Vogler,Dave Hackett,12
Deborah Williams,4,7,5,4,12
Seth Kaufer,,0,4,3,12
Christopher M Vogler,,,0,3,12
Dave Hackett,,,,0,12
Total,13,7,5,4,12
,Delegate To The Republican National Convention 1st District,,,Representative In Congress 1st District - Republican,13
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Deborah Williams,13
Christopher M Vogler,0,1,1,1,13
Dave Hackett,,0,1,1,13
Seth Kaufer,,,0,1,13
Deborah Williams,,,,0,13
Total,1,1,1,1,13
,Delegate To The Republican National Convention 1st District,,,Representative In Congress 1st District - Republican,14
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Deborah Williams,14
Christopher M Vogler,0,1,1,1,14
Dave Hackett,,0,1,1,14
Seth Kaufer,,,0,1,14
Deborah Williams,,,,0,14
Total,1,1,1,1,14
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,15
,Deborah Williams,Dave Hackett,Christopher M Vogler,Seth Kaufer,15
Deborah Williams,1,1,0,0,15
Dave Hackett,,0,0,0,15
Christopher M Vogler,,,0,0,15
Seth Kaufer,,,,0,15
Total,2,1,0,0,15
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,16
,Deborah Williams,Christopher M Vogler,Seth Kaufer,Dave Hackett,16
Deborah Williams,1,2,1,0,16
Christopher M Vogler,,0,0,0,16
Seth Kaufer,,,0,0,16
Dave Hackett,,,,0,16
Total,4,2,1,0,16
,Delegate To The Republican National Convention 1st District,,,Representative In Congress 1st District - Republican,17
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Deborah Williams,17
Christopher M Vogler,0,1,1,1,17
Dave Hackett,,0,1,1,17
Seth Kaufer,,,0,1,17
Deborah Williams,,,,0,17
Total,1,1,1,1,17
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,20
,Deborah Williams,Christopher M Vogler,Seth Kaufer,Dave Hackett,20
Deborah Williams,2,5,4,3,20
Christopher M Vogler,,0,3,3,20
Seth Kaufer,,,0,3,20
Dave Hackett,,,,0,20
Total,8,5,4,3,20
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,21
,Deborah Williams,Christopher M Vogler,Seth Kaufer,Dave Hackett,21
Deborah Williams,3,4,3,1,21
Christopher M Vogler,,0,3,1,21
Seth Kaufer,,,0,1,21
Dave Hackett,,,,0,21
Total,7,4,3,1,21
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,22
,Deborah Williams,Christopher M Vogler,Dave Hackett,Seth Kaufer,22
Deborah Williams,3,3,2,2,22
Christopher M Vogler,,0,2,2,22
Dave Hackett,,,0,2,22
