col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 152nd District - Republican,President Of The United States - Republican,,,,,All
,Thomas P Murt,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,All
Thomas P Murt,3,274,89,95,7,1,All
Donald J Trump,,178,0,0,0,0,All
Ted Cruz,,,43,0,0,0,All
John R Kasich,,,,36,0,0,All
Marco Rubio,,,,,5,0,All
Ben Carson,,,,,,0,All
Total,469,452,132,131,12,1,All
,President Of The United States - Republican,,,,,Representative In The General Assembly 152nd District - Republican,16
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,Thomas P Murt,16
Donald J Trump,29,0,0,0,0,45,16
Ted Cruz,,8,0,0,0,14,16
John R Kasich,,,4,0,0,7,16
Marco Rubio,,,,1,0,0,16
Ben Carson,,,,,0,0,16
Thomas P Murt,,,,,,0,16
Total,74,22,11,1,0,66,16
,President Of The United States - Republican,,,,,Representative In The General Assembly 152nd District - Republican,17
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,Thomas P Murt,17
Donald J Trump,41,0,0,0,0,38,17
Ted Cruz,,12,0,0,0,13,17
John R Kasich,,,7,0,0,15,17
Marco Rubio,,,,0,0,1,17
Ben Carson,,,,,0,0,17
Thomas P Murt,,,,,,2,17
Total,79,25,22,1,0,69,17
,President Of The United States - Republican,,,,,Representative In The General Assembly 152nd District - Republican,18
,Donald J Trump,John R Kasich,Ted Cruz,Ben Carson,Marco Rubio,Thomas P Murt,18
Donald J Trump,24,0,0,0,0,60,18
John R Kasich,,5,0,0,0,11,18
Ted Cruz,,,4,0,0,8,18
Ben Carson,,,,0,0,1,18
Marco Rubio,,,,,0,0,18
Thomas P Murt,,,,,,1,18
Total,84,16,12,1,0,81,18
,Representative In The General Assembly 152nd District - Republican,President Of The United States - Republican,,,,,19
,Thomas P Murt,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Ben Carson,19
Thomas P Murt,0,52,18,14,0,0,19
Donald J Trump,,24,0,0,0,0,19
John R Kasich,,,4,0,0,0,19
Ted Cruz,,,,5,0,0,19
Marco Rubio,,,,,3,0,19
Ben Carson,,,,,,0,19
Total,84,76,22,19,3,0,19
,Representative In The General Assembly 152nd District - Republican,President Of The United States - Republican,,,,,20
,Thomas P Murt,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Ben Carson,20
Thomas P Murt,0,36,20,15,1,0,20
Donald J Trump,,27,0,0,0,0,20
John R Kasich,,,7,0,0,0,20
Ted Cruz,,,,6,0,0,20
Marco Rubio,,,,,0,0,20
Ben Carson,,,,,,0,20
Total,72,63,27,21,1,0,20
,Representative In The General Assembly 152nd District - Republican,President Of The United States - Republican,,,,,21
,Thomas P Murt,Donald J Trump,John R Kasich,Ted Cruz,Ben Carson,Marco Rubio,21
Thomas P Murt,0,24,9,9,0,0,21
Donald J Trump,,15,0,0,0,0,21
John R Kasich,,,5,0,0,0,21
Ted Cruz,,,,3,0,0,21
Ben Carson,,,,,0,0,21
Marco Rubio,,,,,,0,21
Total,42,39,14,12,0,0,21
,Representative In The General Assembly 152nd District - Republican,President Of The United States - Republican,,,,,24
,Thomas P Murt,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,24
Thomas P Murt,0,19,16,15,5,0,24
Donald J Trump,,18,0,0,0,0,24
Ted Cruz,,,5,0,0,0,24
John R Kasich,,,,4,0,0,24
Marco Rubio,,,,,1,0,24
Ben Carson,,,,,,0,24
Total,55,37,21,19,6,0,24
