col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,All
,Jim Pio,Shannon Oscar,Michael J Mcmonagle,Gilbert Cox,Alan Apt,Tom Ellis,Lauren E Casper,Pam Levy,All
Jim Pio,60,128,100,100,110,93,92,97,All
Shannon Oscar,,2,26,29,66,13,18,56,All
Michael J Mcmonagle,,,13,16,18,28,35,28,All
Gilbert Cox,,,,2,25,61,58,21,All
Alan Apt,,,,,5,16,15,46,All
Tom Ellis,,,,,,3,65,20,All
Lauren E Casper,,,,,,,1,16,All
Pam Levy,,,,,,,,2,All
Total,371,136,126,125,122,116,111,108,All
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,1
,Jim Pio,Michael J Mcmonagle,Lauren E Casper,Gilbert Cox,Shannon Oscar,Pam Levy,Tom Ellis,Alan Apt,1
Jim Pio,7,10,8,6,9,7,6,6,1
Michael J Mcmonagle,,0,2,4,1,4,3,2,1
Lauren E Casper,,,0,2,4,4,4,2,1
Gilbert Cox,,,,0,2,2,4,2,1
Shannon Oscar,,,,,0,2,2,2,1
Pam Levy,,,,,,0,1,2,1
Tom Ellis,,,,,,,0,0,1
Alan Apt,,,,,,,,0,1
Total,30,11,10,9,9,8,8,6,1
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,3
,Jim Pio,Michael J Mcmonagle,Alan Apt,Pam Levy,Shannon Oscar,Tom Ellis,Gilbert Cox,Lauren E Casper,3
Jim Pio,5,11,6,7,6,4,4,2,3
Michael J Mcmonagle,,1,1,4,2,2,1,1,3
Alan Apt,,,1,4,4,0,1,0,3
Pam Levy,,,,0,5,1,0,0,3
Shannon Oscar,,,,,0,0,1,0,3
Tom Ellis,,,,,,0,3,3,3
Gilbert Cox,,,,,,,0,2,3
Lauren E Casper,,,,,,,,0,3
Total,24,13,7,7,6,6,5,3,3
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,4
,Jim Pio,Michael J Mcmonagle,Lauren E Casper,Tom Ellis,Gilbert Cox,Pam Levy,Alan Apt,Shannon Oscar,4
Jim Pio,1,15,9,7,7,6,3,5,4
Michael J Mcmonagle,,3,5,1,1,4,1,3,4
Lauren E Casper,,,0,5,5,2,1,1,4
Tom Ellis,,,,1,5,2,1,1,4
Gilbert Cox,,,,,0,1,1,1,4
Pam Levy,,,,,,0,1,2,4
Alan Apt,,,,,,,2,1,4
Shannon Oscar,,,,,,,,0,4
Total,24,18,10,9,8,6,5,5,4
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,8
,Jim Pio,Alan Apt,Shannon Oscar,Pam Levy,Tom Ellis,Gilbert Cox,Lauren E Casper,Michael J Mcmonagle,8
Jim Pio,14,59,47,40,28,26,21,11,8
Alan Apt,,0,38,31,9,5,4,6,8
Shannon Oscar,,,0,28,1,2,1,3,8
Pam Levy,,,,0,7,4,2,0,8
Tom Ellis,,,,,1,18,16,4,8
Gilbert Cox,,,,,,0,17,0,8
Lauren E Casper,,,,,,,0,3,8
Michael J Mcmonagle,,,,,,,,0,8
Total,114,60,47,41,32,28,22,12,8
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,9
,Jim Pio,Gilbert Cox,Alan Apt,Shannon Oscar,Lauren E Casper,Michael J Mcmonagle,Tom Ellis,Pam Levy,9
Jim Pio,6,13,10,11,10,8,6,2,9
Gilbert Cox,,0,7,6,6,1,5,0,9
Alan Apt,,,1,8,2,0,0,1,9
Shannon Oscar,,,,1,1,1,0,0,9
Lauren E Casper,,,,,0,5,6,1,9
Michael J Mcmonagle,,,,,,1,3,2,9
Tom Ellis,,,,,,,0,0,9
Pam Levy,,,,,,,,0,9
Total,31,14,12,12,11,10,8,3,9
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,13
,Jim Pio,Gilbert Cox,Shannon Oscar,Lauren E Casper,Michael J Mcmonagle,Pam Levy,Tom Ellis,Alan Apt,13
Jim Pio,4,6,6,3,3,4,2,3,13
Gilbert Cox,,0,4,3,1,2,3,2,13
Shannon Oscar,,,0,0,1,2,0,2,13
Lauren E Casper,,,,0,2,0,4,1,13
Michael J Mcmonagle,,,,,0,1,2,1,13
Pam Levy,,,,,,0,1,0,13
Tom Ellis,,,,,,,0,0,13
Alan Apt,,,,,,,,0,13
Total,16,9,6,5,5,5,5,3,13
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,14
,Jim Pio,Michael J Mcmonagle,Alan Apt,Gilbert Cox,Lauren E Casper,Pam Levy,Shannon Oscar,Tom Ellis,14
Jim Pio,5,5,5,5,4,5,5,4,14
Michael J Mcmonagle,,1,2,1,3,2,1,0,14
Alan Apt,,,0,1,1,2,1,0,14
Gilbert Cox,,,,0,2,3,1,2,14
Lauren E Casper,,,,,0,1,1,1,14
Pam Levy,,,,,,0,3,1,14
Shannon Oscar,,,,,,,0,1,14
Tom Ellis,,,,,,,,0,14
Total,21,7,6,6,6,6,5,4,14
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,15
,Jim Pio,Michael J Mcmonagle,Lauren E Casper,Shannon Oscar,Tom Ellis,Gilbert Cox,Alan Apt,Pam Levy,15
Jim Pio,4,12,10,11,10,6,8,3,15
Michael J Mcmonagle,,2,6,5,5,2,4,2,15
Lauren E Casper,,,0,2,8,5,3,0,15
Shannon Oscar,,,,0,3,2,2,1,15
Tom Ellis,,,,,0,6,1,1,15
Gilbert Cox,,,,,,1,1,0,15
Alan Apt,,,,,,,0,2,15
Pam Levy,,,,,,,,0,15
Total,29,15,12,12,12,10,8,3,15
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,32
