col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Robert A Brady,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Anne Wakabayashi,Kat Richter,Katherine Hunter Snyder,Maria Quinones Sanchez,Jennifer Lentz,Cathy Brady,Ryan N Boyer,Jacob Adeniran,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,All
Robert A Brady,485,"1,161","1,001",898,930,809,815,724,717,781,774,777,757,681,739,708,706,All
Thaddeus Kirkland,,29,190,196,886,147,768,110,99,693,698,688,702,88,695,639,651,All
H Douglass Brown,,,14,925,174,844,153,765,769,126,166,129,133,736,107,109,97,All
Peter Cutty,,,,9,173,812,151,741,745,139,172,122,137,725,118,115,107,All
Blake Rutherford,,,,,6,135,711,107,92,644,679,666,696,88,647,609,615,All
Amanda Mcillmurray,,,,,,2,151,766,767,139,181,140,139,732,119,118,100,All
Anne Wakabayashi,,,,,,,3,121,106,685,709,684,690,98,702,637,632,All
Kat Richter,,,,,,,,0,728,113,145,102,117,713,100,107,86,All
Katherine Hunter Snyder,,,,,,,,,0,117,135,107,101,716,94,97,93,All
Maria Quinones Sanchez,,,,,,,,,,2,648,663,623,102,684,650,653,All
Jennifer Lentz,,,,,,,,,,,2,664,677,125,642,631,620,All
Cathy Brady,,,,,,,,,,,,1,655,89,668,633,624,All
Ryan N Boyer,,,,,,,,,,,,,0,100,638,616,607,All
Jacob Adeniran,,,,,,,,,,,,,,0,80,98,83,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,628,621,All
Angel Cruz,,,,,,,,,,,,,,,,3,618,All
Ted Kirsch,,,,,,,,,,,,,,,,,0,All
Total,"2,724","1,257","1,167","1,059","1,000",944,868,840,840,834,829,822,802,796,788,753,746,All
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Robert A Brady,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Angel Cruz,Cathy Brady,Ryan N Boyer,Ted Kirsch,H Douglass Brown,Amanda Mcillmurray,Katherine Hunter Snyder,Peter Cutty,Jacob Adeniran,Kat Richter,1
Robert A Brady,27,64,54,44,41,43,42,41,42,40,38,26,21,20,20,18,17,1
Thaddeus Kirkland,,1,53,41,39,39,41,41,40,39,39,8,7,3,8,3,3,1
Blake Rutherford,,,0,40,40,39,39,40,39,38,36,6,7,3,8,4,5,1
Maria Quinones Sanchez,,,,0,39,41,43,41,42,38,38,1,5,5,2,2,2,1
Anne Wakabayashi,,,,,1,39,39,37,38,36,34,1,4,4,1,2,2,1
Jennifer Lentz,,,,,,0,40,41,40,39,37,1,6,5,2,3,2,1
Leanne Krueger Braneky,,,,,,,0,41,40,39,39,1,5,5,1,1,2,1
Angel Cruz,,,,,,,,0,42,40,38,1,6,5,3,4,3,1
Cathy Brady,,,,,,,,,0,38,37,1,5,5,2,3,2,1
Ryan N Boyer,,,,,,,,,,0,37,2,5,5,3,5,4,1
Ted Kirsch,,,,,,,,,,,0,1,3,2,1,1,2,1
H Douglass Brown,,,,,,,,,,,,0,16,13,18,13,12,1
Amanda Mcillmurray,,,,,,,,,,,,,0,16,13,15,15,1
Katherine Hunter Snyder,,,,,,,,,,,,,,0,13,16,15,1
Peter Cutty,,,,,,,,,,,,,,,0,14,12,1
Jacob Adeniran,,,,,,,,,,,,,,,,0,15,1
Kat Richter,,,,,,,,,,,,,,,,,0,1
Total,121,68,58,47,46,46,46,45,45,43,42,27,23,21,21,19,18,1
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Robert A Brady,Thaddeus Kirkland,Blake Rutherford,Peter Cutty,H Douglass Brown,Maria Quinones Sanchez,Jennifer Lentz,Ryan N Boyer,Anne Wakabayashi,Amanda Mcillmurray,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ted Kirsch,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,2
Robert A Brady,30,47,38,30,30,29,28,29,28,27,26,28,25,24,24,22,21,2
Thaddeus Kirkland,,1,36,6,6,27,28,27,30,5,29,25,26,26,4,2,3,2
Blake Rutherford,,,0,9,9,24,29,30,26,8,25,26,24,23,8,6,5,2
Peter Cutty,,,,1,29,5,7,8,2,27,2,5,6,4,25,24,24,2
H Douglass Brown,,,,,0,5,7,7,2,27,1,6,5,3,26,24,23,2
Maria Quinones Sanchez,,,,,,0,25,25,27,6,27,22,22,24,4,2,2,2
Jennifer Lentz,,,,,,,0,27,26,6,23,25,25,24,6,4,4,2
Ryan N Boyer,,,,,,,,0,26,8,27,25,26,23,8,6,6,2
Anne Wakabayashi,,,,,,,,,1,3,28,23,23,22,2,0,0,2
Amanda Mcillmurray,,,,,,,,,,0,2,7,5,3,27,26,24,2
Leanne Krueger Braneky,,,,,,,,,,,0,21,23,22,3,1,1,2
Cathy Brady,,,,,,,,,,,,0,23,21,5,4,4,2
Angel Cruz,,,,,,,,,,,,,0,24,5,5,6,2
Ted Kirsch,,,,,,,,,,,,,,0,4,2,3,2
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,26,24,2
Kat Richter,,,,,,,,,,,,,,,,0,24,2
Jacob Adeniran,,,,,,,,,,,,,,,,,0,2
Total,117,56,46,37,36,35,34,34,33,32,32,31,30,30,29,26,25,2
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
,Robert A Brady,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Cathy Brady,Maria Quinones Sanchez,Amanda Mcillmurray,Jennifer Lentz,Leanne Krueger Braneky,Ted Kirsch,Kat Richter,Jacob Adeniran,Anne Wakabayashi,Katherine Hunter Snyder,Ryan N Boyer,Angel Cruz,3
Robert A Brady,24,39,30,25,29,30,27,21,26,27,27,22,19,23,17,22,21,3
Thaddeus Kirkland,,0,8,10,30,22,22,4,24,22,21,7,3,23,5,23,18,3
H Douglass Brown,,,0,29,6,6,2,23,6,3,5,23,22,2,19,4,2,3
Peter Cutty,,,,1,8,7,3,21,6,4,6,22,20,2,20,4,2,3
Blake Rutherford,,,,,0,21,21,3,22,20,20,5,2,20,3,22,18,3
Cathy Brady,,,,,,0,25,7,25,24,27,7,4,18,4,20,21,3
Maria Quinones Sanchez,,,,,,,0,3,22,26,25,4,1,20,4,19,20,3
Amanda Mcillmurray,,,,,,,,0,6,4,5,23,23,1,20,2,1,3
Jennifer Lentz,,,,,,,,,0,21,24,8,4,20,5,22,17,3
Leanne Krueger Braneky,,,,,,,,,,0,25,5,2,20,4,19,20,3
Ted Kirsch,,,,,,,,,,,0,7,3,17,5,20,20,3
Kat Richter,,,,,,,,,,,,0,22,3,20,5,2,3
Jacob Adeniran,,,,,,,,,,,,,0,1,20,2,1,3
Anne Wakabayashi,,,,,,,,,,,,,,0,2,20,17,3
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,3,2,3
Ryan N Boyer,,,,,,,,,,,,,,,,0,19,3
Angel Cruz,,,,,,,,,,,,,,,,,0,3
Total,95,42,39,35,31,31,29,28,28,28,28,27,25,24,24,24,22,3
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,4
