col_1,col_2,division
,State Treasurer - Democrat,All
,Joe Torsella,All
Joe Torsella,"3,423",All
Total,"3,423",All
,State Treasurer - Democrat,1
,Joe Torsella,1
Joe Torsella,129,1
Total,129,1
,State Treasurer - Democrat,2
,Joe Torsella,2
Joe Torsella,205,2
Total,205,2
,State Treasurer - Democrat,3
,Joe Torsella,3
Joe Torsella,121,3
Total,121,3
,State Treasurer - Democrat,4
,Joe Torsella,4
Joe Torsella,117,4
Total,117,4
,State Treasurer - Democrat,5
,Joe Torsella,5
Joe Torsella,145,5
Total,145,5
,State Treasurer - Democrat,6
,Joe Torsella,6
Joe Torsella,133,6
Total,133,6
,State Treasurer - Democrat,7
,Joe Torsella,7
Joe Torsella,150,7
Total,150,7
,State Treasurer - Democrat,8
,Joe Torsella,8
Joe Torsella,127,8
Total,127,8
,State Treasurer - Democrat,9
,Joe Torsella,9
Joe Torsella,294,9
Total,294,9
,State Treasurer - Democrat,10
,Joe Torsella,10
Joe Torsella,131,10
Total,131,10
,State Treasurer - Democrat,11
,Joe Torsella,11
Joe Torsella,184,11
Total,184,11
,State Treasurer - Democrat,12
,Joe Torsella,12
Joe Torsella,152,12
Total,152,12
,State Treasurer - Democrat,13
,Joe Torsella,13
Joe Torsella,106,13
Total,106,13
,State Treasurer - Democrat,14
,Joe Torsella,14
Joe Torsella,194,14
Total,194,14
,State Treasurer - Democrat,15
,Joe Torsella,15
Joe Torsella,142,15
Total,142,15
,State Treasurer - Democrat,16
,Joe Torsella,16
Joe Torsella,134,16
Total,134,16
,State Treasurer - Democrat,17
,Joe Torsella,17
Joe Torsella,169,17
Total,169,17
,State Treasurer - Democrat,18
,Joe Torsella,18
Joe Torsella,141,18
Total,141,18
,State Treasurer - Democrat,19
,Joe Torsella,19
Joe Torsella,118,19
Total,118,19
,State Treasurer - Democrat,20
,Joe Torsella,20
Joe Torsella,157,20
Total,157,20
,State Treasurer - Democrat,21
,Joe Torsella,21
Joe Torsella,95,21
Total,95,21
,State Treasurer - Democrat,22
,Joe Torsella,22
Joe Torsella,129,22
Total,129,22
,State Treasurer - Democrat,23
,Joe Torsella,23
Joe Torsella,150,23
Total,150,23
