col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 1st District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Lawrence M Farnese Jr,John H Morley Jr,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Anne Wakabayashi,Amanda Mcillmurray,Maria Quinones Sanchez,Jennifer Lentz,Leanne Krueger Braneky,Kat Richter,Cathy Brady,Katherine Hunter Snyder,Ryan N Boyer,Angel Cruz,Ted Kirsch,Jacob Adeniran,All
Lawrence M Farnese Jr,"2,614",0,"13,877","10,525","11,773","9,407","11,085","8,958","10,706","10,573","10,223","8,164","10,021","8,106","9,987","9,855","9,429","7,603",All
John H Morley Jr,,498,"4,180","5,284","3,578","4,700","3,427","4,547","3,194","3,349","3,077","4,251","2,990","4,206","3,022","2,987","2,893","3,942",All
Thaddeus Kirkland,,,451,"3,417","15,868","3,348","14,732","3,033","13,654","13,685","13,580","2,442","13,177","2,440","13,436","12,856","12,556","2,038",All
H Douglass Brown,,,,455,"2,840","15,246","2,886","14,663","2,529","2,951","2,287","13,714","2,065","13,569","2,244","2,158","1,730","13,050",All
Blake Rutherford,,,,,143,"2,768","13,820","2,463","12,804","13,254","12,789","1,966","12,798","1,959","13,184","12,398","12,157","1,605",All
Peter Cutty,,,,,,156,"2,789","13,919","2,462","2,972","2,242","13,115","1,962","12,961","2,214","2,185","1,793","12,655",All
Anne Wakabayashi,,,,,,,50,"3,057","13,718","13,921","13,710","2,520","13,195","2,519","13,303","12,793","12,403","2,096",All
Amanda Mcillmurray,,,,,,,,65,"2,726","3,242","2,456","13,943","2,255","13,748","2,270","2,330","1,895","13,120",All
Maria Quinones Sanchez,,,,,,,,,79,"12,906","13,261","2,418","12,813","2,537","12,285","12,926","12,508","2,159",All
Jennifer Lentz,,,,,,,,,,27,"12,977","2,672","12,882","2,645","12,852","12,720","12,302","2,285",All
Leanne Krueger Braneky,,,,,,,,,,,13,"2,080","12,764","2,085","12,360","12,421","12,171","1,770",All
Kat Richter,,,,,,,,,,,,18,"1,723","13,320","1,938","2,041","1,688","12,848",All
Cathy Brady,,,,,,,,,,,,,30,"1,881","12,362","12,364","12,057","1,430",All
Katherine Hunter Snyder,,,,,,,,,,,,,,31,"1,885","2,123","1,784","12,721",All
Ryan N Boyer,,,,,,,,,,,,,,,21,"12,117","11,898","1,600",All
Angel Cruz,,,,,,,,,,,,,,,,27,"12,297","1,823",All
Ted Kirsch,,,,,,,,,,,,,,,,,13,"1,564",All
Jacob Adeniran,,,,,,,,,,,,,,,,,,6,All
Total,"26,883","9,951","20,890","19,170","17,712","17,028","16,655","16,288","15,973","15,885","15,236","14,952","14,888","14,871","14,834","14,680","14,064","13,924",All
