col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,United States Senator - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,All
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Morgan Cephas,Lynwood W Savage,Steven Jones,Edwin Santana,Jess Johnson,All
Katie Mcginty,335,0,0,0,"1,783","1,047",355,554,140,All
Joe Sestak,,188,0,0,"1,051",414,353,453,131,All
John Fetterman,,,65,0,449,83,324,130,115,All
Joseph J Vodvarka,,,,85,384,61,471,81,78,All
Morgan Cephas,,,,,527,0,0,0,0,All
Lynwood W Savage,,,,,,293,0,0,0,All
Steven Jones,,,,,,,159,0,0,All
Edwin Santana,,,,,,,,183,0,All
Jess Johnson,,,,,,,,,52,All
Total,"4,214","2,590","1,166","1,160","4,194","1,898","1,662","1,401",516,All
,United States Senator - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,1
,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,Morgan Cephas,Steven Jones,Lynwood W Savage,Jess Johnson,Edwin Santana,1
Katie Mcginty,11,0,0,0,21,15,24,13,5,1
Joe Sestak,,2,0,0,11,5,4,2,6,1
Joseph J Vodvarka,,,1,0,9,9,1,2,0,1
John Fetterman,,,,0,6,7,1,1,1,1
Morgan Cephas,,,,,17,0,0,0,0,1
Steven Jones,,,,,,2,0,0,0,1
Lynwood W Savage,,,,,,,2,0,0,1
Jess Johnson,,,,,,,,0,0,1
Edwin Santana,,,,,,,,,0,1
Total,89,30,22,16,64,38,32,18,12,1
,United States Senator - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,2
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Morgan Cephas,Lynwood W Savage,Steven Jones,Edwin Santana,Jess Johnson,2
Katie Mcginty,7,0,0,0,33,30,5,11,4,2
Joe Sestak,,2,0,0,25,11,6,8,3,2
John Fetterman,,,1,0,8,2,8,2,1,2
Joseph J Vodvarka,,,,2,4,1,7,1,2,2
Morgan Cephas,,,,,12,0,0,0,0,2
Lynwood W Savage,,,,,,5,0,0,0,2
Steven Jones,,,,,,,6,0,0,2
Edwin Santana,,,,,,,,0,0,2
Jess Johnson,,,,,,,,,1,2
Total,90,55,22,17,82,49,32,22,11,2
,Representative In The General Assembly 192nd District - Democrat,,,,,United States Senator - Democrat,,,,3
,Morgan Cephas,Lynwood W Savage,Steven Jones,Jess Johnson,Edwin Santana,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,3
Morgan Cephas,7,0,0,0,0,36,25,17,13,3
Lynwood W Savage,,7,0,0,0,15,0,5,0,3
Steven Jones,,,1,0,0,6,11,3,6,3
Jess Johnson,,,,2,0,1,3,0,3,3
Edwin Santana,,,,,0,4,1,3,0,3
Katie Mcginty,,,,,,9,0,0,0,3
Joseph J Vodvarka,,,,,,,2,0,0,3
Joe Sestak,,,,,,,,6,0,3
John Fetterman,,,,,,,,,2,3
Total,98,27,27,9,8,71,42,34,24,3
,Representative In The General Assembly 192nd District - Democrat,,,,,United States Senator - Democrat,,,,4
,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,4
Morgan Cephas,19,0,0,0,0,38,6,11,3,4
Steven Jones,,2,0,0,0,6,5,4,15,4
Edwin Santana,,,2,0,0,9,10,4,0,4
Lynwood W Savage,,,,6,0,14,2,0,0,4
Jess Johnson,,,,,0,0,0,2,2,4
Katie Mcginty,,,,,,3,0,0,0,4
Joe Sestak,,,,,,,3,0,0,4
John Fetterman,,,,,,,,2,0,4
Joseph J Vodvarka,,,,,,,,,0,4
Total,77,32,25,22,4,70,26,23,20,4
,United States Senator - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,5
