col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Mike Driscoll,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Maria Quinones Sanchez,Cathy Brady,Kat Richter,Leanne Krueger Braneky,Angel Cruz,Katherine Hunter Snyder,Ted Kirsch,Jacob Adeniran,All
Mike Driscoll,694,"2,461","2,083","1,945","1,795","1,594","1,631","1,619","1,564","1,505","1,512","1,417","1,479","1,481","1,334","1,407","1,295",All
Thaddeus Kirkland,,171,556,"1,835",557,424,"1,578","1,447","1,469","1,398","1,401",314,"1,425","1,350",290,"1,305",276,All
H Douglass Brown,,,98,486,"1,778","1,607",374,430,374,275,319,"1,455",305,313,"1,379",253,"1,356",All
Blake Rutherford,,,,50,488,377,"1,426","1,397","1,415","1,248","1,314",284,"1,300","1,273",243,"1,248",244,All
Peter Cutty,,,,,23,"1,518",371,451,379,275,314,"1,387",296,320,"1,315",272,"1,314",All
Amanda Mcillmurray,,,,,,5,381,463,364,286,341,"1,484",313,327,"1,387",270,"1,346",All
Anne Wakabayashi,,,,,,,5,"1,417","1,406","1,342","1,337",277,"1,395","1,284",259,"1,258",231,All
Jennifer Lentz,,,,,,,,4,"1,370","1,263","1,321",350,"1,300","1,315",326,"1,253",317,All
Ryan N Boyer,,,,,,,,,6,"1,241","1,293",295,"1,283","1,273",259,"1,250",264,All
Maria Quinones Sanchez,,,,,,,,,,9,"1,257",249,"1,288","1,300",251,"1,246",242,All
Cathy Brady,,,,,,,,,,,4,237,"1,289","1,252",257,"1,240",219,All
Kat Richter,,,,,,,,,,,,0,249,277,"1,342",233,"1,330",All
Leanne Krueger Braneky,,,,,,,,,,,,,4,"1,250",236,"1,225",224,All
Angel Cruz,,,,,,,,,,,,,,4,265,"1,277",266,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,2,238,"1,260",All
Ted Kirsch,,,,,,,,,,,,,,,,3,228,All
Jacob Adeniran,,,,,,,,,,,,,,,,,4,All
Total,"5,268","2,858","2,468","2,191","2,092","1,844","1,806","1,763","1,714","1,671","1,659","1,632","1,632","1,613","1,549","1,546","1,501",All
