col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Jared Solomon,Mark B Cohen,Allyson Y Schwartz,Betsy May Kilkenny,Mark B Cohen,Michael J Rahming,Louis Farinella,Mike Stack,Linda A Fields,Elaine Tomlin,Val Arkoosh,W Gerard Oleksiak,Henry Albert,Melissa Robbins,Bev Hahn,Charles Quann,All
Jared Solomon,22,0,75,58,33,30,39,37,33,36,32,32,27,23,23,24,All
Mark B Cohen,,6,17,12,17,16,8,9,11,8,7,5,5,9,6,3,All
Allyson Y Schwartz,,,1,59,23,13,41,42,18,41,38,35,10,10,9,26,All
Betsy May Kilkenny,,,,0,16,9,39,36,12,38,34,33,7,4,4,23,All
Mark B Cohen,,,,,2,29,16,15,31,15,9,12,30,27,23,7,All
Michael J Rahming,,,,,,2,8,9,29,7,8,4,28,28,27,3,All
Louis Farinella,,,,,,,0,35,10,33,27,32,6,4,6,23,All
Mike Stack,,,,,,,,0,9,36,28,32,6,8,7,24,All
Linda A Fields,,,,,,,,,1,12,6,8,30,28,27,5,All
Elaine Tomlin,,,,,,,,,,0,26,32,5,7,5,24,All
Val Arkoosh,,,,,,,,,,,0,24,4,3,4,21,All
W Gerard Oleksiak,,,,,,,,,,,,0,6,4,3,24,All
Henry Albert,,,,,,,,,,,,,0,24,24,3,All
Melissa Robbins,,,,,,,,,,,,,,0,27,3,All
Bev Hahn,,,,,,,,,,,,,,,0,3,All
Charles Quann,,,,,,,,,,,,,,,,0,All
Total,132,45,94,71,53,49,48,47,46,45,39,38,33,33,30,27,All
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,20
,Jared Solomon,Mark B Cohen,Allyson Y Schwartz,Betsy May Kilkenny,Mark B Cohen,Michael J Rahming,Louis Farinella,Mike Stack,Linda A Fields,Elaine Tomlin,Val Arkoosh,W Gerard Oleksiak,Henry Albert,Melissa Robbins,Bev Hahn,Charles Quann,20
Jared Solomon,22,0,75,58,33,30,39,37,33,36,32,32,27,23,23,24,20
Mark B Cohen,,6,17,12,17,16,8,9,11,8,7,5,5,9,6,3,20
Allyson Y Schwartz,,,1,59,23,13,41,42,18,41,38,35,10,10,9,26,20
Betsy May Kilkenny,,,,0,16,9,39,36,12,38,34,33,7,4,4,23,20
Mark B Cohen,,,,,2,29,16,15,31,15,9,12,30,27,23,7,20
Michael J Rahming,,,,,,2,8,9,29,7,8,4,28,28,27,3,20
Louis Farinella,,,,,,,0,35,10,33,27,32,6,4,6,23,20
Mike Stack,,,,,,,,0,9,36,28,32,6,8,7,24,20
Linda A Fields,,,,,,,,,1,12,6,8,30,28,27,5,20
Elaine Tomlin,,,,,,,,,,0,26,32,5,7,5,24,20
Val Arkoosh,,,,,,,,,,,0,24,4,3,4,21,20
W Gerard Oleksiak,,,,,,,,,,,,0,6,4,3,24,20
Henry Albert,,,,,,,,,,,,,0,24,24,3,20
Melissa Robbins,,,,,,,,,,,,,,0,27,3,20
Bev Hahn,,,,,,,,,,,,,,,0,3,20
Charles Quann,,,,,,,,,,,,,,,,0,20
Total,132,45,94,71,53,49,48,47,46,45,39,38,33,33,30,27,20
