col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Joanna Mcclinton,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Vincent Hughes,Mary Jo Daley,Mark Aronchick,Blondell Reynolds Brown,Nicole Allen White,Joe Foster,Michelle W Singer,Yasmeen Kaboud,Heather A Steinmiller,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Waleed Shahid,Hamdi Soysal,Margaret Lenzi,William Leopold,Tonya Diane Bah,All
Joanna Mcclinton,38,336,282,269,238,187,184,182,184,178,176,168,166,156,153,143,111,104,101,101,97,93,93,90,85,All
Cindy Bass,,10,251,249,226,177,167,179,178,162,167,157,158,57,149,57,30,29,27,31,27,22,27,20,18,All
Malcolm Kenyatta,,,4,245,234,174,179,175,171,172,161,161,156,61,152,54,31,36,26,29,31,28,35,29,28,All
Katherine J Gilmore,,,,3,230,176,174,186,178,169,164,161,159,57,154,48,25,36,23,26,21,21,31,23,20,All
Jerry T Jordan,,,,,2,160,156,161,159,149,145,146,144,52,144,48,24,28,22,21,23,20,23,21,21,All
Ken Washington,,,,,,1,163,164,165,163,165,153,157,30,151,27,26,27,26,25,26,22,24,20,20,All
Vincent Hughes,,,,,,,0,164,158,180,165,164,155,28,153,21,19,28,18,23,23,17,29,23,23,All
Mary Jo Daley,,,,,,,,1,172,158,156,152,149,25,144,18,17,26,14,18,10,14,20,11,11,All
Mark Aronchick,,,,,,,,,0,152,159,154,151,22,144,20,23,27,22,22,22,17,22,15,12,All
Blondell Reynolds Brown,,,,,,,,,,0,163,159,150,23,154,17,15,27,16,17,19,17,28,19,18,All
Nicole Allen White,,,,,,,,,,,1,152,150,25,148,19,22,23,19,25,25,13,25,18,16,All
Joe Foster,,,,,,,,,,,,0,145,23,145,19,21,22,18,18,19,19,24,18,20,All
Michelle W Singer,,,,,,,,,,,,,0,16,145,17,11,13,13,18,17,6,16,13,12,All
Yasmeen Kaboud,,,,,,,,,,,,,,6,15,111,99,87,83,85,83,87,81,82,81,All
Heather A Steinmiller,,,,,,,,,,,,,,,0,7,8,10,7,10,11,6,14,10,11,All
Lou Agre,,,,,,,,,,,,,,,,3,88,82,87,79,75,79,73,75,70,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,3,87,92,85,85,85,74,77,76,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,87,82,76,85,80,78,69,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,0,82,83,85,77,80,74,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,1,80,72,74,76,70,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,0,73,75,79,72,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,0,75,74,67,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,79,69,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,0,73,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,565,369,306,288,254,204,201,200,198,194,189,178,177,174,163,157,125,113,111,109,106,101,99,96,93,All
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,1
,Joanna Mcclinton,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Blondell Reynolds Brown,Ken Washington,Lou Agre,Yasmeen Kaboud,Mary Jo Daley,Michelle W Singer,Mark Aronchick,Nicole Allen White,Heather A Steinmiller,Joe Foster,Ariana Flores Gordon,Gwen Snyder,Waleed Shahid,Carol Rose Fleischman,Sherrie Cohen,Tonya Diane Bah,William Leopold,Hamdi Soysal,Margaret Lenzi,1
Joanna Mcclinton,12,79,74,72,60,53,50,50,47,48,49,49,48,47,43,44,35,31,30,28,28,27,26,23,24,1
Cindy Bass,,4,61,63,52,45,45,45,18,14,47,46,45,43,41,39,9,8,7,5,4,4,2,3,5,1
Malcolm Kenyatta,,,1,61,57,48,46,45,19,20,45,41,42,39,40,38,12,9,11,8,10,10,9,7,9,1
Katherine J Gilmore,,,,1,55,48,48,47,14,16,50,44,44,43,43,40,7,8,6,4,7,7,6,3,7,1
