col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 192nd District - Democrat,,,,,Attorney General - Democrat,,,All
,Morgan Cephas,Steven Jones,Jess Johnson,Edwin Santana,Lynwood W Savage,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Morgan Cephas,151,0,0,0,0,677,597,89,All
Steven Jones,,37,0,0,0,262,162,117,All
Jess Johnson,,,51,0,0,159,129,40,All
Edwin Santana,,,,51,0,156,119,23,All
Lynwood W Savage,,,,,19,110,138,19,All
Josh Shapiro,,,,,,115,0,0,All
Stephen A Zappala Jr,,,,,,,110,0,All
John Morganelli,,,,,,,,26,All
Total,"1,514",578,379,349,286,"1,479","1,255",314,All
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,2
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,Lynwood W Savage,2
Stephen A Zappala Jr,17,0,0,56,16,14,7,11,2
Josh Shapiro,,14,0,38,21,16,12,11,2
John Morganelli,,,2,7,14,1,7,0,2
Morgan Cephas,,,,8,0,0,0,0,2
Steven Jones,,,,,0,0,0,0,2
Edwin Santana,,,,,,3,0,0,2
Jess Johnson,,,,,,,6,0,2
Lynwood W Savage,,,,,,,,3,2
Total,121,112,31,109,51,34,32,25,2
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,3
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Jess Johnson,Edwin Santana,Lynwood W Savage,3
Josh Shapiro,11,0,0,47,17,14,14,7,3
Stephen A Zappala Jr,,12,0,43,11,10,7,9,3
John Morganelli,,,1,4,9,1,1,2,3
Morgan Cephas,,,,10,0,0,0,0,3
Steven Jones,,,,,3,0,0,0,3
Jess Johnson,,,,,,6,0,0,3
Edwin Santana,,,,,,,5,0,3
Lynwood W Savage,,,,,,,,0,3
Total,110,92,18,104,40,31,27,18,3
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,4
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Jess Johnson,Lynwood W Savage,Edwin Santana,4
Josh Shapiro,3,0,0,33,14,14,10,6,4
