col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Yasmeen Kaboud,Cindy Bass,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Malcolm Kenyatta,Katherine J Gilmore,Carol Rose Fleischman,Gwen Snyder,William Leopold,Waleed Shahid,Margaret Lenzi,Hamdi Soysal,Tonya Diane Bah,Jerry T Jordan,Vincent Hughes,Blondell Reynolds Brown,Ken Washington,Mary Jo Daley,Mark Aronchick,Michelle W Singer,Nicole Allen White,Joe Foster,Heather A Steinmiller,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,All
Yasmeen Kaboud,7,58,309,291,288,74,58,279,276,269,265,264,271,261,53,34,30,35,33,35,28,22,22,18,100,108,54,48,25,9,All
Cindy Bass,,15,64,39,39,249,252,34,30,33,23,29,25,23,238,187,181,199,192,182,181,177,169,168,113,96,44,44,29,4,All
Lou Agre,,,6,279,285,76,57,277,274,268,260,261,267,252,57,31,31,35,33,35,26,24,25,16,95,93,48,43,25,9,All
Ariana Flores Gordon,,,,0,290,54,40,276,281,271,266,265,271,264,34,31,32,34,31,33,25,22,22,16,97,70,45,31,28,9,All
Sherrie Cohen,,,,,0,54,40,280,281,276,265,269,273,262,37,33,33,34,35,36,24,22,24,17,97,73,46,30,26,9,All
Malcolm Kenyatta,,,,,,2,239,44,44,45,42,41,39,37,240,185,180,194,192,180,176,166,167,166,103,76,44,32,22,4,All
Katherine J Gilmore,,,,,,,3,34,32,33,29,30,25,25,220,177,169,182,184,175,165,166,159,159,95,76,37,30,19,6,All
Carol Rose Fleischman,,,,,,,,0,270,266,252,257,265,255,25,25,21,30,27,27,22,18,19,11,92,68,44,26,25,9,All
Gwen Snyder,,,,,,,,,0,270,264,265,261,259,28,26,26,28,22,27,23,21,20,13,88,69,44,32,25,9,All
William Leopold,,,,,,,,,,0,260,259,260,257,25,27,26,30,20,26,21,20,24,17,86,69,47,25,23,9,All
Waleed Shahid,,,,,,,,,,,1,262,256,253,23,26,24,24,21,25,21,21,22,14,84,65,41,29,23,9,All
Margaret Lenzi,,,,,,,,,,,,0,250,254,27,31,27,27,24,26,27,27,21,15,84,68,42,25,24,9,All
Hamdi Soysal,,,,,,,,,,,,,0,250,22,15,17,21,19,25,16,12,14,10,84,65,41,28,23,9,All
Tonya Diane Bah,,,,,,,,,,,,,,0,16,25,20,21,16,19,15,18,18,13,89,65,36,23,21,10,All
Jerry T Jordan,,,,,,,,,,,,,,,1,173,164,180,179,171,165,159,154,155,81,65,41,30,19,4,All
Vincent Hughes,,,,,,,,,,,,,,,,0,192,177,173,159,172,175,168,161,97,30,38,20,16,3,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,0,170,163,154,167,167,165,154,85,24,37,24,16,5,All
Ken Washington,,,,,,,,,,,,,,,,,,1,181,170,173,169,161,161,84,37,35,21,19,3,All
Mary Jo Daley,,,,,,,,,,,,,,,,,,,0,177,163,160,155,158,82,29,32,26,19,4,All
Mark Aronchick,,,,,,,,,,,,,,,,,,,,0,162,156,151,156,77,32,33,22,19,4,All
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,0,165,154,162,79,28,34,20,16,3,All
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,1,160,157,74,29,31,20,17,5,All
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,0,148,71,25,32,15,15,4,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,0,67,23,30,18,16,3,All
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,0,0,0,All
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,All
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,All
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,All
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,All
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,389,383,356,318,318,317,303,301,301,291,287,286,284,280,272,235,224,223,219,211,204,200,189,179,300,234,129,118,79,17,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,6
,Yasmeen Kaboud,Lou Agre,Cindy Bass,Sherrie Cohen,Ariana Flores Gordon,Gwen Snyder,Carol Rose Fleischman,William Leopold,Hamdi Soysal,Tonya Diane Bah,Waleed Shahid,Malcolm Kenyatta,Margaret Lenzi,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Blondell Reynolds Brown,Ken Washington,Mark Aronchick,Michelle W Singer,Joe Foster,Mary Jo Daley,Nicole Allen White,Heather A Steinmiller,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,6
Yasmeen Kaboud,4,99,16,92,94,90,90,91,86,81,83,20,83,18,14,11,6,12,10,10,7,9,5,6,25,28,23,16,10,2,6
Lou Agre,,5,17,91,88,88,88,88,85,80,82,19,82,17,13,9,7,10,8,10,8,8,6,5,27,21,20,14,9,2,6
Cindy Bass,,,5,11,10,11,10,11,7,6,4,70,3,73,66,52,48,57,54,56,51,52,50,49,36,27,13,7,4,2,6
Sherrie Cohen,,,,0,95,94,91,94,88,85,85,17,84,14,8,12,10,11,10,9,10,9,4,5,27,16,15,15,12,2,6
Ariana Flores Gordon,,,,,0,92,90,92,88,85,84,13,83,11,8,10,6,10,8,8,7,7,5,4,26,15,16,14,12,2,6
Gwen Snyder,,,,,,0,89,92,85,85,86,15,85,14,8,11,10,11,8,11,10,7,6,6,28,14,17,13,10,2,6
Carol Rose Fleischman,,,,,,,0,90,88,82,81,12,80,11,7,9,6,10,9,9,8,8,5,4,27,15,14,15,10,2,6
William Leopold,,,,,,,,0,86,84,86,14,84,14,8,11,7,12,9,8,9,7,5,5,26,15,15,14,10,2,6
Hamdi Soysal,,,,,,,,,0,80,80,9,78,7,5,5,4,6,7,7,6,6,3,3,23,13,15,11,10,2,6
Tonya Diane Bah,,,,,,,,,,0,78,10,78,9,3,10,6,8,4,5,7,3,4,3,27,13,14,9,9,2,6
Waleed Shahid,,,,,,,,,,,0,9,83,9,5,7,5,7,7,7,6,4,4,2,22,12,15,12,11,2,6
Malcolm Kenyatta,,,,,,,,,,,,1,8,70,65,54,50,58,55,53,51,54,47,51,32,19,12,8,5,2,6
Margaret Lenzi,,,,,,,,,,,,,0,7,5,8,4,7,5,7,5,4,4,2,21,14,13,11,10,2,6
Katherine J Gilmore,,,,,,,,,,,,,,0,62,52,47,56,56,51,51,51,46,49,26,21,10,8,4,3,6
Jerry T Jordan,,,,,,,,,,,,,,,0,48,44,51,50,50,46,49,46,47,24,18,9,5,4,2,6
Vincent Hughes,,,,,,,,,,,,,,,,0,56,52,49,51,54,49,50,46,32,9,5,7,5,2,6
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,0,46,45,48,51,44,44,43,25,8,8,5,4,2,6
Ken Washington,,,,,,,,,,,,,,,,,,0,51,53,50,48,48,48,26,12,8,5,3,2,6
Mark Aronchick,,,,,,,,,,,,,,,,,,,0,51,49,53,46,48,24,9,8,7,4,2,6
Michelle W Singer,,,,,,,,,,,,,,,,,,,,0,49,49,49,47,26,8,9,5,3,2,6
Joe Foster,,,,,,,,,,,,,,,,,,,,,0,48,49,46,24,9,6,5,3,2,6
Mary Jo Daley,,,,,,,,,,,,,,,,,,,,,,0,45,47,21,7,8,7,4,2,6
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,,1,44,24,8,7,5,2,2,6
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,0,19,7,8,5,3,2,6
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,0,0,6
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,6
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,6
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,6
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,6
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,124,114,105,104,102,101,99,98,90,90,90,89,87,86,72,72,63,63,61,61,59,59,56,51,113,62,52,39,31,5,6
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,7
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Yasmeen Kaboud,Lou Agre,Mark Aronchick,Vincent Hughes,Ken Washington,Mary Jo Daley,Michelle W Singer,Blondell Reynolds Brown,Sherrie Cohen,Ariana Flores Gordon,Gwen Snyder,Nicole Allen White,Hamdi Soysal,Margaret Lenzi,Tonya Diane Bah,Waleed Shahid,Carol Rose Fleischman,Heather A Steinmiller,Joe Foster,William Leopold,Wanda Logan,Vanessa L Brown,Darryl Thomas,Movita Johnson Harrell,Ray Bailey,Ted Smith,7
Cindy Bass,6,55,55,55,13,14,44,41,47,42,42,39,9,8,8,40,7,8,5,4,7,36,36,5,27,19,13,12,5,1,7
Katherine J Gilmore,,2,54,51,12,13,41,37,41,41,36,34,8,8,8,37,8,7,4,5,7,33,33,5,21,16,10,7,4,2,7
Malcolm Kenyatta,,,1,58,11,12,41,43,42,45,40,40,8,7,7,38,6,6,5,5,4,37,38,3,17,18,12,6,4,1,7
Jerry T Jordan,,,,0,12,14,42,40,42,43,38,36,10,8,9,37,6,8,6,5,5,35,35,4,17,13,14,6,4,1,7
Yasmeen Kaboud,,,,,1,52,9,4,6,6,1,4,45,44,44,4,41,39,39,40,39,3,1,39,22,14,4,7,11,1,7
Lou Agre,,,,,,0,10,5,7,7,1,5,45,44,46,6,41,40,39,41,39,3,2,38,21,13,4,6,7,1,7
Mark Aronchick,,,,,,,0,36,42,39,38,34,10,9,10,36,8,8,7,5,6,35,32,5,9,16,13,6,2,1,7
Vincent Hughes,,,,,,,,0,39,40,39,42,5,3,4,40,1,6,4,4,2,37,37,2,6,18,14,4,3,0,7
Ken Washington,,,,,,,,,0,43,41,35,8,6,7,37,6,7,4,4,6,35,34,3,9,17,12,7,1,0,7
Mary Jo Daley,,,,,,,,,,0,38,34,8,6,7,35,5,6,4,4,5,35,34,2,7,16,10,6,2,1,7
Michelle W Singer,,,,,,,,,,,0,36,2,0,1,37,1,4,1,1,1,36,34,0,7,13,14,5,2,0,7
Blondell Reynolds Brown,,,,,,,,,,,,0,4,3,4,38,2,4,2,2,1,32,35,3,4,14,12,4,3,0,7
Sherrie Cohen,,,,,,,,,,,,,0,43,44,6,41,40,38,40,39,4,1,38,17,13,3,5,4,1,7
Ariana Flores Gordon,,,,,,,,,,,,,,0,43,4,41,37,38,39,37,3,1,38,17,11,3,7,3,1,7
Gwen Snyder,,,,,,,,,,,,,,,0,5,41,39,38,41,38,3,1,39,17,12,3,6,4,1,7
Nicole Allen White,,,,,,,,,,,,,,,,0,3,8,4,4,4,35,35,4,8,11,12,5,1,1,7
Hamdi Soysal,,,,,,,,,,,,,,,,,0,36,34,37,37,2,0,36,15,10,5,5,3,1,7
Margaret Lenzi,,,,,,,,,,,,,,,,,,0,38,38,35,5,2,36,17,12,4,4,2,1,7
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,0,37,33,4,1,36,16,12,3,4,2,2,7
Waleed Shahid,,,,,,,,,,,,,,,,,,,,0,34,3,1,37,17,10,3,4,4,1,7
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,0,2,0,34,14,12,3,5,1,1,7
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,0,32,2,5,12,10,4,2,0,7
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,0,0,5,12,10,4,1,0,7
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,0,15,10,3,4,2,1,7
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,7
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,7
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,7
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,7
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,95,74,71,66,66,58,55,54,53,50,49,48,48,47,47,46,44,44,43,43,41,40,40,39,58,49,25,21,17,3,7
