col_1,col_2,division
,Representative In The General Assembly 194th District - Republican,All
,Bill Pounds,All
Bill Pounds,"2,096",All
Total,"2,096",All
,Representative In The General Assembly 194th District - Republican,1
,Bill Pounds,1
Bill Pounds,46,1
Total,46,1
,Representative In The General Assembly 194th District - Republican,2
,Bill Pounds,2
Bill Pounds,53,2
Total,53,2
,Representative In The General Assembly 194th District - Republican,3
,Bill Pounds,3
Bill Pounds,11,3
Total,11,3
,Representative In The General Assembly 194th District - Republican,4
,Bill Pounds,4
Bill Pounds,30,4
Total,30,4
,Representative In The General Assembly 194th District - Republican,5
,Bill Pounds,5
Bill Pounds,87,5
Total,87,5
,Representative In The General Assembly 194th District - Republican,6
,Bill Pounds,6
Bill Pounds,45,6
Total,45,6
,Representative In The General Assembly 194th District - Republican,7
,Bill Pounds,7
Bill Pounds,35,7
Total,35,7
,Representative In The General Assembly 194th District - Republican,8
,Bill Pounds,8
Bill Pounds,16,8
Total,16,8
,Representative In The General Assembly 194th District - Republican,9
,Bill Pounds,9
Bill Pounds,56,9
Total,56,9
,Representative In The General Assembly 194th District - Republican,10
,Bill Pounds,10
Bill Pounds,32,10
Total,32,10
,Representative In The General Assembly 194th District - Republican,11
,Bill Pounds,11
Bill Pounds,33,11
Total,33,11
,Representative In The General Assembly 194th District - Republican,12
,Bill Pounds,12
Bill Pounds,29,12
Total,29,12
,Representative In The General Assembly 194th District - Republican,13
,Bill Pounds,13
Bill Pounds,42,13
Total,42,13
,Representative In The General Assembly 194th District - Republican,14
,Bill Pounds,14
Bill Pounds,27,14
Total,27,14
,Representative In The General Assembly 194th District - Republican,15
,Bill Pounds,15
Bill Pounds,45,15
Total,45,15
,Representative In The General Assembly 194th District - Republican,16
,Bill Pounds,16
Bill Pounds,43,16
Total,43,16
,Representative In The General Assembly 194th District - Republican,17
,Bill Pounds,17
Bill Pounds,47,17
Total,47,17
,Representative In The General Assembly 194th District - Republican,18
,Bill Pounds,18
Bill Pounds,26,18
Total,26,18
,Representative In The General Assembly 194th District - Republican,19
,Bill Pounds,19
Bill Pounds,32,19
Total,32,19
,Representative In The General Assembly 194th District - Republican,20
,Bill Pounds,20
Bill Pounds,29,20
Total,29,20
,Representative In The General Assembly 194th District - Republican,21
,Bill Pounds,21
Bill Pounds,55,21
Total,55,21
,Representative In The General Assembly 194th District - Republican,22
,Bill Pounds,22
Bill Pounds,56,22
Total,56,22
,Representative In The General Assembly 194th District - Republican,23
,Bill Pounds,23
Bill Pounds,18,23
Total,18,23
,Representative In The General Assembly 194th District - Republican,24
,Bill Pounds,24
Bill Pounds,24,24
Total,24,24
,Representative In The General Assembly 194th District - Republican,25
,Bill Pounds,25
Bill Pounds,64,25
Total,64,25
,Representative In The General Assembly 194th District - Republican,26
,Bill Pounds,26
Bill Pounds,43,26
Total,43,26
,Representative In The General Assembly 194th District - Republican,27
,Bill Pounds,27
Bill Pounds,36,27
Total,36,27
,Representative In The General Assembly 194th District - Republican,28
,Bill Pounds,28
Bill Pounds,58,28
Total,58,28
,Representative In The General Assembly 194th District - Republican,29
,Bill Pounds,29
Bill Pounds,57,29
Total,57,29
,Representative In The General Assembly 194th District - Republican,30
,Bill Pounds,30
Bill Pounds,51,30
Total,51,30
,Representative In The General Assembly 194th District - Republican,31
,Bill Pounds,31
Bill Pounds,58,31
Total,58,31
,Representative In The General Assembly 194th District - Republican,32
,Bill Pounds,32
Bill Pounds,35,32
Total,35,32
,Representative In The General Assembly 194th District - Republican,33
,Bill Pounds,33
Bill Pounds,61,33
Total,61,33
,Representative In The General Assembly 194th District - Republican,34
,Bill Pounds,34
Bill Pounds,93,34
Total,93,34
,Representative In The General Assembly 194th District - Republican,35
,Bill Pounds,35
Bill Pounds,40,35
Total,40,35
,Representative In The General Assembly 194th District - Republican,36
,Bill Pounds,36
Bill Pounds,27,36
Total,27,36
,Representative In The General Assembly 194th District - Republican,37
,Bill Pounds,37
Bill Pounds,48,37
Total,48,37
,Representative In The General Assembly 194th District - Republican,38
,Bill Pounds,38
Bill Pounds,56,38
Total,56,38
,Representative In The General Assembly 194th District - Republican,39
,Bill Pounds,39
Bill Pounds,86,39
Total,86,39
,Representative In The General Assembly 194th District - Republican,40
,Bill Pounds,40
Bill Pounds,67,40
Total,67,40
,Representative In The General Assembly 194th District - Republican,41
,Bill Pounds,41
Bill Pounds,63,41
Total,63,41
,Representative In The General Assembly 194th District - Republican,42
,Bill Pounds,42
Bill Pounds,56,42
Total,56,42
,Representative In The General Assembly 194th District - Republican,43
,Bill Pounds,43
Bill Pounds,49,43
Total,49,43
,Representative In The General Assembly 194th District - Republican,44
,Bill Pounds,44
Bill Pounds,73,44
Total,73,44
,Representative In The General Assembly 194th District - Republican,45
,Bill Pounds,45
Bill Pounds,58,45
Total,58,45
