col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 191st District - Democrat,Attorney General - Democrat,,,All
,Joanna Mcclinton,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,All
Joanna Mcclinton,26,238,171,46,All
Stephen A Zappala Jr,,41,0,0,All
Josh Shapiro,,,30,0,All
John Morganelli,,,,6,All
Total,481,279,201,52,All
,Representative In The General Assembly 191st District - Democrat,Attorney General - Democrat,,,7
,Joanna Mcclinton,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,7
Joanna Mcclinton,11,91,53,16,7
Stephen A Zappala Jr,,8,0,0,7
Josh Shapiro,,,9,0,7
John Morganelli,,,,0,7
Total,171,99,62,16,7
,Representative In The General Assembly 191st District - Democrat,Attorney General - Democrat,,,19
,Joanna Mcclinton,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,19
Joanna Mcclinton,7,85,52,14,19
Stephen A Zappala Jr,,16,0,0,19
Josh Shapiro,,,12,0,19
John Morganelli,,,,3,19
Total,158,101,64,17,19
,Representative In The General Assembly 191st District - Democrat,Attorney General - Democrat,,,22
,Joanna Mcclinton,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,22
Joanna Mcclinton,8,62,66,16,22
Stephen A Zappala Jr,,17,0,0,22
Josh Shapiro,,,9,0,22
John Morganelli,,,,3,22
Total,152,79,75,19,22
