col_1,col_2,col_3,division
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,All
,Isabella Fitzgerald,Joe Torsella,All
Isabella Fitzgerald,"1,121","5,331",All
Joe Torsella,,318,All
Total,"6,452","5,649",All
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,1
,Isabella Fitzgerald,Joe Torsella,1
Isabella Fitzgerald,82,143,1
Joe Torsella,,4,1
Total,225,147,1
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,2
,Isabella Fitzgerald,Joe Torsella,2
Isabella Fitzgerald,64,241,2
Joe Torsella,,12,2
Total,305,253,2
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,3
,Isabella Fitzgerald,Joe Torsella,3
Isabella Fitzgerald,53,209,3
Joe Torsella,,12,3
Total,262,221,3
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,4
,Isabella Fitzgerald,Joe Torsella,4
Isabella Fitzgerald,33,172,4
Joe Torsella,,10,4
Total,205,182,4
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,5
,Isabella Fitzgerald,Joe Torsella,5
Isabella Fitzgerald,39,196,5
Joe Torsella,,12,5
Total,235,208,5
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,6
,Isabella Fitzgerald,Joe Torsella,6
Isabella Fitzgerald,27,183,6
Joe Torsella,,14,6
Total,210,197,6
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,7
,Isabella Fitzgerald,Joe Torsella,7
Isabella Fitzgerald,59,159,7
Joe Torsella,,12,7
Total,218,171,7
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,8
,Isabella Fitzgerald,Joe Torsella,8
Isabella Fitzgerald,39,170,8
Joe Torsella,,8,8
Total,209,178,8
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,9
,Isabella Fitzgerald,Joe Torsella,9
Isabella Fitzgerald,42,178,9
Joe Torsella,,7,9
Total,220,185,9
,Representative In The General Assembly 203rd District - Democrat,State Treasurer - Democrat,10
,Isabella Fitzgerald,Joe Torsella,10
Isabella Fitzgerald,26,158,10
Joe Torsella,,11,10
Total,184,169,10
