col_1,col_2,col_3,col_4,col_5,col_6,division
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,All
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,All
Eugene A Depasquale,252,"3,279",380,273,0,All
Donna Bullock,,690,0,0,0,All
Jamar Izzo Izzard,,,85,0,0,All
Jimmie Moore,,,,88,0,All
Donnell L Jones,,,,,0,All
Total,"4,184","3,969",465,361,0,All
,Representative In The General Assembly 195th District - Democrat,,,,Auditor General - Democrat,1
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Eugene A Depasquale,1
Donna Bullock,74,0,0,0,226,1
Jamar Izzo Izzard,,2,0,0,22,1
Jimmie Moore,,,3,0,14,1
Donnell L Jones,,,,0,0,1
Eugene A Depasquale,,,,,7,1
Total,300,24,17,0,269,1
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,2
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,2
Eugene A Depasquale,13,203,22,15,0,2
Donna Bullock,,45,0,0,0,2
Jamar Izzo Izzard,,,5,0,0,2
Jimmie Moore,,,,8,0,2
Donnell L Jones,,,,,0,2
Total,253,248,27,23,0,2
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,3
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,3
Eugene A Depasquale,23,196,24,17,0,3
Donna Bullock,,28,0,0,0,3
Jamar Izzo Izzard,,,7,0,0,3
Jimmie Moore,,,,3,0,3
Donnell L Jones,,,,,0,3
Total,260,224,31,20,0,3
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,4
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,4
Eugene A Depasquale,6,127,13,9,0,4
Donna Bullock,,20,0,0,0,4
Jamar Izzo Izzard,,,0,0,0,4
Jimmie Moore,,,,2,0,4
Donnell L Jones,,,,,0,4
Total,155,147,13,11,0,4
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,5
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,5
Eugene A Depasquale,7,154,27,9,0,5
Donna Bullock,,29,0,0,0,5
Jamar Izzo Izzard,,,6,0,0,5
Jimmie Moore,,,,5,0,5
Donnell L Jones,,,,,0,5
Total,197,183,33,14,0,5
,Representative In The General Assembly 195th District - Democrat,,,,Auditor General - Democrat,6
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Eugene A Depasquale,6
Donna Bullock,62,0,0,0,258,6
Jimmie Moore,,14,0,0,24,6
Jamar Izzo Izzard,,,6,0,18,6
Donnell L Jones,,,,0,0,6
Eugene A Depasquale,,,,,20,6
Total,320,38,24,0,320,6
,Representative In The General Assembly 195th District - Democrat,,,,Auditor General - Democrat,7
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Eugene A Depasquale,7
Donna Bullock,41,0,0,0,194,7
Jimmie Moore,,3,0,0,15,7
Jamar Izzo Izzard,,,1,0,13,7
Donnell L Jones,,,,0,0,7
Eugene A Depasquale,,,,,13,7
Total,235,18,14,0,235,7
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,8
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,8
Eugene A Depasquale,14,165,20,10,0,8
Donna Bullock,,20,0,0,0,8
Jamar Izzo Izzard,,,3,0,0,8
Jimmie Moore,,,,7,0,8
Donnell L Jones,,,,,0,8
Total,209,185,23,17,0,8
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,9
,Eugene A Depasquale,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,9
Eugene A Depasquale,10,152,21,24,0,9
Donna Bullock,,39,0,0,0,9
Jimmie Moore,,,15,0,0,9
Jamar Izzo Izzard,,,,5,0,9
Donnell L Jones,,,,,0,9
Total,207,191,36,29,0,9
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,10
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,10
Eugene A Depasquale,15,152,23,17,0,10
Donna Bullock,,52,0,0,0,10
Jamar Izzo Izzard,,,12,0,0,10
Jimmie Moore,,,,4,0,10
Donnell L Jones,,,,,0,10
Total,207,204,35,21,0,10
,Representative In The General Assembly 195th District - Democrat,,,,Auditor General - Democrat,11
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Eugene A Depasquale,11
Donna Bullock,48,0,0,0,130,11
Jamar Izzo Izzard,,10,0,0,13,11
Jimmie Moore,,,2,0,12,11
Donnell L Jones,,,,0,0,11
Eugene A Depasquale,,,,,10,11
Total,178,23,14,0,165,11
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,12
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,12
Eugene A Depasquale,11,169,20,9,0,12
Donna Bullock,,36,0,0,0,12
Jamar Izzo Izzard,,,2,0,0,12
Jimmie Moore,,,,4,0,12
Donnell L Jones,,,,,0,12
Total,209,205,22,13,0,12
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,13
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,13
Eugene A Depasquale,8,137,28,15,0,13
Donna Bullock,,38,0,0,0,13
Jamar Izzo Izzard,,,3,0,0,13
Jimmie Moore,,,,1,0,13
Donnell L Jones,,,,,0,13
Total,188,175,31,16,0,13
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,14
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,14
Eugene A Depasquale,15,184,21,11,0,14
Donna Bullock,,23,0,0,0,14
Jamar Izzo Izzard,,,2,0,0,14
Jimmie Moore,,,,5,0,14
Donnell L Jones,,,,,0,14
Total,231,207,23,16,0,14
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,15
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,15
Eugene A Depasquale,16,142,15,6,0,15
Donna Bullock,,22,0,0,0,15
Jamar Izzo Izzard,,,1,0,0,15
Jimmie Moore,,,,2,0,15
Donnell L Jones,,,,,0,15
Total,179,164,16,8,0,15
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,16
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,16
Eugene A Depasquale,15,177,30,9,0,16
Donna Bullock,,36,0,0,0,16
Jamar Izzo Izzard,,,3,0,0,16
Jimmie Moore,,,,0,0,16
Donnell L Jones,,,,,0,16
Total,231,213,33,9,0,16
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,17
,Eugene A Depasquale,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,17
Eugene A Depasquale,16,150,30,10,0,17
Donna Bullock,,21,0,0,0,17
Jimmie Moore,,,3,0,0,17
Jamar Izzo Izzard,,,,5,0,17
Donnell L Jones,,,,,0,17
Total,206,171,33,15,0,17
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,18
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,18
Eugene A Depasquale,15,219,17,17,0,18
Donna Bullock,,28,0,0,0,18
Jamar Izzo Izzard,,,10,0,0,18
Jimmie Moore,,,,4,0,18
Donnell L Jones,,,,,0,18
Total,268,247,27,21,0,18
,Auditor General - Democrat,Representative In The General Assembly 195th District - Democrat,,,,19
,Eugene A Depasquale,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,19
Eugene A Depasquale,18,144,20,13,0,19
Donna Bullock,,28,0,0,0,19
Jamar Izzo Izzard,,,2,0,0,19
Jimmie Moore,,,,3,0,19
Donnell L Jones,,,,,0,19
Total,195,172,22,16,0,19
