col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,United States Senator - Democrat,,,,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,All
Katie Mcginty,527,0,0,0,"2,920","1,060",499,663,515,115,All
Joe Sestak,,398,0,0,"1,247",752,307,437,415,111,All
John Fetterman,,,200,0,338,866,441,173,197,44,All
Joseph J Vodvarka,,,,146,200,"1,075",315,91,84,28,All
Vanessa L Brown,,,,,699,0,0,0,0,0,All
Wanda Logan,,,,,,455,0,0,0,0,All
Ray Bailey,,,,,,,217,0,0,0,All
Darryl Thomas,,,,,,,,316,0,0,All
Movita Johnson Harrell,,,,,,,,,185,0,All
Ted Smith,,,,,,,,,,39,All
Total,"6,299","3,667","2,259","1,939","5,404","4,208","1,779","1,680","1,396",337,All
