col_1,col_2,col_3,division
,United States Senator - Republican,State Treasurer - Republican,All
,Pat Toomey,Otto Voit,All
Pat Toomey,5,33,All
Otto Voit,,3,All
Total,38,36,All
,State Treasurer - Republican,United States Senator - Republican,1
,Otto Voit,Pat Toomey,1
Otto Voit,1,4,1
Pat Toomey,,1,1
Total,5,5,1
,State Treasurer - Republican,United States Senator - Republican,5
,Otto Voit,Pat Toomey,5
Otto Voit,0,1,5
Pat Toomey,,0,5
Total,1,1,5
,State Treasurer - Republican,United States Senator - Republican,6
,Otto Voit,Pat Toomey,6
Otto Voit,1,1,6
Pat Toomey,,0,6
Total,2,1,6
,State Treasurer - Republican,United States Senator - Republican,7
,Otto Voit,Pat Toomey,7
Otto Voit,0,3,7
Pat Toomey,,0,7
Total,3,3,7
,United States Senator - Republican,State Treasurer - Republican,10
,Pat Toomey,Otto Voit,10
Pat Toomey,3,11,10
Otto Voit,,1,10
Total,14,12,10
,State Treasurer - Republican,United States Senator - Republican,16
,Otto Voit,Pat Toomey,16
Otto Voit,0,1,16
Pat Toomey,,0,16
Total,1,1,16
,United States Senator - Republican,State Treasurer - Republican,17
,Pat Toomey,Otto Voit,17
Pat Toomey,1,3,17
Otto Voit,,0,17
Total,4,3,17
,State Treasurer - Republican,United States Senator - Republican,19
,Otto Voit,Pat Toomey,19
Otto Voit,0,1,19
Pat Toomey,,0,19
Total,1,1,19
,State Treasurer - Republican,United States Senator - Republican,22
,Otto Voit,Pat Toomey,22
Otto Voit,0,3,22
Pat Toomey,,0,22
Total,3,3,22
,State Treasurer - Republican,United States Senator - Republican,24
,Otto Voit,Pat Toomey,24
Otto Voit,0,1,24
Pat Toomey,,0,24
Total,1,1,24
,State Treasurer - Republican,United States Senator - Republican,25
,Otto Voit,Pat Toomey,25
Otto Voit,0,1,25
Pat Toomey,,0,25
Total,1,1,25
,State Treasurer - Republican,United States Senator - Republican,26
,Otto Voit,Pat Toomey,26
Otto Voit,0,2,26
Pat Toomey,,0,26
Total,2,2,26
,State Treasurer - Republican,United States Senator - Republican,27
,Otto Voit,Pat Toomey,27
Otto Voit,0,1,27
Pat Toomey,,0,27
Total,1,1,27
