col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,All
,John Rafferty,Joe Peters,Elizabeth Havey,Calvin Tucker,Aaron Cohen,Aldridk Gessa,All
John Rafferty,33,0,66,64,50,27,All
Joe Peters,,10,29,36,32,17,All
Elizabeth Havey,,,5,57,56,25,All
Calvin Tucker,,,,0,54,24,All
Aaron Cohen,,,,,4,17,All
Aldridk Gessa,,,,,,1,All
Total,141,68,106,105,89,48,All
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,1
,John Rafferty,Joe Peters,Aaron Cohen,Calvin Tucker,Elizabeth Havey,Aldridk Gessa,1
John Rafferty,2,0,2,2,1,1,1
Joe Peters,,1,0,0,0,0,1
Aaron Cohen,,,0,3,2,1,1
Calvin Tucker,,,,0,2,1,1
Elizabeth Havey,,,,,0,0,1
Aldridk Gessa,,,,,,0,1
Total,4,1,3,3,2,1,1
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,2
,Aaron Cohen,Elizabeth Havey,Calvin Tucker,Aldridk Gessa,John Rafferty,Joe Peters,2
Aaron Cohen,0,4,3,1,3,2,2
Elizabeth Havey,,0,3,1,3,2,2
Calvin Tucker,,,0,0,2,2,2
Aldridk Gessa,,,,0,1,0,2
John Rafferty,,,,,0,0,2
Joe Peters,,,,,,0,2
Total,6,6,5,1,5,4,2
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,3
,John Rafferty,Joe Peters,Calvin Tucker,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,3
John Rafferty,0,0,1,1,0,0,3
Joe Peters,,0,0,0,0,0,3
Calvin Tucker,,,0,0,0,0,3
Elizabeth Havey,,,,0,0,0,3
Aaron Cohen,,,,,0,0,3
Aldridk Gessa,,,,,,0,3
Total,2,0,1,1,0,0,3
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,4
,Joe Peters,John Rafferty,Calvin Tucker,Aaron Cohen,Elizabeth Havey,Aldridk Gessa,4
Joe Peters,1,0,1,1,0,0,4
John Rafferty,,0,0,0,0,0,4
Calvin Tucker,,,0,0,1,0,4
Aaron Cohen,,,,0,0,0,4
Elizabeth Havey,,,,,0,0,4
Aldridk Gessa,,,,,,0,4
Total,3,0,2,1,1,0,4
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,5
,Aaron Cohen,Elizabeth Havey,Calvin Tucker,Aldridk Gessa,John Rafferty,Joe Peters,5
Aaron Cohen,0,1,2,2,2,2,5
Elizabeth Havey,,1,1,0,3,0,5
Calvin Tucker,,,0,1,2,1,5
Aldridk Gessa,,,,0,1,1,5
John Rafferty,,,,,0,0,5
Joe Peters,,,,,,0,5
Total,4,4,3,2,4,3,5
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,6
,John Rafferty,Joe Peters,Calvin Tucker,Aldridk Gessa,Elizabeth Havey,Aaron Cohen,6
John Rafferty,0,0,2,1,1,0,6
Joe Peters,,0,0,0,0,0,6
Calvin Tucker,,,0,1,0,0,6
Aldridk Gessa,,,,0,0,0,6
Elizabeth Havey,,,,,0,0,6
Aaron Cohen,,,,,,0,6
Total,3,0,2,1,1,0,6
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,7
,John Rafferty,Joe Peters,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,Calvin Tucker,7
John Rafferty,3,0,3,2,1,0,7
Joe Peters,,0,0,0,0,1,7
Elizabeth Havey,,,0,2,1,0,7
Aaron Cohen,,,,0,1,0,7
Aldridk Gessa,,,,,0,0,7
Calvin Tucker,,,,,,0,7
Total,6,1,3,2,1,1,7
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,9
,John Rafferty,Joe Peters,Calvin Tucker,Aaron Cohen,Elizabeth Havey,Aldridk Gessa,9
John Rafferty,2,0,6,5,5,1,9
Joe Peters,,0,1,1,1,0,9
Calvin Tucker,,,0,6,6,1,9
Aaron Cohen,,,,0,5,0,9
Elizabeth Havey,,,,,0,1,9
Aldridk Gessa,,,,,,0,9
Total,8,1,7,6,6,1,9
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,10
,Aaron Cohen,Calvin Tucker,Aldridk Gessa,Elizabeth Havey,Joe Peters,John Rafferty,10
Aaron Cohen,0,2,1,1,1,1,10
Calvin Tucker,,0,1,1,1,1,10
Aldridk Gessa,,,0,0,1,0,10
Elizabeth Havey,,,,0,0,1,10
Joe Peters,,,,,1,0,10
John Rafferty,,,,,,0,10
Total,2,2,1,1,2,1,10
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,11
,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Elizabeth Havey,John Rafferty,Joe Peters,11
Calvin Tucker,0,1,1,1,3,1,11
Aaron Cohen,,0,1,2,1,1,11
Aldridk Gessa,,,0,1,1,1,11
Elizabeth Havey,,,,0,1,1,11
John Rafferty,,,,,0,0,11
Joe Peters,,,,,,0,11
Total,4,2,2,2,3,2,11
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,12
,Aldridk Gessa,Calvin Tucker,Elizabeth Havey,Aaron Cohen,Joe Peters,John Rafferty,12
Aldridk Gessa,0,1,1,0,1,1,12
Calvin Tucker,,0,1,0,0,1,12
Elizabeth Havey,,,0,0,0,1,12
Aaron Cohen,,,,0,0,0,12
Joe Peters,,,,,0,0,12
John Rafferty,,,,,,0,12
Total,2,1,1,0,1,1,12
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,13
,Aaron Cohen,Calvin Tucker,Aldridk Gessa,Elizabeth Havey,Joe Peters,John Rafferty,13
Aaron Cohen,0,0,0,0,1,0,13
Calvin Tucker,,0,0,0,0,1,13
Aldridk Gessa,,,0,0,0,0,13
Elizabeth Havey,,,,0,0,0,13
Joe Peters,,,,,0,0,13
John Rafferty,,,,,,0,13
Total,1,1,0,0,1,1,13
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,14
,John Rafferty,Joe Peters,Calvin Tucker,Aaron Cohen,Elizabeth Havey,Aldridk Gessa,14
John Rafferty,4,0,4,2,2,0,14
Joe Peters,,2,0,1,1,0,14
Calvin Tucker,,,0,1,1,0,14
Aaron Cohen,,,,0,2,0,14
Elizabeth Havey,,,,,0,0,14
Aldridk Gessa,,,,,,0,14
Total,10,3,4,3,3,0,14
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,15
,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,Calvin Tucker,John Rafferty,Joe Peters,15
Elizabeth Havey,0,1,1,0,1,1,15
Aaron Cohen,,0,0,0,1,0,15
Aldridk Gessa,,,0,0,0,1,15
Calvin Tucker,,,,0,0,0,15
John Rafferty,,,,,1,0,15
Joe Peters,,,,,,0,15
Total,2,1,1,0,2,1,15
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,16
,Aldridk Gessa,Calvin Tucker,Aaron Cohen,Elizabeth Havey,John Rafferty,Joe Peters,16
Aldridk Gessa,0,2,1,1,1,1,16
Calvin Tucker,,0,1,1,1,1,16
Aaron Cohen,,,0,0,0,1,16
Elizabeth Havey,,,,0,1,0,16
John Rafferty,,,,,1,0,16
Joe Peters,,,,,,0,16
Total,2,2,1,1,2,1,16
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,17
,John Rafferty,Joe Peters,Aldridk Gessa,Calvin Tucker,Aaron Cohen,Elizabeth Havey,17
John Rafferty,1,0,0,1,0,0,17
Joe Peters,,0,0,0,0,0,17
Aldridk Gessa,,,1,0,0,0,17
Calvin Tucker,,,,0,0,0,17
Aaron Cohen,,,,,0,0,17
Elizabeth Havey,,,,,,0,17
Total,2,0,1,1,0,0,17
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,18
,Aaron Cohen,Calvin Tucker,Aldridk Gessa,Elizabeth Havey,Joe Peters,John Rafferty,18
Aaron Cohen,0,2,0,0,1,1,18
Calvin Tucker,,0,0,0,1,1,18
Aldridk Gessa,,,0,0,0,0,18
Elizabeth Havey,,,,0,0,0,18
Joe Peters,,,,,0,0,18
John Rafferty,,,,,,0,18
Total,2,2,0,0,1,1,18
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,19
,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Elizabeth Havey,John Rafferty,Joe Peters,19
Calvin Tucker,0,0,0,0,1,0,19
Aaron Cohen,,0,0,0,0,0,19
Aldridk Gessa,,,0,0,0,0,19
Elizabeth Havey,,,,0,0,0,19
John Rafferty,,,,,0,0,19
Joe Peters,,,,,,0,19
Total,1,0,0,0,1,0,19
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,20
,Joe Peters,John Rafferty,Aaron Cohen,Calvin Tucker,Elizabeth Havey,Aldridk Gessa,20
Joe Peters,1,0,1,1,1,0,20
John Rafferty,,1,0,0,0,0,20
Aaron Cohen,,,0,1,1,0,20
Calvin Tucker,,,,0,1,0,20
Elizabeth Havey,,,,,0,0,20
Aldridk Gessa,,,,,,0,20
Total,2,1,1,1,1,0,20
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,23
,Aaron Cohen,Calvin Tucker,Elizabeth Havey,Aldridk Gessa,Joe Peters,John Rafferty,23
Aaron Cohen,1,0,1,0,0,1,23
Calvin Tucker,,0,0,0,1,0,23
Elizabeth Havey,,,0,0,0,1,23
Aldridk Gessa,,,,0,0,0,23
Joe Peters,,,,,0,0,23
John Rafferty,,,,,,0,23
Total,2,1,1,0,1,1,23
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,24
,John Rafferty,Joe Peters,Aldridk Gessa,Elizabeth Havey,Aaron Cohen,Calvin Tucker,24
John Rafferty,1,0,2,1,1,0,24
Joe Peters,,0,0,1,0,0,24
Aldridk Gessa,,,0,1,1,0,24
Elizabeth Havey,,,,0,1,0,24
Aaron Cohen,,,,,0,0,24
Calvin Tucker,,,,,,0,24
Total,3,1,2,2,1,0,24
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,25
,Elizabeth Havey,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Joe Peters,John Rafferty,25
Elizabeth Havey,0,3,3,1,3,2,25
Calvin Tucker,,0,2,0,2,2,25
Aaron Cohen,,,0,0,2,1,25
Aldridk Gessa,,,,0,1,0,25
Joe Peters,,,,,1,0,25
John Rafferty,,,,,,2,25
Total,5,4,3,1,5,4,25
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,26
,John Rafferty,Joe Peters,Elizabeth Havey,Calvin Tucker,Aaron Cohen,Aldridk Gessa,26
John Rafferty,2,0,2,1,0,0,26
Joe Peters,,0,0,0,0,0,26
Elizabeth Havey,,,0,1,0,0,26
Calvin Tucker,,,,0,0,0,26
Aaron Cohen,,,,,0,0,26
Aldridk Gessa,,,,,,0,26
Total,4,0,2,1,0,0,26
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,27
,John Rafferty,Joe Peters,Aaron Cohen,Elizabeth Havey,Calvin Tucker,Aldridk Gessa,27
John Rafferty,3,0,5,6,4,2,27
Joe Peters,,0,0,0,0,0,27
Aaron Cohen,,,1,4,2,2,27
Elizabeth Havey,,,,1,3,2,27
Calvin Tucker,,,,,0,2,27
Aldridk Gessa,,,,,,0,27
Total,11,0,7,7,5,3,27
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,28
,John Rafferty,Joe Peters,Calvin Tucker,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,28
John Rafferty,3,0,1,1,0,1,28
Joe Peters,,0,1,1,1,0,28
Calvin Tucker,,,0,1,1,1,28
Elizabeth Havey,,,,0,0,1,28
Aaron Cohen,,,,,0,0,28
Aldridk Gessa,,,,,,0,28
Total,4,2,2,2,1,1,28
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District,,,,29
,John Rafferty,Joe Peters,Aldridk Gessa,Aaron Cohen,Calvin Tucker,Elizabeth Havey,29
John Rafferty,0,0,4,2,1,0,29
Joe Peters,,0,0,0,0,0,29
Aldridk Gessa,,,0,0,0,0,29
Aaron Cohen,,,,0,0,0,29
Calvin Tucker,,,,,0,0,29
Elizabeth Havey,,,,,,0,29
Total,7,0,4,2,1,0,29
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,30
,Aldridk Gessa,Calvin Tucker,Elizabeth Havey,Aaron Cohen,Joe Peters,John Rafferty,30
Aldridk Gessa,0,1,0,0,1,0,30
Calvin Tucker,,0,0,0,1,0,30
Elizabeth Havey,,,0,0,0,1,30
Aaron Cohen,,,,0,0,0,30
Joe Peters,,,,,0,0,30
John Rafferty,,,,,,0,30
Total,1,1,1,0,1,1,30
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,31
,Aaron Cohen,Calvin Tucker,Elizabeth Havey,Aldridk Gessa,John Rafferty,Joe Peters,31
Aaron Cohen,0,6,5,3,4,4,31
Calvin Tucker,,0,4,2,2,4,31
Elizabeth Havey,,,0,2,3,3,31
Aldridk Gessa,,,,0,3,1,31
John Rafferty,,,,,0,0,31
Joe Peters,,,,,,0,31
Total,8,6,6,4,5,4,31
,Delegate To The Republican National Convention 2nd District,,,,Attorney General - Republican,,32
,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Elizabeth Havey,John Rafferty,Joe Peters,32
Calvin Tucker,0,0,0,0,2,0,32
