col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Maria Quinones Sanchez,Leanne Krueger Braneky,Cathy Brady,Ryan N Boyer,Jennifer Lentz,Angel Cruz,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,All
Thaddeus Kirkland,149,"3,455","2,902","2,748","2,762","2,672","2,697","2,634","2,523","2,416",791,771,526,363,325,279,"2,233",937,748,510,All
Blake Rutherford,,40,"2,643","2,471","2,511","2,529","2,586","2,528","2,405","2,288",657,650,423,286,239,203,"1,880",688,410,338,All
Anne Wakabayashi,,,2,"2,638","2,703","2,559","2,608","2,599","2,402","2,317",427,411,408,279,235,205,"1,711",644,228,185,All
Maria Quinones Sanchez,,,,5,"2,602","2,499","2,398","2,426","2,478","2,384",357,328,351,284,276,239,"1,682",617,187,173,All
Leanne Krueger Braneky,,,,,1,"2,508","2,454","2,455","2,385","2,317",368,352,361,261,230,185,"1,640",573,215,176,All
Cathy Brady,,,,,,10,"2,514","2,481","2,414","2,338",397,352,375,228,243,169,"1,653",578,185,168,All
Ryan N Boyer,,,,,,,1,"2,511","2,364","2,284",421,388,375,270,219,205,"1,613",577,185,174,All
Jennifer Lentz,,,,,,,,1,"2,419","2,296",459,452,474,312,279,240,"1,635",593,190,175,All
Angel Cruz,,,,,,,,,1,"2,351",335,317,329,274,265,219,"1,586",558,161,160,All
Ted Kirsch,,,,,,,,,,2,234,219,228,198,197,173,"1,508",491,152,141,All
H Douglass Brown,,,,,,,,,,,54,"1,575","1,298","1,091","1,011",932,733,626,421,478,All
Peter Cutty,,,,,,,,,,,,12,"1,166","1,011",920,883,592,496,287,327,All
Amanda Mcillmurray,,,,,,,,,,,,,1,"1,100","1,012",920,569,482,143,217,All
Kat Richter,,,,,,,,,,,,,,2,954,918,452,402,116,189,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,846,447,358,98,172,All
Jacob Adeniran,,,,,,,,,,,,,,,,0,379,328,91,163,All
Katie Mcginty,,,,,,,,,,,,,,,,,350,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,223,0,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,128,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,,118,All
Total,"5,185","3,892","3,152","3,039","2,980","2,967","2,929","2,922","2,787","2,631","2,481","1,865","1,523","1,260","1,167","1,049","3,328","1,784","1,237","1,070",All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Thaddeus Kirkland,Blake Rutherford,Ryan N Boyer,Anne Wakabayashi,Jennifer Lentz,Maria Quinones Sanchez,Cathy Brady,Ted Kirsch,Angel Cruz,H Douglass Brown,Leanne Krueger Braneky,Amanda Mcillmurray,Kat Richter,Peter Cutty,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,1
Thaddeus Kirkland,3,42,38,40,37,36,34,33,32,10,33,6,3,5,2,3,25,7,11,9,1
Blake Rutherford,,1,36,37,35,31,31,32,31,8,31,5,4,4,3,3,24,6,5,5,1
