col_1,col_2,division
,State Treasurer - Republican,All
,Otto Voit,All
Otto Voit,295,All
Total,295,All
,State Treasurer - Republican,1
,Otto Voit,1
Otto Voit,8,1
Total,8,1
,State Treasurer - Republican,2
,Otto Voit,2
Otto Voit,18,2
Total,18,2
,State Treasurer - Republican,3
,Otto Voit,3
Otto Voit,14,3
Total,14,3
,State Treasurer - Republican,4
,Otto Voit,4
Otto Voit,39,4
Total,39,4
,State Treasurer - Republican,5
,Otto Voit,5
Otto Voit,8,5
Total,8,5
,State Treasurer - Republican,6
,Otto Voit,6
Otto Voit,5,6
Total,5,6
,State Treasurer - Republican,7
,Otto Voit,7
Otto Voit,1,7
Total,1,7
,State Treasurer - Republican,8
,Otto Voit,8
Otto Voit,13,8
Total,13,8
,State Treasurer - Republican,9
,Otto Voit,9
Otto Voit,12,9
Total,12,9
,State Treasurer - Republican,10
,Otto Voit,10
Otto Voit,12,10
Total,12,10
,State Treasurer - Republican,11
,Otto Voit,11
Otto Voit,19,11
Total,19,11
,State Treasurer - Republican,12
,Otto Voit,12
Otto Voit,8,12
Total,8,12
,State Treasurer - Republican,13
,Otto Voit,13
Otto Voit,11,13
Total,11,13
,State Treasurer - Republican,14
,Otto Voit,14
Otto Voit,11,14
Total,11,14
,State Treasurer - Republican,15
,Otto Voit,15
Otto Voit,19,15
Total,19,15
,State Treasurer - Republican,16
,Otto Voit,16
Otto Voit,7,16
Total,7,16
,State Treasurer - Republican,17
,Otto Voit,17
Otto Voit,19,17
Total,19,17
,State Treasurer - Republican,18
,Otto Voit,18
Otto Voit,29,18
Total,29,18
,State Treasurer - Republican,19
,Otto Voit,19
Otto Voit,15,19
Total,15,19
,State Treasurer - Republican,20
,Otto Voit,20
Otto Voit,11,20
Total,11,20
,State Treasurer - Republican,21
,Otto Voit,21
Otto Voit,16,21
Total,16,21
