col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,All
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,Jeb Bush,Gilbert Cox,Michael J Mcmonagle,Tom Ellis,Lauren E Casper,Shannon Oscar,Alan Apt,Pam Levy,All
Donald J Trump,425,0,0,0,0,0,421,307,420,384,216,150,150,All
Ted Cruz,,102,0,0,0,0,75,113,41,45,97,64,53,All
John R Kasich,,,117,0,0,0,61,107,59,57,73,56,62,All
Marco Rubio,,,,13,0,0,6,2,0,1,5,8,3,All
Ben Carson,,,,,5,0,2,3,2,3,0,2,4,All
Jeb Bush,,,,,,2,1,1,2,4,3,1,1,All
Gilbert Cox,,,,,,,0,89,302,289,140,129,45,All
Michael J Mcmonagle,,,,,,,,2,162,123,90,51,103,All
Tom Ellis,,,,,,,,,1,294,52,46,75,All
Lauren E Casper,,,,,,,,,,0,97,31,65,All
Shannon Oscar,,,,,,,,,,,0,149,108,All
Alan Apt,,,,,,,,,,,,0,60,All
Pam Levy,,,,,,,,,,,,,0,All
Total,"1,305",344,334,24,13,7,571,537,529,500,400,287,276,All
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,1
,Donald J Trump,John R Kasich,Ted Cruz,Ben Carson,Jeb Bush,Marco Rubio,Michael J Mcmonagle,Lauren E Casper,Tom Ellis,Gilbert Cox,Shannon Oscar,Alan Apt,Pam Levy,1
Donald J Trump,20,0,0,0,0,0,24,24,23,18,16,12,9,1
John R Kasich,,3,0,0,0,0,7,6,5,5,6,5,4,1
Ted Cruz,,,5,0,0,0,5,2,2,5,5,5,0,1
Ben Carson,,,,0,0,0,0,0,0,0,0,0,0,1
Jeb Bush,,,,,0,0,0,0,0,0,0,0,0,1
Marco Rubio,,,,,,0,0,0,0,0,0,0,0,1
Michael J Mcmonagle,,,,,,,0,13,8,5,8,3,5,1
Lauren E Casper,,,,,,,,0,16,11,9,2,7,1
Tom Ellis,,,,,,,,,0,16,3,8,4,1
Gilbert Cox,,,,,,,,,,0,8,12,2,1
Shannon Oscar,,,,,,,,,,,0,11,5,1
Alan Apt,,,,,,,,,,,,0,3,1
Pam Levy,,,,,,,,,,,,,0,1
Total,73,20,17,0,0,0,36,33,31,29,27,22,13,1
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,2
,Donald J Trump,Ted Cruz,John R Kasich,Jeb Bush,Marco Rubio,Ben Carson,Gilbert Cox,Lauren E Casper,Michael J Mcmonagle,Tom Ellis,Shannon Oscar,Pam Levy,Alan Apt,2
