col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mark B Cohen,Mike Stack,Elaine Tomlin,Charles Quann,Louis Farinella,Linda A Fields,Henry Albert,W Gerard Oleksiak,Melissa Robbins,Bev Hahn,Jared Solomon,Mark B Cohen,All
Allyson Y Schwartz,13,542,227,504,238,460,457,428,416,158,140,354,138,114,575,377,All
Betsy May Kilkenny,,3,170,473,161,389,410,388,388,104,93,340,91,73,361,237,All
Michael J Rahming,,,5,153,358,120,126,113,99,318,328,70,308,286,299,276,All
Val Arkoosh,,,,3,119,366,370,371,368,71,66,326,54,53,328,224,All
Mark B Cohen,,,,,3,152,145,122,120,324,340,80,318,291,240,305,All
Mike Stack,,,,,,1,393,368,363,103,85,342,99,82,295,199,All
Elaine Tomlin,,,,,,,2,393,385,98,89,333,86,71,284,196,All
Charles Quann,,,,,,,,2,379,80,73,337,67,55,276,175,All
Louis Farinella,,,,,,,,,6,64,62,332,58,42,263,171,All
Linda A Fields,,,,,,,,,,0,320,51,315,305,203,184,All
Henry Albert,,,,,,,,,,,0,42,310,289,190,191,All
W Gerard Oleksiak,,,,,,,,,,,,0,44,40,227,150,All
Melissa Robbins,,,,,,,,,,,,,0,309,191,178,All
Bev Hahn,,,,,,,,,,,,,,0,172,162,All
Jared Solomon,,,,,,,,,,,,,,,112,0,All
Mark B Cohen,,,,,,,,,,,,,,,,107,All
Total,981,619,593,568,561,506,493,461,450,396,391,386,377,343,949,791,All
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Mark B Cohen,Jared Solomon,Allyson Y Schwartz,Mark B Cohen,Michael J Rahming,Melissa Robbins,Linda A Fields,Betsy May Kilkenny,Henry Albert,Val Arkoosh,Mike Stack,Bev Hahn,Louis Farinella,Charles Quann,Elaine Tomlin,W Gerard Oleksiak,1
Mark B Cohen,18,0,43,52,48,34,32,25,34,28,30,28,25,22,22,19,1
Jared Solomon,,5,42,24,26,22,23,27,20,25,21,21,18,20,18,20,1
Allyson Y Schwartz,,,2,20,25,16,14,49,16,47,45,13,38,35,36,33,1
Mark B Cohen,,,,1,47,48,49,12,49,10,19,43,9,8,8,7,1
Michael J Rahming,,,,,0,48,44,19,46,18,15,44,9,10,9,9,1
Melissa Robbins,,,,,,0,48,13,47,9,13,48,8,10,9,9,1
Linda A Fields,,,,,,,0,10,47,5,12,47,6,6,9,6,1
Betsy May Kilkenny,,,,,,,,1,11,41,36,10,35,36,33,35,1
Henry Albert,,,,,,,,,0,6,14,42,6,6,6,9,1
Val Arkoosh,,,,,,,,,,0,34,7,35,34,31,30,1
Mike Stack,,,,,,,,,,,0,11,34,34,33,34,1
Bev Hahn,,,,,,,,,,,,0,5,6,8,6,1
Louis Farinella,,,,,,,,,,,,,1,38,35,33,1
