col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 197th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Leslie Acosta,Thaddeus Kirkland,Blake Rutherford,Angel Cruz,Maria Quinones Sanchez,H Douglass Brown,Anne Wakabayashi,Ryan N Boyer,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Ted Kirsch,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,All
Leslie Acosta,903,850,622,487,456,383,401,385,374,366,359,337,305,208,170,169,171,All
Thaddeus Kirkland,,33,561,364,381,142,391,372,363,364,351,331,150,73,60,45,53,All
Blake Rutherford,,,9,342,339,130,353,357,348,335,336,313,125,56,49,36,39,All
Angel Cruz,,,,15,385,59,339,345,348,335,330,334,66,57,58,41,48,All
Maria Quinones Sanchez,,,,,25,63,344,330,335,340,332,324,69,61,54,44,47,All
H Douglass Brown,,,,,,15,62,69,61,52,53,33,277,203,164,174,159,All
Anne Wakabayashi,,,,,,,2,363,348,355,335,315,59,55,44,36,34,All
Ryan N Boyer,,,,,,,,3,348,333,343,315,70,60,54,42,42,All
Jennifer Lentz,,,,,,,,,1,331,332,318,72,65,52,36,45,All
Leanne Krueger Braneky,,,,,,,,,,0,325,317,55,45,44,31,32,All
Cathy Brady,,,,,,,,,,,0,309,51,44,41,23,26,All
Ted Kirsch,,,,,,,,,,,,1,39,31,36,28,24,All
Peter Cutty,,,,,,,,,,,,,2,192,165,167,158,All
Amanda Mcillmurray,,,,,,,,,,,,,,1,173,175,172,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,2,156,160,All
Kat Richter,,,,,,,,,,,,,,,,1,160,All
Jacob Adeniran,,,,,,,,,,,,,,,,,1,All
Total,"2,301",929,673,545,530,446,439,421,410,399,393,373,350,245,205,201,198,All
