col_1,col_2,col_3,col_4,division
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,All
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,All
Eugene A Depasquale,81,777,665,All
John Sabatina,,325,0,All
Kevin J Boyle,,,233,All
Total,"1,523","1,102",898,All
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,3
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,3
Eugene A Depasquale,5,48,43,3
John Sabatina,,20,0,3
Kevin J Boyle,,,10,3
Total,96,68,53,3
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,4
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,4
Eugene A Depasquale,4,41,42,4
John Sabatina,,15,0,4
Kevin J Boyle,,,12,4
Total,87,56,54,4
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,5
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,5
Eugene A Depasquale,6,39,29,5
John Sabatina,,12,0,5
Kevin J Boyle,,,14,5
Total,74,51,43,5
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,6
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,6
Eugene A Depasquale,4,24,19,6
John Sabatina,,10,0,6
Kevin J Boyle,,,14,6
Total,47,34,33,6
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,7
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,7
Eugene A Depasquale,3,37,29,7
John Sabatina,,11,0,7
Kevin J Boyle,,,8,7
Total,69,48,37,7
,Senator In The General Assembly 5th District - Democrat,,Auditor General - Democrat,8
,John Sabatina,Kevin J Boyle,Eugene A Depasquale,8
John Sabatina,26,0,47,8
Kevin J Boyle,,13,16,8
Eugene A Depasquale,,,3,8
Total,73,29,66,8
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,9
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,9
Eugene A Depasquale,11,57,53,9
John Sabatina,,20,0,9
Kevin J Boyle,,,18,9
Total,121,77,71,9
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,10
,Eugene A Depasquale,Kevin J Boyle,John Sabatina,10
Eugene A Depasquale,5,33,27,10
Kevin J Boyle,,10,0,10
John Sabatina,,,13,10
Total,65,43,40,10
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,11
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,11
Eugene A Depasquale,6,36,35,11
John Sabatina,,11,0,11
Kevin J Boyle,,,6,11
Total,77,47,41,11
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,12
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,12
Eugene A Depasquale,7,48,34,12
John Sabatina,,7,0,12
Kevin J Boyle,,,14,12
Total,89,55,48,12
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,13
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,13
Eugene A Depasquale,7,44,35,13
John Sabatina,,12,0,13
Kevin J Boyle,,,14,13
Total,86,56,49,13
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,14
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,14
Eugene A Depasquale,0,24,24,14
John Sabatina,,12,0,14
Kevin J Boyle,,,6,14
Total,48,36,30,14
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,15
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,15
Eugene A Depasquale,1,33,27,15
John Sabatina,,16,0,15
Kevin J Boyle,,,8,15
Total,61,49,35,15
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,16
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,16
Eugene A Depasquale,6,30,24,16
John Sabatina,,13,0,16
Kevin J Boyle,,,9,16
Total,60,43,33,16
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,17
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,17
Eugene A Depasquale,3,46,47,17
John Sabatina,,22,0,17
Kevin J Boyle,,,15,17
Total,96,68,62,17
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,18
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,18
Eugene A Depasquale,2,41,44,18
John Sabatina,,19,0,18
Kevin J Boyle,,,8,18
Total,87,60,52,18
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,19
,Eugene A Depasquale,Kevin J Boyle,John Sabatina,19
Eugene A Depasquale,0,38,28,19
Kevin J Boyle,,12,0,19
John Sabatina,,,20,19
Total,66,50,48,19
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,20
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,20
Eugene A Depasquale,3,37,35,20
John Sabatina,,18,0,20
Kevin J Boyle,,,10,20
Total,75,55,45,20
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,21
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,21
Eugene A Depasquale,2,59,32,21
John Sabatina,,20,0,21
Kevin J Boyle,,,15,21
Total,93,79,47,21
,Auditor General - Democrat,Senator In The General Assembly 5th District - Democrat,,22
,Eugene A Depasquale,John Sabatina,Kevin J Boyle,22
Eugene A Depasquale,3,31,26,22
John Sabatina,,28,0,22
Kevin J Boyle,,,17,22
Total,60,59,43,22
