col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Attorney General - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,All
Josh Shapiro,748,0,0,"2,765","1,870",860,654,709,187,All
Stephen A Zappala Jr,,499,0,"1,654","1,246",593,602,378,75,All
John Morganelli,,,112,294,777,196,113,107,41,All
Vanessa L Brown,,,,691,0,0,0,0,0,All
Wanda Logan,,,,,315,0,0,0,0,All
Ray Bailey,,,,,,130,0,0,0,All
Darryl Thomas,,,,,,,311,0,0,All
Movita Johnson Harrell,,,,,,,,202,0,All
Ted Smith,,,,,,,,,34,All
Total,"7,793","5,047","1,640","5,404","4,208","1,779","1,680","1,396",337,All
