col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,United States Senator - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,All
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,All
Katie Mcginty,677,0,0,0,"2,711","1,998","1,017",460,All
Joe Sestak,,603,0,0,"2,120","1,562",557,411,All
John Fetterman,,,353,0,718,976,307,437,All
Joseph J Vodvarka,,,,73,66,265,57,370,All
Brian Sims,,,,,141,0,0,0,All
Ben Waxman,,,,,,236,0,0,All
Marni Snyder,,,,,,,49,0,All
Lou Lanni,,,,,,,,106,All
Total,"6,863","5,253","2,791",831,"5,756","5,037","1,987","1,784",All
