col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 2nd District - Democrat,,,,United States Senator - Democrat,,,,All
,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Dwight Evans,"6,402",0,0,0,"36,785","18,816","5,696","2,244",All
Chaka Fattah,,"8,927",0,0,"20,629","10,683","11,413","7,677",All
Brian Anthony Gordon,,,"1,462",0,"3,731","2,788","4,935","5,400",All
Dan Muroff,,,,299,"5,798","4,550","2,585",196,All
Katie Mcginty,,,,,"2,988",0,0,0,All
Joe Sestak,,,,,,"1,586",0,0,All
John Fetterman,,,,,,,"1,412",0,All
Joseph J Vodvarka,,,,,,,,869,All
Total,"69,943","59,329","18,316","13,428","69,931","38,423","26,041","16,386",All
