col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,All
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Jared Solomon,246,0,903,485,232,All
Mark B Cohen,,214,714,545,155,All
Josh Shapiro,,,41,0,0,All
Stephen A Zappala Jr,,,,27,0,All
John Morganelli,,,,,10,All
Total,"1,866","1,628","1,658","1,057",397,All
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,2
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,2
Jared Solomon,12,0,55,37,10,2
Mark B Cohen,,21,41,27,4,2
Josh Shapiro,,,2,0,0,2
Stephen A Zappala Jr,,,,1,0,2
John Morganelli,,,,,0,2
Total,114,93,98,65,14,2
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,3
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,3
Jared Solomon,12,0,57,29,18,3
Mark B Cohen,,8,31,23,3,3
Josh Shapiro,,,3,0,0,3
Stephen A Zappala Jr,,,,1,0,3
John Morganelli,,,,,0,3
Total,116,65,91,53,21,3
,Attorney General - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,4
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Mark B Cohen,Jared Solomon,4
Josh Shapiro,2,0,0,57,49,4
Stephen A Zappala Jr,,2,0,28,21,4
John Morganelli,,,1,7,13,4
Mark B Cohen,,,,4,0,4
Jared Solomon,,,,,11,4
Total,108,51,21,96,94,4
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,5
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,5
Jared Solomon,17,0,64,20,11,5
Mark B Cohen,,8,43,23,8,5
Josh Shapiro,,,1,0,0,5
Stephen A Zappala Jr,,,,3,0,5
John Morganelli,,,,,1,5
Total,112,82,108,46,20,5
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,6
,Mark B Cohen,Jared Solomon,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,6
Mark B Cohen,25,0,31,31,10,6
Jared Solomon,,9,39,20,11,6
Josh Shapiro,,,2,0,0,6
Stephen A Zappala Jr,,,,2,0,6
John Morganelli,,,,,0,6
Total,97,79,72,53,21,6
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,7
,Mark B Cohen,Jared Solomon,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,7
Mark B Cohen,12,0,35,31,9,7
Jared Solomon,,10,39,19,3,7
Josh Shapiro,,,2,0,0,7
Stephen A Zappala Jr,,,,0,0,7
John Morganelli,,,,,0,7
Total,87,71,76,50,12,7
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,8
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,8
Jared Solomon,13,0,35,15,6,8
Mark B Cohen,,6,17,11,6,8
Josh Shapiro,,,1,0,0,8
Stephen A Zappala Jr,,,,1,0,8
John Morganelli,,,,,0,8
Total,69,40,53,27,12,8
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,9
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,9
Jared Solomon,15,0,33,20,5,9
Mark B Cohen,,7,24,24,7,9
Josh Shapiro,,,1,0,0,9
Stephen A Zappala Jr,,,,1,0,9
John Morganelli,,,,,1,9
Total,73,62,58,45,13,9
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,10
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,10
Jared Solomon,17,0,28,14,6,10
Mark B Cohen,,4,22,18,2,10
Josh Shapiro,,,1,0,0,10
Stephen A Zappala Jr,,,,0,0,10
John Morganelli,,,,,0,10
Total,65,46,51,32,8,10
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,11
,Mark B Cohen,Jared Solomon,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,11
Mark B Cohen,5,0,34,28,6,11
Jared Solomon,,9,27,21,11,11
Josh Shapiro,,,2,0,0,11
Stephen A Zappala Jr,,,,1,0,11
John Morganelli,,,,,0,11
Total,73,68,63,50,17,11
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,12
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,12
Jared Solomon,10,0,44,32,12,12
Mark B Cohen,,6,42,36,6,12
Josh Shapiro,,,1,0,0,12
Stephen A Zappala Jr,,,,1,0,12
John Morganelli,,,,,0,12
Total,98,90,87,69,18,12
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,13
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,13
Jared Solomon,13,0,49,17,17,13
Mark B Cohen,,8,30,33,9,13
Josh Shapiro,,,3,0,0,13
Stephen A Zappala Jr,,,,3,0,13
John Morganelli,,,,,0,13
Total,96,80,82,53,26,13
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,14
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,14
Jared Solomon,13,0,33,29,5,14
Mark B Cohen,,6,21,19,5,14
Josh Shapiro,,,3,0,0,14
Stephen A Zappala Jr,,,,0,0,14
John Morganelli,,,,,1,14
Total,80,51,57,48,11,14
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,15
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,15
Jared Solomon,10,0,45,33,13,15
Mark B Cohen,,16,26,28,9,15
Josh Shapiro,,,2,0,0,15
Stephen A Zappala Jr,,,,1,0,15
John Morganelli,,,,,0,15
Total,101,79,73,62,22,15
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,16
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,16
Jared Solomon,13,0,31,21,17,16
Mark B Cohen,,15,31,24,5,16
Josh Shapiro,,,0,0,0,16
Stephen A Zappala Jr,,,,1,0,16
John Morganelli,,,,,1,16
Total,82,75,62,46,23,16
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,17
,Mark B Cohen,Jared Solomon,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,17
Mark B Cohen,8,0,32,32,8,17
Jared Solomon,,5,30,11,13,17
Josh Shapiro,,,1,0,0,17
Stephen A Zappala Jr,,,,0,0,17
John Morganelli,,,,,1,17
Total,80,59,63,43,22,17
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,18
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,18
Jared Solomon,10,0,48,21,13,18
Mark B Cohen,,9,38,22,5,18
Josh Shapiro,,,3,0,0,18
Stephen A Zappala Jr,,,,1,0,18
John Morganelli,,,,,2,18
Total,92,74,89,44,20,18
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,19
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,19
Jared Solomon,10,0,51,29,13,19
Mark B Cohen,,6,30,23,10,19
Josh Shapiro,,,1,0,0,19
Stephen A Zappala Jr,,,,0,0,19
John Morganelli,,,,,0,19
Total,103,69,82,52,23,19
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,20
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,20
Jared Solomon,13,0,39,23,12,20
Mark B Cohen,,9,26,27,9,20
Josh Shapiro,,,3,0,0,20
Stephen A Zappala Jr,,,,3,0,20
John Morganelli,,,,,1,20
Total,87,71,68,53,22,20
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,21
,Mark B Cohen,Jared Solomon,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,21
Mark B Cohen,14,0,39,20,12,21
Jared Solomon,,5,38,13,9,21
Josh Shapiro,,,3,0,0,21
Stephen A Zappala Jr,,,,4,0,21
John Morganelli,,,,,1,21
Total,85,65,80,37,22,21
,Attorney General - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,22
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Jared Solomon,Mark B Cohen,22
Josh Shapiro,4,0,0,46,41,22
Stephen A Zappala Jr,,0,0,24,18,22
John Morganelli,,,0,10,13,22
Jared Solomon,,,,10,0,22
Mark B Cohen,,,,,14,22
Total,91,42,23,90,86,22
,Representative In The General Assembly 202nd District - Democrat,,Attorney General - Democrat,,,23
,Jared Solomon,Mark B Cohen,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,23
Jared Solomon,9,0,23,16,4,23
Mark B Cohen,,3,23,19,2,23
Josh Shapiro,,,0,0,0,23
Stephen A Zappala Jr,,,,1,0,23
John Morganelli,,,,,0,23
Total,52,47,46,36,6,23
