col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Elaine Tomlin,Mike Stack,Mark B Cohen,Charles Quann,Louis Farinella,W Gerard Oleksiak,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,All
Allyson Y Schwartz,832,"1,656","1,587",662,"1,315","1,262",588,"1,244","1,218","1,060",355,372,334,267,All
Betsy May Kilkenny,,138,"1,509",513,"1,213","1,112",404,"1,158","1,139","1,014",232,241,214,159,All
Val Arkoosh,,,102,482,"1,137","1,076",334,"1,130","1,110",997,193,192,155,135,All
Michael J Rahming,,,,374,352,286,916,327,289,197,809,759,725,671,All
Elaine Tomlin,,,,,18,"1,119",378,"1,166","1,143","1,009",224,235,203,159,All
Mike Stack,,,,,,15,341,"1,059","1,049","1,011",189,218,198,157,All
Mark B Cohen,,,,,,,120,334,315,212,851,788,751,679,All
Charles Quann,,,,,,,,11,"1,122",997,203,204,179,129,All
Louis Farinella,,,,,,,,,53,984,171,163,140,104,All
W Gerard Oleksiak,,,,,,,,,,7,113,126,106,97,All
Henry Albert,,,,,,,,,,,8,757,718,669,All
Linda A Fields,,,,,,,,,,,,18,727,694,All
Melissa Robbins,,,,,,,,,,,,,9,692,All
Bev Hahn,,,,,,,,,,,,,,5,All
Total,"2,916","1,893","1,772","1,674","1,428","1,370","1,364","1,357","1,353","1,146",966,955,883,783,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Allyson Y Schwartz,Mark B Cohen,Michael J Rahming,Melissa Robbins,Linda A Fields,Betsy May Kilkenny,Henry Albert,Val Arkoosh,Mike Stack,Bev Hahn,Louis Farinella,Charles Quann,Elaine Tomlin,W Gerard Oleksiak,1
Allyson Y Schwartz,24,20,25,16,14,49,16,47,45,13,38,35,36,33,1
Mark B Cohen,,13,47,48,49,12,49,10,19,43,9,8,8,7,1
Michael J Rahming,,,11,48,44,19,46,18,15,44,9,10,9,9,1
Melissa Robbins,,,,0,48,13,47,9,13,48,8,10,9,9,1
Linda A Fields,,,,,2,10,47,5,12,47,6,6,9,6,1
Betsy May Kilkenny,,,,,,3,11,41,36,10,35,36,33,35,1
Henry Albert,,,,,,,0,6,14,42,6,6,6,9,1
Val Arkoosh,,,,,,,,5,34,7,35,34,31,30,1
Mike Stack,,,,,,,,,1,11,34,34,33,34,1
Bev Hahn,,,,,,,,,,0,5,6,8,6,1
Louis Farinella,,,,,,,,,,,1,38,35,33,1
Charles Quann,,,,,,,,,,,,2,34,34,1
Elaine Tomlin,,,,,,,,,,,,,0,32,1
W Gerard Oleksiak,,,,,,,,,,,,,,0,1
Total,89,78,76,58,56,55,55,55,52,51,44,43,41,41,1
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,2
,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Elaine Tomlin,Val Arkoosh,Mike Stack,Linda A Fields,Melissa Robbins,Henry Albert,Louis Farinella,Bev Hahn,Charles Quann,W Gerard Oleksiak,2
Allyson Y Schwartz,33,29,30,44,44,41,44,25,22,20,34,17,35,28,2
Michael J Rahming,,10,43,18,20,14,17,39,37,37,12,33,13,8,2
