col_1,col_2,col_3,division
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,All
,Robert A Brady,Joe Torsella,All
Robert A Brady,409,"2,641",All
Joe Torsella,,97,All
Total,"3,050","2,738",All
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,1
,Robert A Brady,Joe Torsella,1
Robert A Brady,11,99,1
Joe Torsella,,2,1
Total,110,101,1
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,2
,Robert A Brady,Joe Torsella,2
Robert A Brady,18,132,2
Joe Torsella,,7,2
Total,150,139,2
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,3
,Robert A Brady,Joe Torsella,3
Robert A Brady,12,106,3
Joe Torsella,,0,3
Total,118,106,3
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,4
,Robert A Brady,Joe Torsella,4
Robert A Brady,24,118,4
Joe Torsella,,2,4
Total,142,120,4
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,5
,Robert A Brady,Joe Torsella,5
Robert A Brady,17,113,5
Joe Torsella,,2,5
Total,130,115,5
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,6
,Robert A Brady,Joe Torsella,6
Robert A Brady,13,96,6
Joe Torsella,,4,6
Total,109,100,6
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,7
,Robert A Brady,Joe Torsella,7
Robert A Brady,30,144,7
Joe Torsella,,5,7
Total,174,149,7
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,8
,Robert A Brady,Joe Torsella,8
Robert A Brady,13,89,8
Joe Torsella,,3,8
Total,102,92,8
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,9
,Robert A Brady,Joe Torsella,9
Robert A Brady,8,79,9
Joe Torsella,,3,9
Total,87,82,9
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,10
,Robert A Brady,Joe Torsella,10
Robert A Brady,14,79,10
Joe Torsella,,5,10
Total,93,84,10
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,11
,Robert A Brady,Joe Torsella,11
Robert A Brady,10,100,11
Joe Torsella,,5,11
Total,110,105,11
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,12
,Robert A Brady,Joe Torsella,12
Robert A Brady,15,66,12
Joe Torsella,,6,12
Total,81,72,12
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,13
,Robert A Brady,Joe Torsella,13
Robert A Brady,13,72,13
Joe Torsella,,4,13
Total,85,76,13
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,14
,Robert A Brady,Joe Torsella,14
Robert A Brady,8,92,14
Joe Torsella,,5,14
Total,100,97,14
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,15
,Robert A Brady,Joe Torsella,15
Robert A Brady,13,75,15
Joe Torsella,,2,15
Total,88,77,15
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,16
,Robert A Brady,Joe Torsella,16
Robert A Brady,18,93,16
Joe Torsella,,2,16
Total,111,95,16
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,17
,Robert A Brady,Joe Torsella,17
Robert A Brady,12,82,17
Joe Torsella,,5,17
Total,94,87,17
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,18
,Robert A Brady,Joe Torsella,18
Robert A Brady,9,76,18
Joe Torsella,,6,18
Total,85,82,18
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,19
,Robert A Brady,Joe Torsella,19
Robert A Brady,9,68,19
Joe Torsella,,3,19
Total,77,71,19
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,20
,Robert A Brady,Joe Torsella,20
Robert A Brady,15,98,20
Joe Torsella,,6,20
Total,113,104,20
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,21
,Robert A Brady,Joe Torsella,21
Robert A Brady,20,99,21
Joe Torsella,,4,21
Total,119,103,21
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,22
,Robert A Brady,Joe Torsella,22
Robert A Brady,13,86,22
Joe Torsella,,1,22
Total,99,87,22
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,23
,Robert A Brady,Joe Torsella,23
Robert A Brady,16,70,23
Joe Torsella,,2,23
Total,86,72,23
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,25
,Robert A Brady,Joe Torsella,25
Robert A Brady,14,110,25
Joe Torsella,,1,25
Total,124,111,25
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,26
,Robert A Brady,Joe Torsella,26
Robert A Brady,14,126,26
Joe Torsella,,4,26
Total,140,130,26
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,27
,Robert A Brady,Joe Torsella,27
Robert A Brady,16,84,27
Joe Torsella,,4,27
Total,100,88,27
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,28
,Robert A Brady,Joe Torsella,28
Robert A Brady,17,97,28
Joe Torsella,,2,28
Total,114,99,28
,Representative In Congress 1st District - Democrat,State Treasurer - Democrat,29
,Robert A Brady,Joe Torsella,29
Robert A Brady,17,92,29
Joe Torsella,,2,29
Total,109,94,29
