col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Angel Cruz,Thaddeus Kirkland,Maria Quinones Sanchez,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Leanne Krueger Braneky,Jennifer Lentz,Peter Cutty,Ryan N Boyer,Cathy Brady,Ted Kirsch,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Stephen A Zappala Jr,262,0,0,624,406,293,297,206,223,215,211,153,191,185,178,112,95,90,77,All
Josh Shapiro,,109,0,136,238,237,142,167,116,107,101,127,87,90,79,106,86,83,71,All
John Morganelli,,,34,35,127,38,67,71,30,23,25,58,21,21,17,27,21,21,14,All
Angel Cruz,,,,94,384,410,319,86,330,317,332,85,291,289,285,86,59,69,46,All
Thaddeus Kirkland,,,,,19,384,484,141,383,359,331,141,314,305,286,77,38,49,28,All
Maria Quinones Sanchez,,,,,,72,300,75,331,323,310,75,281,288,283,80,55,65,47,All
Blake Rutherford,,,,,,,9,121,315,291,311,124,298,287,261,56,32,32,22,All
H Douglass Brown,,,,,,,,10,65,56,71,282,47,50,38,216,187,175,162,All
Anne Wakabayashi,,,,,,,,,2,343,317,58,303,288,264,59,33,34,18,All
Leanne Krueger Braneky,,,,,,,,,,2,298,61,283,283,258,66,35,39,27,All
Jennifer Lentz,,,,,,,,,,,0,77,297,298,269,84,44,45,34,All
Peter Cutty,,,,,,,,,,,,2,43,51,33,197,171,162,150,All
Ryan N Boyer,,,,,,,,,,,,,0,275,253,49,22,27,16,All
Cathy Brady,,,,,,,,,,,,,,2,263,59,25,32,17,All
Ted Kirsch,,,,,,,,,,,,,,,2,40,29,34,26,All
Amanda Mcillmurray,,,,,,,,,,,,,,,,1,201,186,168,All
Kat Richter,,,,,,,,,,,,,,,,,1,179,166,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,1,155,All
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,All
Total,"1,323",637,227,976,866,717,583,484,428,403,395,369,349,347,323,277,228,221,188,All
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Angel Cruz,Thaddeus Kirkland,Maria Quinones Sanchez,Blake Rutherford,H Douglass Brown,Peter Cutty,Cathy Brady,Jennifer Lentz,Ted Kirsch,Anne Wakabayashi,Ryan N Boyer,Leanne Krueger Braneky,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,1
Stephen A Zappala Jr,17,0,0,48,13,9,8,11,5,4,4,2,3,3,2,2,2,2,1,1
Josh Shapiro,,3,0,8,7,8,5,1,3,3,3,4,3,3,1,1,1,0,0,1
John Morganelli,,,3,2,8,2,4,2,4,0,0,1,0,0,1,0,0,0,0,1
Angel Cruz,,,,11,8,14,6,1,2,4,6,6,5,4,3,1,2,1,1,1
Thaddeus Kirkland,,,,,0,8,15,6,7,6,7,7,6,6,4,2,2,1,1,1
Maria Quinones Sanchez,,,,,,5,6,1,2,4,6,6,5,4,3,1,2,1,1,1
Blake Rutherford,,,,,,,1,6,7,4,6,4,5,5,3,1,1,1,1,1
H Douglass Brown,,,,,,,,0,6,2,2,1,2,1,1,2,1,1,0,1
Peter Cutty,,,,,,,,,1,1,2,0,1,2,1,1,1,1,1,1
Cathy Brady,,,,,,,,,,0,5,5,5,4,3,2,1,0,0,1
Jennifer Lentz,,,,,,,,,,,0,5,6,5,3,2,2,1,1,1
Ted Kirsch,,,,,,,,,,,,0,5,4,3,1,1,0,0,1
Anne Wakabayashi,,,,,,,,,,,,,0,4,3,2,1,0,0,1
Ryan N Boyer,,,,,,,,,,,,,,0,3,1,1,1,1,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,1,1,0,0,0,1
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,2,1,0,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,2,1,1
Kat Richter,,,,,,,,,,,,,,,,,,0,1,1
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,1
Total,89,21,12,70,29,25,19,14,13,7,7,7,6,6,5,3,3,2,1,1
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Thaddeus Kirkland,Angel Cruz,H Douglass Brown,Peter Cutty,Blake Rutherford,Maria Quinones Sanchez,Amanda Mcillmurray,Jennifer Lentz,Anne Wakabayashi,Cathy Brady,Jacob Adeniran,Kat Richter,Leanne Krueger Braneky,Ryan N Boyer,Katherine Hunter Snyder,Ted Kirsch,2
Stephen A Zappala Jr,13,0,0,9,13,7,6,6,6,4,4,3,2,3,3,2,2,2,2,2
Josh Shapiro,,0,0,5,1,2,4,2,3,2,2,2,2,1,1,2,2,1,1,2
John Morganelli,,,0,3,0,5,2,2,0,1,0,0,0,0,0,0,0,0,0,2
Thaddeus Kirkland,,,,0,3,5,5,10,4,2,5,5,4,0,0,4,4,0,3,2
Angel Cruz,,,,,0,0,0,3,4,0,4,3,3,0,0,3,3,0,3,2
H Douglass Brown,,,,,,0,10,4,0,7,2,2,1,4,4,1,1,3,0,2
Peter Cutty,,,,,,,0,4,0,6,2,2,1,4,4,1,1,3,0,2
Blake Rutherford,,,,,,,,0,4,1,4,4,4,0,0,4,4,0,3,2
Maria Quinones Sanchez,,,,,,,,,1,0,3,3,3,0,0,3,3,0,3,2
Amanda Mcillmurray,,,,,,,,,,0,2,2,1,4,4,1,1,3,0,2
Jennifer Lentz,,,,,,,,,,,0,5,4,0,0,4,4,0,3,2
Anne Wakabayashi,,,,,,,,,,,,0,4,0,0,4,4,0,3,2
Cathy Brady,,,,,,,,,,,,,0,0,0,4,4,0,3,2
Jacob Adeniran,,,,,,,,,,,,,,0,4,0,0,3,0,2
Kat Richter,,,,,,,,,,,,,,,0,0,0,3,0,2
Leanne Krueger Braneky,,,,,,,,,,,,,,,,0,4,0,3,2
Ryan N Boyer,,,,,,,,,,,,,,,,,0,0,3,2
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,0,0,2
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,2
Total,40,10,6,17,14,14,12,10,10,7,6,5,4,4,4,4,4,3,3,2
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
,Stephen A Zappala Jr,John Morganelli,Josh Shapiro,Angel Cruz,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Maria Quinones Sanchez,Peter Cutty,Cathy Brady,Jacob Adeniran,Jennifer Lentz,Leanne Krueger Braneky,Ryan N Boyer,Ted Kirsch,Amanda Mcillmurray,Anne Wakabayashi,Kat Richter,Katherine Hunter Snyder,3
Stephen A Zappala Jr,12,0,0,12,2,4,2,1,2,0,0,0,0,1,1,0,0,0,0,3
John Morganelli,,1,0,1,6,4,3,2,1,0,0,0,0,0,0,0,0,0,0,3
Josh Shapiro,,,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Angel Cruz,,,,1,2,2,1,2,0,0,0,0,0,1,1,0,0,0,0,3
Thaddeus Kirkland,,,,,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,3
H Douglass Brown,,,,,,0,3,1,2,0,0,0,0,1,1,0,0,0,0,3
Blake Rutherford,,,,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,3
Maria Quinones Sanchez,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,3
Peter Cutty,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Cathy Brady,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,3
Jacob Adeniran,,,,,,,,,,,0,1,1,0,0,0,0,0,0,3
Jennifer Lentz,,,,,,,,,,,,0,1,0,0,0,0,0,0,3
Leanne Krueger Braneky,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Ryan N Boyer,,,,,,,,,,,,,,0,1,0,0,0,0,3
Ted Kirsch,,,,,,,,,,,,,,,0,0,0,0,0,3
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,0,0,0,3
Anne Wakabayashi,,,,,,,,,,,,,,,,,0,0,0,3
Kat Richter,,,,,,,,,,,,,,,,,,0,0,3
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,,0,3
Total,28,10,4,14,11,10,6,5,3,2,1,1,1,1,1,0,0,0,0,3
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Attorney General - Democrat,,,4
,Thaddeus Kirkland,Angel Cruz,Anne Wakabayashi,Leanne Krueger Braneky,Maria Quinones Sanchez,Blake Rutherford,Ryan N Boyer,Jennifer Lentz,Ted Kirsch,Cathy Brady,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,4
Thaddeus Kirkland,0,62,61,58,49,53,40,36,33,30,7,7,7,3,5,4,62,22,7,4
Angel Cruz,,7,56,50,44,43,38,35,33,29,3,4,6,3,3,2,54,16,4,4
Anne Wakabayashi,,,0,55,41,39,35,34,31,26,1,2,3,1,2,1,45,16,1,4
Leanne Krueger Braneky,,,,0,43,31,32,30,30,29,2,3,6,2,4,3,43,15,2,4
Maria Quinones Sanchez,,,,,2,28,27,24,29,27,3,4,8,4,6,5,37,14,2,4
Blake Rutherford,,,,,,0,35,32,27,26,5,4,3,2,1,2,39,15,2,4
Ryan N Boyer,,,,,,,0,31,26,28,1,2,4,1,3,2,29,8,1,4
Jennifer Lentz,,,,,,,,0,25,25,2,2,4,2,2,1,27,11,0,4
Ted Kirsch,,,,,,,,,0,27,2,3,3,2,3,3,26,7,2,4
Cathy Brady,,,,,,,,,,0,2,3,6,3,3,3,23,8,2,4
H Douglass Brown,,,,,,,,,,,0,16,12,13,11,11,11,7,4,4
Peter Cutty,,,,,,,,,,,,0,11,12,11,11,10,4,3,4
Amanda Mcillmurray,,,,,,,,,,,,,0,13,12,12,6,8,3,4
Kat Richter,,,,,,,,,,,,,,0,14,13,6,5,2,4
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,13,5,4,3,4
Jacob Adeniran,,,,,,,,,,,,,,,,0,6,2,2,4
Stephen A Zappala Jr,,,,,,,,,,,,,,,,,1,0,0,4
Josh Shapiro,,,,,,,,,,,,,,,,,,2,0,4
John Morganelli,,,,,,,,,,,,,,,,,,,1,4
Total,97,85,64,62,60,59,41,39,36,33,25,20,19,18,17,16,88,34,13,4
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,5
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Maria Quinones Sanchez,Thaddeus Kirkland,Angel Cruz,H Douglass Brown,Blake Rutherford,Peter Cutty,Anne Wakabayashi,Cathy Brady,Leanne Krueger Braneky,Amanda Mcillmurray,Ted Kirsch,Jennifer Lentz,Ryan N Boyer,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,5
Stephen A Zappala Jr,17,0,0,13,18,17,17,11,12,5,7,6,6,7,4,5,5,5,4,5
Josh Shapiro,,8,0,15,16,8,10,6,7,8,6,6,4,4,6,4,2,2,2,5
John Morganelli,,,6,1,5,2,4,1,0,1,0,0,0,0,0,1,0,0,0,5
Maria Quinones Sanchez,,,,23,14,18,9,8,8,13,10,12,6,9,9,8,3,4,3,5
Thaddeus Kirkland,,,,,1,12,7,16,4,12,9,9,2,8,7,9,1,2,1,5
Angel Cruz,,,,,,2,4,8,2,9,7,9,2,9,7,8,1,1,1,5
H Douglass Brown,,,,,,,1,7,13,5,3,5,8,4,1,4,6,7,5,5
Blake Rutherford,,,,,,,,1,4,9,7,7,2,8,5,10,1,2,1,5
Peter Cutty,,,,,,,,,1,5,3,5,8,4,3,2,6,7,5,5
Anne Wakabayashi,,,,,,,,,,0,9,11,3,8,7,9,2,3,2,5
Cathy Brady,,,,,,,,,,,0,8,2,7,6,7,0,1,0,5
Leanne Krueger Braneky,,,,,,,,,,,,0,3,9,7,7,3,3,3,5
Amanda Mcillmurray,,,,,,,,,,,,,0,2,2,2,8,8,6,5
Ted Kirsch,,,,,,,,,,,,,,0,6,8,2,2,2,5
Jennifer Lentz,,,,,,,,,,,,,,,0,5,1,1,1,5
Ryan N Boyer,,,,,,,,,,,,,,,,0,1,2,1,5
Kat Richter,,,,,,,,,,,,,,,,,0,7,6,5
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,0,5,5
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,5
Total,66,43,15,55,42,32,32,21,20,14,14,13,11,11,10,10,8,8,6,5
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,6
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Angel Cruz,Thaddeus Kirkland,Maria Quinones Sanchez,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,H Douglass Brown,Leanne Krueger Braneky,Ryan N Boyer,Peter Cutty,Cathy Brady,Amanda Mcillmurray,Ted Kirsch,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,6
Stephen A Zappala Jr,13,0,0,36,22,20,20,18,18,16,16,16,14,16,13,14,12,9,8,6
Josh Shapiro,,10,0,14,21,23,11,11,10,12,10,11,8,6,8,8,8,7,7,6
John Morganelli,,,2,4,7,4,5,6,5,5,4,2,7,2,5,1,2,4,2,6
Angel Cruz,,,,2,33,36,26,33,28,13,26,28,11,24,13,23,11,9,7,6
Thaddeus Kirkland,,,,,1,31,35,33,33,15,32,31,15,27,13,24,8,5,3,6
Maria Quinones Sanchez,,,,,,4,23,33,30,12,28,26,10,25,13,24,11,10,10,6
Blake Rutherford,,,,,,,0,30,29,13,25,28,11,24,8,20,3,3,2,6
Jennifer Lentz,,,,,,,,0,33,14,28,30,13,27,16,23,8,9,8,6
Anne Wakabayashi,,,,,,,,,0,11,31,30,9,27,10,21,5,7,3,6
H Douglass Brown,,,,,,,,,,2,9,11,26,7,21,3,16,17,13,6
Leanne Krueger Braneky,,,,,,,,,,,0,26,8,24,10,21,5,4,3,6
Ryan N Boyer,,,,,,,,,,,,0,8,25,9,21,6,6,4,6
Peter Cutty,,,,,,,,,,,,,0,6,22,2,16,16,13,6
Cathy Brady,,,,,,,,,,,,,,0,8,22,5,3,2,6
Amanda Mcillmurray,,,,,,,,,,,,,,,0,5,19,18,16,6
Ted Kirsch,,,,,,,,,,,,,,,,1,5,3,3,6
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,17,15,6
Kat Richter,,,,,,,,,,,,,,,,,,0,15,6
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,6
Total,68,48,13,61,59,55,42,42,39,38,35,35,32,30,29,28,22,20,17,6
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,7
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Angel Cruz,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,H Douglass Brown,Anne Wakabayashi,Jennifer Lentz,Peter Cutty,Ryan N Boyer,Cathy Brady,Leanne Krueger Braneky,Katherine Hunter Snyder,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Ted Kirsch,7
Stephen A Zappala Jr,9,0,0,42,16,11,7,11,6,6,9,5,3,4,5,4,6,5,3,7
Josh Shapiro,,1,0,3,6,4,6,2,3,2,0,2,3,3,1,2,0,0,1,7
John Morganelli,,,0,1,4,2,1,2,2,1,1,1,1,1,1,0,0,0,0,7
Angel Cruz,,,,8,11,9,11,2,10,10,2,8,8,7,3,2,1,1,6,7
Thaddeus Kirkland,,,,,0,16,11,6,11,9,5,7,9,8,3,2,1,1,6,7
Blake Rutherford,,,,,,1,8,6,8,8,5,7,8,7,3,2,1,1,6,7
Maria Quinones Sanchez,,,,,,,1,3,11,9,1,8,9,9,3,2,1,1,6,7
H Douglass Brown,,,,,,,,0,1,0,10,1,0,1,6,5,6,6,0,7
Anne Wakabayashi,,,,,,,,,0,10,0,8,8,8,2,1,0,0,6,7
Jennifer Lentz,,,,,,,,,,0,0,8,8,7,2,1,0,0,6,7
Peter Cutty,,,,,,,,,,,0,0,0,0,5,4,5,5,0,7
Ryan N Boyer,,,,,,,,,,,,0,7,7,1,0,0,0,6,7
Cathy Brady,,,,,,,,,,,,,0,7,2,1,0,0,6,7
Leanne Krueger Braneky,,,,,,,,,,,,,,0,2,1,0,0,5,7
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,6,6,6,0,7
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,5,5,0,7
Kat Richter,,,,,,,,,,,,,,,,,0,6,0,7
Jacob Adeniran,,,,,,,,,,,,,,,,,,0,0,7
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,7
Total,74,13,5,58,28,20,20,16,13,11,11,10,9,9,8,7,7,6,6,7
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,8
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Thaddeus Kirkland,Angel Cruz,Blake Rutherford,H Douglass Brown,Peter Cutty,Anne Wakabayashi,Maria Quinones Sanchez,Ryan N Boyer,Jennifer Lentz,Leanne Krueger Braneky,Ted Kirsch,Amanda Mcillmurray,Cathy Brady,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,8
Stephen A Zappala Jr,7,0,0,15,31,9,8,6,10,10,8,7,8,7,4,6,4,2,1,8
Josh Shapiro,,2,0,19,7,9,13,11,6,9,7,7,6,7,11,6,8,9,8,8
John Morganelli,,,0,12,3,8,3,4,4,3,3,2,2,2,1,3,1,1,2,8
Thaddeus Kirkland,,,,1,13,24,9,8,20,14,17,16,16,15,4,15,2,2,3,8
Angel Cruz,,,,,3,11,7,7,11,13,11,12,10,12,4,11,3,3,4,8
Blake Rutherford,,,,,,0,6,6,18,12,17,14,14,12,3,14,1,0,1,8
H Douglass Brown,,,,,,,0,17,4,5,4,4,5,3,14,2,12,11,10,8
Peter Cutty,,,,,,,,0,5,4,3,5,5,2,13,2,11,10,9,8
Anne Wakabayashi,,,,,,,,,1,12,16,15,16,13,3,14,1,0,1,8
Maria Quinones Sanchez,,,,,,,,,,0,11,10,12,13,4,11,4,4,5,8
Ryan N Boyer,,,,,,,,,,,0,15,13,13,3,15,1,0,1,8
Jennifer Lentz,,,,,,,,,,,,0,12,12,4,13,2,1,2,8
Leanne Krueger Braneky,,,,,,,,,,,,,0,12,4,12,2,1,1,8
Ted Kirsch,,,,,,,,,,,,,,0,1,14,1,2,3,8
