col_1,col_2,division
,United States Senator - Republican,All
,Pat Toomey,All
Pat Toomey,7,All
Total,7,All
,United States Senator - Republican,1
,Pat Toomey,1
Pat Toomey,1,1
Total,1,1
,United States Senator - Republican,14
,Pat Toomey,14
Pat Toomey,1,14
Total,1,14
,United States Senator - Republican,15
,Pat Toomey,15
Pat Toomey,1,15
Total,1,15
,United States Senator - Republican,16
,Pat Toomey,16
Pat Toomey,3,16
Total,3,16
,United States Senator - Republican,18
,Pat Toomey,18
Pat Toomey,1,18
Total,1,18
