col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Thaddeus Kirkland,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Blake Rutherford,Anne Wakabayashi,Jennifer Lentz,Maria Quinones Sanchez,Leanne Krueger Braneky,Angel Cruz,Cathy Brady,Ryan N Boyer,Ted Kirsch,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,All
H Douglass Brown,15,"1,768","1,647",329,"1,568","1,541","1,496",282,299,299,248,243,224,198,208,171,804,997,192,All
Peter Cutty,,7,"1,607",330,"1,542","1,513","1,489",287,297,309,251,243,232,194,220,186,730,933,174,All
Amanda Mcillmurray,,,3,285,"1,585","1,564","1,486",249,296,306,256,239,229,197,203,186,625,890,151,All
Thaddeus Kirkland,,,,16,247,252,199,"1,307","1,178","1,105","1,069","1,075","1,020","1,042","1,051",979,856,714,137,All
Kat Richter,,,,,0,"1,525","1,476",209,261,279,253,227,214,165,174,178,585,859,141,All
Katherine Hunter Snyder,,,,,,1,"1,447",209,269,278,255,226,223,187,183,188,569,855,141,All
Jacob Adeniran,,,,,,,0,157,216,222,209,190,190,123,138,157,529,802,135,All
Blake Rutherford,,,,,,,,2,"1,106","1,071","1,009","1,014",985,"1,003","1,041",945,730,621,86,All
Anne Wakabayashi,,,,,,,,,1,"1,122","1,074","1,089","1,021","1,039","1,040",959,610,626,75,All
Jennifer Lentz,,,,,,,,,,1,"1,016","1,032","1,013","1,025","1,004",964,583,620,65,All
Maria Quinones Sanchez,,,,,,,,,,,0,"1,038","1,013",998,930,955,559,614,66,All
Leanne Krueger Braneky,,,,,,,,,,,,1,989,"1,006",959,946,558,577,69,All
Angel Cruz,,,,,,,,,,,,,1,984,942,957,546,564,54,All
Cathy Brady,,,,,,,,,,,,,,0,960,944,545,548,58,All
Ryan N Boyer,,,,,,,,,,,,,,,0,908,525,543,68,All
Ted Kirsch,,,,,,,,,,,,,,,,0,523,511,54,All
Stephen A Zappala Jr,,,,,,,,,,,,,,,,,404,0,0,All
Josh Shapiro,,,,,,,,,,,,,,,,,,132,0,All
John Morganelli,,,,,,,,,,,,,,,,,,,57,All
Total,"2,141","1,973","1,796","1,780","1,698","1,682","1,578","1,492","1,359","1,312","1,281","1,247","1,201","1,194","1,174","1,126","2,119","1,835",373,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Attorney General - Democrat,,,1
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Jacob Adeniran,Kat Richter,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Ted Kirsch,Jennifer Lentz,Leanne Krueger Braneky,Maria Quinones Sanchez,Angel Cruz,Cathy Brady,Ryan N Boyer,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,1
H Douglass Brown,2,77,73,72,67,67,13,13,10,12,14,8,9,9,8,8,50,28,8,1
Peter Cutty,,0,70,71,67,66,16,15,12,14,16,13,10,12,11,10,43,28,6,1
Amanda Mcillmurray,,,0,72,66,65,13,13,10,12,15,9,8,11,8,8,42,24,5,1
Katherine Hunter Snyder,,,,0,66,65,14,13,9,14,13,10,9,10,8,9,43,23,5,1
Jacob Adeniran,,,,,0,63,10,10,8,11,12,9,8,8,6,8,38,20,5,1
Kat Richter,,,,,,0,12,12,10,12,13,9,9,8,8,10,38,20,5,1
Thaddeus Kirkland,,,,,,,0,48,44,42,41,44,40,41,39,36,31,30,4,1
Blake Rutherford,,,,,,,,0,41,40,40,39,39,39,37,38,25,32,4,1
Anne Wakabayashi,,,,,,,,,0,37,40,40,40,36,36,37,27,20,2,1
Ted Kirsch,,,,,,,,,,0,39,39,39,39,41,37,27,20,2,1
Jennifer Lentz,,,,,,,,,,,0,37,36,41,39,37,24,22,2,1
Leanne Krueger Braneky,,,,,,,,,,,,0,41,39,37,38,26,17,4,1
Maria Quinones Sanchez,,,,,,,,,,,,,0,36,37,38,27,18,2,1
Angel Cruz,,,,,,,,,,,,,,0,36,34,26,18,2,1
Cathy Brady,,,,,,,,,,,,,,,0,36,22,20,1,1
Ryan N Boyer,,,,,,,,,,,,,,,,0,23,17,2,1
Josh Shapiro,,,,,,,,,,,,,,,,,7,0,0,1
