col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Ryan N Boyer,Maria Quinones Sanchez,Jennifer Lentz,Angel Cruz,Cathy Brady,Leanne Krueger Braneky,H Douglass Brown,Ted Kirsch,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Hillary Clinton,"1,615",0,0,"4,820","3,659","3,038","2,949","2,917","2,831","2,725","2,816","2,783",708,"2,540",562,418,242,230,180,All
Bernie Sanders,,576,0,694,466,409,400,424,458,411,311,328,"2,378",291,"1,706","1,695","1,518","1,450","1,385",All
Roque Rocky De La Fuente,,,4,11,9,6,8,4,4,6,6,5,14,4,13,9,8,8,10,All
Thaddeus Kirkland,,,,5,"3,623","3,143","2,944","2,970","2,941","2,824","2,815","2,858",941,"2,584",858,761,575,542,489,All
Blake Rutherford,,,,,2,"2,908","2,846","2,655","2,817","2,660","2,703","2,617",745,"2,498",664,569,412,378,332,All
Anne Wakabayashi,,,,,,0,"2,821","2,730","2,816","2,620","2,657","2,741",599,"2,457",523,567,427,369,337,All
Ryan N Boyer,,,,,,,1,"2,566","2,763","2,593","2,615","2,555",572,"2,411",498,507,395,338,311,All
Maria Quinones Sanchez,,,,,,,,0,"2,609","2,716","2,671","2,678",505,"2,565",422,475,382,414,366,All
Jennifer Lentz,,,,,,,,,1,"2,663","2,629","2,581",643,"2,458",585,659,456,412,385,All
Angel Cruz,,,,,,,,,,0,"2,613","2,540",517,"2,522",458,490,420,411,366,All
Cathy Brady,,,,,,,,,,,1,"2,588",462,"2,470",379,431,270,309,237,All
Leanne Krueger Braneky,,,,,,,,,,,,2,478,"2,434",410,458,344,316,286,All
H Douglass Brown,,,,,,,,,,,,,1,344,"1,943","1,796","1,585","1,488","1,409",All
Ted Kirsch,,,,,,,,,,,,,,0,310,317,276,303,253,All
Peter Cutty,,,,,,,,,,,,,,,0,"1,608","1,429","1,342","1,314",All
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,"1,560","1,466","1,389",All
Kat Richter,,,,,,,,,,,,,,,,,0,"1,382","1,373",All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,0,"1,293",All
Jacob Adeniran,,,,,,,,,,,,,,,,,,,1,All
Total,"7,530","3,532",27,"5,548","4,149","3,466","3,372","3,357","3,312","3,156","3,146","3,130","3,110","2,843","2,290","2,128","1,773","1,693","1,581",All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Maria Quinones Sanchez,Leanne Krueger Braneky,Angel Cruz,Jennifer Lentz,Ryan N Boyer,Cathy Brady,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,1
Hillary Clinton,27,0,0,90,75,70,65,65,64,64,65,64,59,9,4,7,5,3,3,1
Bernie Sanders,,7,0,12,11,9,9,7,7,7,5,5,7,38,28,24,21,20,18,1
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thaddeus Kirkland,,,,0,75,71,67,66,63,66,61,60,60,15,11,12,11,8,7,1
Blake Rutherford,,,,,0,64,59,58,60,63,61,61,59,11,9,8,8,4,6,1
Anne Wakabayashi,,,,,,0,69,67,64,63,62,63,62,10,6,9,10,4,5,1
Maria Quinones Sanchez,,,,,,,0,66,63,61,58,60,61,12,7,10,9,6,5,1
Leanne Krueger Braneky,,,,,,,,0,62,59,59,59,60,9,6,7,8,8,6,1
Angel Cruz,,,,,,,,,0,66,58,63,63,11,7,8,9,6,5,1
Jennifer Lentz,,,,,,,,,,0,59,61,61,11,7,9,9,5,5,1
Ryan N Boyer,,,,,,,,,,,0,57,57,9,5,8,6,5,4,1
Cathy Brady,,,,,,,,,,,,0,59,6,2,4,6,1,2,1
Ted Kirsch,,,,,,,,,,,,,0,9,6,7,8,4,4,1
H Douglass Brown,,,,,,,,,,,,,,0,29,28,23,22,19,1
Peter Cutty,,,,,,,,,,,,,,,0,25,21,20,19,1
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,23,21,18,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,17,16,1
Kat Richter,,,,,,,,,,,,,,,,,,0,16,1
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,1
Total,138,50,0,102,86,79,74,72,71,71,70,69,66,47,32,31,26,23,21,1
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,H Douglass Brown,Jennifer Lentz,Leanne Krueger Braneky,Anne Wakabayashi,Angel Cruz,Cathy Brady,Ryan N Boyer,Peter Cutty,Ted Kirsch,Amanda Mcillmurray,Katherine Hunter Snyder,Jacob Adeniran,Kat Richter,2
Hillary Clinton,57,0,0,100,57,57,19,53,52,50,50,47,51,20,39,17,11,8,3,2
Bernie Sanders,,6,0,9,8,8,43,4,5,6,4,6,2,31,4,24,18,20,20,2
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thaddeus Kirkland,,,,0,57,58,17,53,56,52,49,47,42,22,38,18,11,11,6,2
Blake Rutherford,,,,,0,45,13,44,42,47,41,43,41,11,36,8,3,3,3,2
Maria Quinones Sanchez,,,,,,0,16,50,53,48,51,47,42,13,42,13,12,13,7,2
H Douglass Brown,,,,,,,0,11,11,12,11,12,9,37,7,29,21,20,21,2
Jennifer Lentz,,,,,,,,0,49,45,44,43,40,15,33,16,8,9,4,2
Leanne Krueger Braneky,,,,,,,,,0,47,47,46,40,13,37,13,8,10,6,2
Anne Wakabayashi,,,,,,,,,,0,43,44,42,8,38,11,2,5,6,2
Angel Cruz,,,,,,,,,,,0,45,39,11,38,10,10,11,7,2
Cathy Brady,,,,,,,,,,,,0,42,10,38,8,6,6,6,2
Ryan N Boyer,,,,,,,,,,,,,0,5,34,3,3,2,2,2
Peter Cutty,,,,,,,,,,,,,,0,4,32,23,24,18,2
Ted Kirsch,,,,,,,,,,,,,,,0,4,5,4,4,2
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,24,25,20,2
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,21,15,2
Jacob Adeniran,,,,,,,,,,,,,,,,,,0,20,2
Kat Richter,,,,,,,,,,,,,,,,,,,0,2
Total,185,58,0,109,65,65,62,57,57,56,54,53,53,51,43,41,29,28,23,2
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Jennifer Lentz,Angel Cruz,Anne Wakabayashi,Peter Cutty,Ryan N Boyer,Amanda Mcillmurray,Kat Richter,Maria Quinones Sanchez,Leanne Krueger Braneky,Ted Kirsch,Cathy Brady,Katherine Hunter Snyder,Jacob Adeniran,3
Hillary Clinton,33,0,0,101,73,37,65,61,55,41,58,35,29,33,31,30,30,7,5,3
Bernie Sanders,,12,0,13,8,36,7,8,9,24,6,26,24,9,6,8,1,22,19,3
Roque Rocky De La Fuente,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
