col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Ken Washington,Vincent Hughes,Mary Jo Daley,Blondell Reynolds Brown,Nicole Allen White,Mark Aronchick,Lou Agre,Michelle W Singer,Joe Foster,Heather A Steinmiller,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Tonya Diane Bah,Hamdi Soysal,Gwen Snyder,Waleed Shahid,Margaret Lenzi,William Leopold,All
Hillary Clinton,680,0,0,"2,458","1,801","1,762","1,630",373,"1,453","1,399","1,437","1,349","1,339","1,333",323,"1,280","1,223","1,248",226,188,179,152,150,154,136,170,144,All
Bernie Sanders,,243,0,434,328,227,221,"1,337",177,187,144,157,153,149,"1,158",115,147,89,"1,052","1,089",999,"1,006","1,002",988,975,925,945,All
Roque Rocky De La Fuente,,,1,3,3,2,2,2,2,0,2,0,2,0,2,0,1,1,2,2,1,2,2,1,2,2,1,All
Cindy Bass,,,,6,"1,844","1,764","1,677",529,"1,477","1,438","1,446","1,392","1,362","1,346",492,"1,289","1,245","1,244",379,355,307,293,277,310,267,284,269,All
Malcolm Kenyatta,,,,,0,"1,672","1,650",500,"1,372","1,327","1,333","1,283","1,266","1,292",445,"1,234","1,187","1,174",344,314,277,269,265,277,249,262,255,All
Katherine J Gilmore,,,,,,0,"1,590",424,"1,308","1,247","1,329","1,210","1,230","1,258",355,"1,209","1,167","1,174",259,234,218,192,206,204,168,184,179,All
Jerry T Jordan,,,,,,,0,409,"1,276","1,220","1,274","1,181","1,194","1,244",382,"1,153","1,136","1,128",258,229,204,191,211,200,176,196,190,All
Yasmeen Kaboud,,,,,,,,0,272,237,237,189,216,227,"1,226",181,211,165,"1,030","1,070",998,979,"1,009",979,965,905,944,All
Ken Washington,,,,,,,,,0,"1,314","1,339","1,276","1,306","1,291",219,"1,241","1,222","1,213",251,229,198,192,181,199,177,203,183,All
Vincent Hughes,,,,,,,,,,1,"1,241","1,343","1,264","1,207",183,"1,207","1,210","1,154",234,185,173,191,149,185,171,197,179,All
Mary Jo Daley,,,,,,,,,,,1,"1,202","1,269","1,323",195,"1,223","1,175","1,186",235,193,182,169,179,176,148,168,153,All
Blondell Reynolds Brown,,,,,,,,,,,,0,"1,233","1,180",145,"1,182","1,156","1,143",203,150,141,152,129,143,130,163,139,All
Nicole Allen White,,,,,,,,,,,,,0,"1,196",179,"1,209","1,211","1,180",212,195,163,177,151,173,182,203,161,All
Mark Aronchick,,,,,,,,,,,,,,0,187,"1,181","1,150","1,146",224,192,164,149,164,168,135,155,152,All
Lou Agre,,,,,,,,,,,,,,,0,131,164,115,999,"1,028",977,951,977,944,902,887,922,All
Michelle W Singer,,,,,,,,,,,,,,,,0,"1,140","1,160",176,138,116,124,117,139,117,149,135,All
Joe Foster,,,,,,,,,,,,,,,,,0,"1,107",189,157,137,159,139,162,169,186,173,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,0,153,115,104,115,99,103,108,132,101,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,"1,044",993,979,"1,007",964,920,924,946,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,,,0,"1,020",986,"1,012",994,943,917,939,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,0,951,982,939,885,876,901,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,0,948,947,933,925,948,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,0,932,905,881,924,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,,0,921,902,923,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,,0,904,919,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,,0,922,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,634","2,029",8,"2,926","2,153","2,005","1,867","1,720","1,650","1,612","1,600","1,530","1,508","1,497","1,486","1,409","1,386","1,347","1,289","1,285","1,183","1,165","1,157","1,149","1,119","1,101","1,097",All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,1
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Vincent Hughes,Yasmeen Kaboud,Michelle W Singer,Blondell Reynolds Brown,Heather A Steinmiller,Joe Foster,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Waleed Shahid,Carol Rose Fleischman,Hamdi Soysal,Tonya Diane Bah,William Leopold,Margaret Lenzi,Gwen Snyder,1
Hillary Clinton,47,0,0,98,67,60,52,50,50,47,45,44,13,46,46,43,39,11,7,11,3,6,4,4,5,4,2,1
Bernie Sanders,,15,0,16,14,9,14,9,3,4,7,7,38,2,1,2,3,32,30,24,30,25,27,24,23,23,24,1
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cindy Bass,,,,1,66,62,57,53,48,43,46,42,21,44,43,45,40,14,12,13,11,9,10,8,10,8,6,1
Malcolm Kenyatta,,,,,0,61,60,50,42,44,47,43,19,43,43,40,39,13,15,16,14,11,12,10,12,10,9,1
Katherine J Gilmore,,,,,,0,56,44,40,39,41,38,13,41,38,39,36,9,9,10,8,6,8,6,7,4,4,1
Jerry T Jordan,,,,,,,0,46,36,39,40,38,17,36,37,37,35,14,13,14,14,10,12,10,13,11,9,1
Ken Washington,,,,,,,,0,43,43,44,40,12,43,41,41,40,8,12,12,10,8,9,7,10,9,7,1
Mary Jo Daley,,,,,,,,,0,42,39,36,6,40,36,39,36,5,9,11,3,6,5,3,2,3,2,1
Mark Aronchick,,,,,,,,,,0,39,38,5,41,38,38,34,5,8,8,5,6,5,3,5,4,3,1
Nicole Allen White,,,,,,,,,,,0,41,8,40,40,39,37,2,6,8,7,3,5,6,6,5,3,1
Vincent Hughes,,,,,,,,,,,,0,8,40,41,36,36,7,5,8,7,6,6,8,8,6,4,1
Yasmeen Kaboud,,,,,,,,,,,,,0,4,3,4,5,33,31,25,27,27,29,22,24,23,24,1
Michelle W Singer,,,,,,,,,,,,,,0,40,40,36,2,4,4,3,2,2,3,4,3,1,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,0,40,37,0,2,6,3,1,2,3,4,2,0,1
Heather A Steinmiller,,,,,,,,,,,,,,,,0,34,1,4,6,4,2,2,4,5,4,1,1
Joe Foster,,,,,,,,,,,,,,,,,0,2,4,5,4,2,3,2,4,4,2,1
Lou Agre,,,,,,,,,,,,,,,,,,0,25,23,21,23,23,19,19,20,19,1
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,,0,27,27,28,27,19,23,23,24,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,22,25,26,18,19,20,19,1
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,0,22,26,21,24,24,22,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,,0,25,19,20,21,23,1
