col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Ken Washington,Mary Jo Daley,Blondell Reynolds Brown,Mark Aronchick,Yasmeen Kaboud,Nicole Allen White,Michelle W Singer,Lou Agre,Joe Foster,Heather A Steinmiller,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,Gwen Snyder,William Leopold,Tonya Diane Bah,Margaret Lenzi,Waleed Shahid,Vanessa L Brown,Wanda Logan,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,All
Cindy Bass,24,"1,057","1,024",970,787,800,801,746,763,285,733,707,287,653,665,192,182,153,138,150,135,119,119,114,613,498,154,116,116,29,All
Malcolm Kenyatta,,8,993,961,775,754,745,729,747,292,693,685,290,646,648,200,189,167,154,164,153,133,144,128,533,362,107,103,102,27,All
Katherine J Gilmore,,,6,908,716,721,742,692,733,257,673,687,233,628,636,162,149,135,123,121,113,102,103,89,499,341,101,96,86,26,All
Jerry T Jordan,,,,4,688,695,689,659,694,238,627,625,252,593,600,147,136,118,111,118,104,93,93,85,477,300,95,87,75,26,All
Vincent Hughes,,,,,2,724,680,788,676,142,705,684,128,659,645,132,144,110,96,111,129,98,126,104,514,184,51,89,96,25,All
Ken Washington,,,,,,1,714,692,715,136,710,693,137,644,646,146,133,110,104,112,107,94,95,81,460,191,54,83,75,21,All
Mary Jo Daley,,,,,,,2,652,741,117,654,662,107,602,624,116,110,91,93,89,71,60,66,51,439,206,56,73,66,20,All
Blondell Reynolds Brown,,,,,,,,2,651,106,679,666,90,627,634,89,106,77,69,82,98,66,99,76,454,178,45,73,72,18,All
Mark Aronchick,,,,,,,,,0,124,636,655,125,604,624,141,139,103,100,98,87,75,76,65,442,188,54,75,65,23,All
Yasmeen Kaboud,,,,,,,,,,12,113,107,567,94,73,475,458,455,434,436,410,400,388,384,256,256,101,114,72,31,All
Nicole Allen White,,,,,,,,,,,1,663,107,646,631,120,112,92,81,92,106,82,104,87,401,178,48,73,68,21,All
Michelle W Singer,,,,,,,,,,,,0,89,616,639,99,101,84,68,89,99,69,81,67,402,179,46,68,62,20,All
Lou Agre,,,,,,,,,,,,,4,103,63,451,449,439,429,426,406,397,382,378,218,217,95,100,61,27,All
Joe Foster,,,,,,,,,,,,,,0,594,95,94,78,76,78,105,74,95,84,360,155,48,64,63,17,All
Heather A Steinmiller,,,,,,,,,,,,,,,0,71,73,52,48,62,73,47,67,54,365,152,46,56,60,14,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,2,463,466,447,432,410,406,385,379,208,147,53,104,57,27,All
Sherrie Cohen,,,,,,,,,,,,,,,,,0,463,448,443,419,406,395,380,207,135,48,90,57,26,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,445,425,391,400,379,373,193,128,49,92,54,24,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,409,404,381,369,365,173,114,48,88,54,22,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,400,387,382,374,175,128,40,78,57,22,All
William Leopold,,,,,,,,,,,,,,,,,,,,,0,392,400,381,175,115,38,78,61,20,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,0,374,373,163,110,39,83,46,22,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,373,157,109,40,73,57,21,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,162,105,35,80,52,19,All
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,238,0,0,0,0,0,All
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,0,0,0,All
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,0,All
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,All
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,All
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,All
Total,"1,616","1,302","1,206","1,114","1,004",920,892,881,878,868,821,809,749,735,724,621,585,560,521,519,509,483,476,469,"1,265",938,329,310,261,80,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,1
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Yasmeen Kaboud,Vincent Hughes,Ken Washington,Blondell Reynolds Brown,Mary Jo Daley,Michelle W Singer,Lou Agre,Mark Aronchick,Nicole Allen White,Heather A Steinmiller,Joe Foster,Ariana Flores Gordon,Hamdi Soysal,Margaret Lenzi,Sherrie Cohen,William Leopold,Carol Rose Fleischman,Gwen Snyder,Tonya Diane Bah,Waleed Shahid,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,1
Cindy Bass,1,56,54,49,21,40,38,36,32,33,21,30,32,33,29,11,9,9,8,9,9,7,6,4,30,21,10,9,4,2,1
Katherine J Gilmore,,0,50,45,18,36,36,32,31,33,17,30,29,32,28,9,6,7,5,7,7,5,4,2,29,13,9,8,2,2,1
Malcolm Kenyatta,,,1,45,20,35,38,33,32,32,21,30,31,30,29,13,10,10,8,9,9,8,7,5,27,12,10,9,1,2,1
Jerry T Jordan,,,,1,15,30,32,29,27,28,17,28,25,27,26,8,4,6,4,4,5,4,4,2,20,15,8,8,1,2,1
Yasmeen Kaboud,,,,,0,10,8,7,4,7,32,3,6,3,6,20,20,19,18,20,21,19,18,17,21,12,7,10,2,0,1
Vincent Hughes,,,,,,0,34,37,29,32,8,28,33,30,32,10,7,10,6,10,7,6,4,4,28,5,9,3,3,1,1
Ken Washington,,,,,,,0,33,29,34,7,31,30,32,28,9,7,7,7,7,6,6,5,3,26,4,9,3,1,1,1
Blondell Reynolds Brown,,,,,,,,1,27,30,4,27,30,29,31,6,3,6,3,5,3,2,0,0,23,3,7,3,2,1,1
Mary Jo Daley,,,,,,,,,0,28,4,29,24,27,24,5,4,5,3,3,3,1,1,0,24,5,4,4,1,1,1
Michelle W Singer,,,,,,,,,,0,4,26,27,30,26,7,5,6,3,7,6,4,3,1,24,2,8,2,2,1,1
Lou Agre,,,,,,,,,,,0,3,6,3,4,16,16,16,15,15,17,16,16,15,14,12,3,7,1,0,1
Mark Aronchick,,,,,,,,,,,,0,24,27,24,7,1,5,3,1,2,1,1,0,20,5,4,4,1,1,1
Nicole Allen White,,,,,,,,,,,,,0,28,27,8,6,8,6,8,6,5,4,4,22,2,6,2,1,1,1
Heather A Steinmiller,,,,,,,,,,,,,,0,26,4,2,4,2,4,2,3,1,0,22,2,5,2,1,1,1
Joe Foster,,,,,,,,,,,,,,,0,7,4,7,3,6,3,3,1,1,18,4,5,3,1,1,1
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,18,17,17,17,18,16,16,15,14,3,7,1,0,1,1
Hamdi Soysal,,,,,,,,,,,,,,,,,0,16,18,19,17,18,16,16,13,3,6,1,0,0,1
Margaret Lenzi,,,,,,,,,,,,,,,,,,0,17,18,17,17,16,17,15,3,3,1,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,16,17,16,17,16,16,3,4,0,0,0,1
William Leopold,,,,,,,,,,,,,,,,,,,,0,18,19,16,17,15,3,5,0,0,0,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,0,17,18,16,14,3,4,1,0,0,1
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,0,17,17,13,3,4,0,0,0,1
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,16,12,4,3,0,0,0,1
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,11,3,3,0,0,0,1
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,1
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,1
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
Total,79,64,64,56,52,50,45,41,39,39,37,35,35,33,32,26,23,23,23,23,22,20,19,17,76,47,18,15,8,5,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,,2
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Ken Washington,Yasmeen Kaboud,Blondell Reynolds Brown,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Heather A Steinmiller,Michelle W Singer,Joe Foster,Ariana Flores Gordon,Lou Agre,William Leopold,Hamdi Soysal,Sherrie Cohen,Carol Rose Fleischman,Margaret Lenzi,Waleed Shahid,Gwen Snyder,Tonya Diane Bah,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,2
Cindy Bass,1,64,62,61,47,50,17,47,48,43,48,44,43,43,15,17,14,12,10,11,10,12,9,7,32,42,10,4,6,0,2
Malcolm Kenyatta,,0,61,59,45,42,18,43,46,40,44,44,42,41,12,16,12,11,10,11,10,11,8,4,21,37,7,4,4,0,2
Katherine J Gilmore,,,2,59,44,45,14,47,45,44,44,46,43,44,13,13,11,9,8,9,8,10,7,4,23,34,7,3,4,0,2
Jerry T Jordan,,,,0,44,44,15,46,43,42,43,44,40,41,10,15,12,9,8,8,8,8,7,5,23,34,9,4,2,0,2
Vincent Hughes,,,,,0,43,11,46,40,41,43,43,41,42,11,12,13,8,11,11,12,12,9,8,13,34,7,1,3,0,2
Ken Washington,,,,,,0,5,41,42,42,43,39,42,40,10,8,9,7,4,6,4,6,3,3,12,34,6,1,3,0,2
Yasmeen Kaboud,,,,,,,1,5,6,4,7,6,5,5,28,33,27,28,29,27,27,27,25,23,22,14,8,7,2,1,2
Blondell Reynolds Brown,,,,,,,,0,39,37,42,41,40,43,6,8,9,4,5,5,7,6,5,2,14,29,5,0,3,0,2
Mary Jo Daley,,,,,,,,,0,42,41,41,41,39,7,5,6,6,6,8,4,5,5,3,12,29,7,0,3,0,2
Mark Aronchick,,,,,,,,,,0,38,40,37,37,9,5,7,7,6,6,3,5,4,3,12,30,5,1,2,0,2
Nicole Allen White,,,,,,,,,,,0,40,40,41,9,7,8,7,7,8,6,7,5,4,15,26,7,1,2,0,2
Heather A Steinmiller,,,,,,,,,,,,0,41,42,7,5,8,3,5,6,7,7,4,2,12,26,5,1,3,0,2
Michelle W Singer,,,,,,,,,,,,,0,40,8,5,8,5,6,7,5,7,4,2,11,27,6,1,3,0,2
Joe Foster,,,,,,,,,,,,,,0,5,6,8,4,5,5,5,6,3,1,13,23,5,1,4,0,2
Ariana Flores Gordon,,,,,,,,,,,,,,,0,28,29,30,29,27,26,23,27,24,13,15,9,3,2,1,2
Lou Agre,,,,,,,,,,,,,,,,0,30,28,29,26,28,25,26,24,13,12,9,6,2,1,2
William Leopold,,,,,,,,,,,,,,,,,0,28,28,25,28,26,26,25,11,14,5,2,2,1,2
Hamdi Soysal,,,,,,,,,,,,,,,,,,0,29,28,25,24,25,24,9,13,6,3,1,1,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,29,27,25,29,25,10,11,7,3,1,1,2
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,0,25,23,25,23,9,13,6,3,1,0,2
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,26,26,24,8,10,6,3,3,1,2
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,0,23,22,9,13,5,2,2,0,2
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,0,24,8,11,5,2,1,1,2
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,0,6,10,6,3,1,1,2
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,2
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,2
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,98,76,75,73,61,57,56,53,53,52,52,49,49,47,44,44,36,34,34,33,32,32,29,27,76,69,28,18,9,1,2
,Representative In The General Assembly 190th District - Democrat,,,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,3
,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Mary Jo Daley,Vincent Hughes,Mark Aronchick,Jerry T Jordan,Ken Washington,Blondell Reynolds Brown,Michelle W Singer,Nicole Allen White,Heather A Steinmiller,Yasmeen Kaboud,Joe Foster,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,William Leopold,Waleed Shahid,Tonya Diane Bah,Gwen Snyder,Margaret Lenzi,3
Vanessa L Brown,17,0,0,0,0,0,21,25,21,22,19,22,16,19,19,20,20,16,9,15,12,11,13,13,13,11,10,10,10,6,3
