col_1,col_2,col_3,division
,Senator In The General Assembly 1st District - Democrat,,All
,Lawrence M Farnese Jr,John H Morley Jr,All
Lawrence M Farnese Jr,511,0,All
John H Morley Jr,,138,All
Total,511,138,All
,Senator In The General Assembly 1st District - Democrat,,30
,Lawrence M Farnese Jr,John H Morley Jr,30
Lawrence M Farnese Jr,110,0,30
John H Morley Jr,,33,30
Total,110,33,30
,Senator In The General Assembly 1st District - Democrat,,38
,Lawrence M Farnese Jr,John H Morley Jr,38
Lawrence M Farnese Jr,205,0,38
John H Morley Jr,,50,38
Total,205,50,38
,Senator In The General Assembly 1st District - Democrat,,40
,Lawrence M Farnese Jr,John H Morley Jr,40
Lawrence M Farnese Jr,196,0,40
John H Morley Jr,,55,40
Total,196,55,40
