col_1,col_2,col_3,division
,United States Senator - Republican,Representative In The General Assembly 200th District - Republican,All
,Pat Toomey,Latryse Mcdowell,All
Pat Toomey,9,61,All
Latryse Mcdowell,,2,All
Total,70,63,All
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,2
,Latryse Mcdowell,Pat Toomey,2
Latryse Mcdowell,0,4,2
Pat Toomey,,0,2
Total,4,4,2
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,3
,Latryse Mcdowell,Pat Toomey,3
Latryse Mcdowell,0,1,3
Pat Toomey,,0,3
Total,1,1,3
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,4
,Latryse Mcdowell,Pat Toomey,4
Latryse Mcdowell,1,0,4
Pat Toomey,,1,4
Total,1,1,4
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,5
,Latryse Mcdowell,Pat Toomey,5
Latryse Mcdowell,0,4,5
Pat Toomey,,0,5
Total,4,4,5
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,7
,Latryse Mcdowell,Pat Toomey,7
Latryse Mcdowell,0,1,7
Pat Toomey,,0,7
Total,1,1,7
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,8
,Latryse Mcdowell,Pat Toomey,8
Latryse Mcdowell,0,5,8
Pat Toomey,,0,8
Total,5,5,8
,United States Senator - Republican,Representative In The General Assembly 200th District - Republican,9
,Pat Toomey,Latryse Mcdowell,9
Pat Toomey,1,1,9
Latryse Mcdowell,,0,9
Total,2,1,9
,United States Senator - Republican,Representative In The General Assembly 200th District - Republican,10
,Pat Toomey,Latryse Mcdowell,10
Pat Toomey,2,3,10
Latryse Mcdowell,,0,10
Total,5,3,10
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,11
,Latryse Mcdowell,Pat Toomey,11
Latryse Mcdowell,0,3,11
Pat Toomey,,0,11
Total,3,3,11
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,12
,Latryse Mcdowell,Pat Toomey,12
Latryse Mcdowell,0,5,12
Pat Toomey,,0,12
Total,5,5,12
,United States Senator - Republican,Representative In The General Assembly 200th District - Republican,13
,Pat Toomey,Latryse Mcdowell,13
Pat Toomey,1,1,13
Latryse Mcdowell,,0,13
Total,2,1,13
,United States Senator - Republican,Representative In The General Assembly 200th District - Republican,14
,Pat Toomey,Latryse Mcdowell,14
Pat Toomey,1,3,14
Latryse Mcdowell,,0,14
Total,4,3,14
,United States Senator - Republican,Representative In The General Assembly 200th District - Republican,15
,Pat Toomey,Latryse Mcdowell,15
Pat Toomey,1,3,15
Latryse Mcdowell,,0,15
Total,4,3,15
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,16
,Latryse Mcdowell,Pat Toomey,16
Latryse Mcdowell,0,4,16
Pat Toomey,,0,16
Total,4,4,16
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,17
,Latryse Mcdowell,Pat Toomey,17
Latryse Mcdowell,0,1,17
Pat Toomey,,0,17
Total,1,1,17
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,19
,Latryse Mcdowell,Pat Toomey,19
Latryse Mcdowell,0,5,19
Pat Toomey,,0,19
Total,5,5,19
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,20
,Latryse Mcdowell,Pat Toomey,20
Latryse Mcdowell,0,5,20
Pat Toomey,,0,20
Total,5,5,20
,United States Senator - Republican,Representative In The General Assembly 200th District - Republican,21
,Pat Toomey,Latryse Mcdowell,21
Pat Toomey,1,2,21
Latryse Mcdowell,,0,21
Total,3,2,21
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,22
,Latryse Mcdowell,Pat Toomey,22
Latryse Mcdowell,0,1,22
Pat Toomey,,0,22
Total,1,1,22
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,23
,Latryse Mcdowell,Pat Toomey,23
Latryse Mcdowell,0,1,23
Pat Toomey,,0,23
Total,1,1,23
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,24
,Latryse Mcdowell,Pat Toomey,24
Latryse Mcdowell,0,2,24
Pat Toomey,,0,24
Total,2,2,24
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,25
,Latryse Mcdowell,Pat Toomey,25
Latryse Mcdowell,1,1,25
Pat Toomey,,1,25
Total,2,2,25
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,26
,Latryse Mcdowell,Pat Toomey,26
Latryse Mcdowell,0,2,26
Pat Toomey,,0,26
Total,2,2,26
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,27
,Latryse Mcdowell,Pat Toomey,27
Latryse Mcdowell,0,1,27
Pat Toomey,,0,27
Total,1,1,27
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,28
,Latryse Mcdowell,Pat Toomey,28
Latryse Mcdowell,0,1,28
Pat Toomey,,0,28
Total,1,1,28
,Representative In The General Assembly 200th District - Republican,United States Senator - Republican,29
,Latryse Mcdowell,Pat Toomey,29
Latryse Mcdowell,0,1,29
Pat Toomey,,0,29
Total,1,1,29
