col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Vincent Hughes,Mary Jo Daley,Blondell Reynolds Brown,Mark Aronchick,Nicole Allen White,Michelle W Singer,Heather A Steinmiller,Joe Foster,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Hamdi Soysal,Waleed Shahid,William Leopold,Tonya Diane Bah,Margaret Lenzi,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Cindy Bass,113,"1,923","1,836","1,777","1,450","1,432","1,440","1,396","1,365","1,343","1,300","1,261","1,236",501,483,301,302,271,257,236,223,241,225,218,"1,293",562,381,405,All
Malcolm Kenyatta,,11,"1,741","1,724","1,350","1,333","1,344","1,290","1,297","1,247","1,232","1,201","1,179",477,431,268,276,231,230,218,203,219,198,191,"1,028",420,246,225,All
Katherine J Gilmore,,,11,"1,650","1,295","1,245","1,320","1,211","1,273","1,211","1,214","1,189","1,155",410,369,212,218,198,190,178,158,170,155,157,974,364,240,215,All
Jerry T Jordan,,,,6,"1,268","1,217","1,277","1,181","1,239","1,177","1,162","1,148","1,120",410,390,208,214,191,185,179,162,178,150,155,915,350,223,207,All
Ken Washington,,,,,1,"1,288","1,321","1,253","1,281","1,300","1,255","1,232","1,213",223,200,184,208,165,163,144,142,160,145,139,857,340,145,103,All
Vincent Hughes,,,,,,2,"1,255","1,346","1,207","1,272","1,212","1,185","1,198",193,164,166,178,146,145,117,154,155,128,143,884,343,129,80,All
Mary Jo Daley,,,,,,,0,"1,215","1,324","1,233","1,228","1,203","1,169",211,191,173,193,163,151,151,129,130,128,124,863,321,138,108,All
Blondell Reynolds Brown,,,,,,,,1,"1,177","1,232","1,199","1,168","1,173",180,144,140,177,126,141,103,137,143,120,132,862,344,125,71,All
Mark Aronchick,,,,,,,,,1,"1,195","1,192","1,180","1,143",214,187,167,187,147,134,146,126,138,110,114,810,308,130,97,All
Nicole Allen White,,,,,,,,,,4,"1,216","1,202","1,204",164,141,145,151,118,126,98,134,134,115,134,818,300,119,88,All
Michelle W Singer,,,,,,,,,,,0,"1,195","1,154",153,133,115,128,106,114,88,114,113,95,109,801,285,118,76,All
Heather A Steinmiller,,,,,,,,,,,,0,"1,138",140,119,106,122,86,94,85,104,113,97,100,768,267,110,82,All
Joe Foster,,,,,,,,,,,,,0,127,114,105,117,93,110,82,123,116,102,112,749,273,113,74,All
Yasmeen Kaboud,,,,,,,,,,,,,,17,853,654,610,603,583,589,538,551,540,518,370,295,281,201,All
Lou Agre,,,,,,,,,,,,,,,13,639,598,606,576,590,528,565,536,514,345,267,224,174,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,1,622,632,589,609,539,562,547,528,310,248,150,76,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,604,558,590,517,545,521,523,318,228,141,71,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,1,548,587,508,535,524,508,287,227,143,62,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,1,536,528,535,529,512,259,223,132,63,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,1,511,522,502,487,263,210,131,68,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,0,524,511,514,262,210,123,59,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,518,520,263,213,120,60,All
