col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 195th District - Democrat,,,,Representative In Congress 2nd District - Democrat,,,,All
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,All
Donna Bullock,751,0,0,0,"4,098","2,219",950,273,All
Jimmie Moore,,145,0,0,352,776,64,52,All
Jamar Izzo Izzard,,,119,0,557,258,149,40,All
Donnell L Jones,,,,4,2,4,0,0,All
Chaka Fattah,,,,,380,0,0,0,All
Dwight Evans,,,,,,237,0,0,All
Brian Anthony Gordon,,,,,,,74,0,All
Dan Muroff,,,,,,,,29,All
Total,"8,291","1,389","1,123",10,"5,389","3,494","1,237",394,All
