col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Democrat,,,Senator In The General Assembly 1st District - Democrat,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Lawrence M Farnese Jr,John H Morley Jr,All
Hillary Clinton,233,0,0,313,104,All
Bernie Sanders,,142,0,272,145,All
Roque Rocky De La Fuente,,,1,3,1,All
Lawrence M Farnese Jr,,,,6,0,All
John H Morley Jr,,,,,1,All
Total,650,559,5,594,251,All
,President Of The United States - Democrat,,,Senator In The General Assembly 1st District - Democrat,,1
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Lawrence M Farnese Jr,John H Morley Jr,1
Hillary Clinton,42,0,0,57,18,1
Bernie Sanders,,14,0,32,26,1
Roque Rocky De La Fuente,,,0,2,0,1
Lawrence M Farnese Jr,,,,0,0,1
John H Morley Jr,,,,,0,1
Total,117,72,2,91,44,1
,President Of The United States - Democrat,,,Senator In The General Assembly 1st District - Democrat,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Lawrence M Farnese Jr,John H Morley Jr,2
Hillary Clinton,71,0,0,50,24,2
Bernie Sanders,,16,0,41,21,2
Roque Rocky De La Fuente,,,0,0,0,2
Lawrence M Farnese Jr,,,,1,0,2
John H Morley Jr,,,,,0,2
Total,145,78,0,92,45,2
,President Of The United States - Democrat,,,Senator In The General Assembly 1st District - Democrat,,5
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Lawrence M Farnese Jr,John H Morley Jr,5
Hillary Clinton,37,0,0,47,20,5
Bernie Sanders,,20,0,36,18,5
Roque Rocky De La Fuente,,,0,1,0,5
Lawrence M Farnese Jr,,,,0,0,5
John H Morley Jr,,,,,0,5
Total,104,74,1,84,38,5
,Senator In The General Assembly 1st District - Democrat,,President Of The United States - Democrat,,,13
,Lawrence M Farnese Jr,John H Morley Jr,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,13
Lawrence M Farnese Jr,2,0,59,52,0,13
John H Morley Jr,,1,13,19,0,13
Hillary Clinton,,,28,0,0,13
Bernie Sanders,,,,23,0,13
Roque Rocky De La Fuente,,,,,0,13
Total,113,33,100,94,0,13
,Senator In The General Assembly 1st District - Democrat,,President Of The United States - Democrat,,,14
,Lawrence M Farnese Jr,John H Morley Jr,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,14
Lawrence M Farnese Jr,1,0,32,29,0,14
John H Morley Jr,,0,8,10,0,14
Hillary Clinton,,,19,0,0,14
Bernie Sanders,,,,17,0,14
Roque Rocky De La Fuente,,,,,0,14
Total,62,18,59,56,0,14
,President Of The United States - Democrat,,,Senator In The General Assembly 1st District - Democrat,,18
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Lawrence M Farnese Jr,John H Morley Jr,18
Hillary Clinton,22,0,0,40,12,18
Bernie Sanders,,20,0,33,19,18
Roque Rocky De La Fuente,,,0,0,1,18
Lawrence M Farnese Jr,,,,1,0,18
John H Morley Jr,,,,,0,18
Total,74,72,1,74,32,18
,President Of The United States - Democrat,,,Senator In The General Assembly 1st District - Democrat,,20
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Lawrence M Farnese Jr,John H Morley Jr,20
Bernie Sanders,32,0,0,49,32,20
Hillary Clinton,,14,0,28,9,20
Roque Rocky De La Fuente,,,1,0,0,20
Lawrence M Farnese Jr,,,,1,0,20
John H Morley Jr,,,,,0,20
Total,113,51,1,78,41,20
