col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,All
Hillary Clinton,369,0,0,937,660,212,179,157,41,All
Bernie Sanders,,133,0,316,263,115,122,97,35,All
Roque Rocky De La Fuente,,,0,0,2,0,2,0,1,All
Vanessa L Brown,,,,12,0,0,0,0,0,All
Wanda Logan,,,,,13,0,0,0,0,All
Ray Bailey,,,,,,2,0,0,0,All
Movita Johnson Harrell,,,,,,,7,0,0,All
Darryl Thomas,,,,,,,,7,0,All
Ted Smith,,,,,,,,,3,All
Total,"2,555","1,081",5,"1,265",938,329,310,261,80,All
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,1
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,1
Hillary Clinton,13,0,0,55,33,12,11,7,4,1
Bernie Sanders,,2,0,20,11,5,4,1,0,1
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,1
Vanessa L Brown,,,,1,0,0,0,0,0,1
Wanda Logan,,,,,3,0,0,0,0,1
Movita Johnson Harrell,,,,,,1,0,0,0,1
Ray Bailey,,,,,,,0,0,0,1
Darryl Thomas,,,,,,,,0,0,1
Ted Smith,,,,,,,,,1,1
Total,135,43,0,76,47,18,15,8,5,1
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,2
Hillary Clinton,22,0,0,50,51,14,12,7,0,2
Bernie Sanders,,8,0,24,17,12,6,2,1,2
Roque Rocky De La Fuente,,,0,0,0,1,0,0,0,2
Wanda Logan,,,,2,0,0,0,0,0,2
Vanessa L Brown,,,,,1,0,0,0,0,2
Movita Johnson Harrell,,,,,,1,0,0,0,2
Ray Bailey,,,,,,,0,0,0,2
Darryl Thomas,,,,,,,,0,0,2
Ted Smith,,,,,,,,,0,2
Total,156,70,1,76,69,28,18,9,1,2
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,3
Hillary Clinton,16,0,0,47,29,8,10,5,1,3
Bernie Sanders,,3,0,17,13,4,2,2,2,3
Roque Rocky De La Fuente,,,0,0,1,0,0,0,0,3
Vanessa L Brown,,,,1,0,0,0,0,0,3
Wanda Logan,,,,,0,0,0,0,0,3
Darryl Thomas,,,,,,1,0,0,0,3
Ray Bailey,,,,,,,0,0,0,3
Movita Johnson Harrell,,,,,,,,0,0,3
Ted Smith,,,,,,,,,0,3
Total,116,43,1,65,43,13,12,7,3,3
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,4
Hillary Clinton,23,0,0,64,27,13,6,7,1,4
Bernie Sanders,,11,0,19,8,11,5,0,2,4
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,4
Vanessa L Brown,,,,0,0,0,0,0,0,4
Wanda Logan,,,,,1,0,0,0,0,4
Ray Bailey,,,,,,1,0,0,0,4
Darryl Thomas,,,,,,,0,0,0,4
Movita Johnson Harrell,,,,,,,,0,0,4
Ted Smith,,,,,,,,,1,4
Total,141,56,0,83,36,25,11,7,4,4
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,5
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Ray Bailey,Wanda Logan,Movita Johnson Harrell,Darryl Thomas,Ted Smith,5
Hillary Clinton,13,0,0,42,25,11,10,6,0,5
Bernie Sanders,,4,0,10,13,8,4,3,1,5
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,5
Vanessa L Brown,,,,0,0,0,0,0,0,5
Ray Bailey,,,,,0,0,0,0,0,5
Wanda Logan,,,,,,1,0,0,0,5
Movita Johnson Harrell,,,,,,,1,0,0,5
Darryl Thomas,,,,,,,,0,0,5
Ted Smith,,,,,,,,,0,5
Total,107,43,0,52,38,20,15,9,1,5
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,6
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,6
Hillary Clinton,26,0,0,73,39,16,16,10,0,6
Bernie Sanders,,11,0,25,23,7,6,6,3,6
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,6
Vanessa L Brown,,,,1,0,0,0,0,0,6
Wanda Logan,,,,,0,0,0,0,0,6
Darryl Thomas,,,,,,0,0,0,0,6
Ray Bailey,,,,,,,0,0,0,6
Movita Johnson Harrell,,,,,,,,0,0,6
Ted Smith,,,,,,,,,0,6
Total,180,81,0,99,62,23,22,16,3,6
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,7
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,7
Hillary Clinton,17,0,0,55,48,19,11,9,6,7
Bernie Sanders,,5,0,19,14,7,7,8,3,7
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,7
Vanessa L Brown,,,,2,0,0,0,0,0,7
Wanda Logan,,,,,0,0,0,0,0,7
Ray Bailey,,,,,,0,0,0,0,7
Movita Johnson Harrell,,,,,,,0,0,0,7
Darryl Thomas,,,,,,,,0,0,7
Ted Smith,,,,,,,,,0,7
Total,165,63,0,76,62,26,18,17,9,7
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,8
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,8
Hillary Clinton,9,0,0,34,19,7,7,4,3,8
Bernie Sanders,,10,0,16,7,9,4,7,2,8
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,8
Vanessa L Brown,,,,0,0,0,0,0,0,8
Wanda Logan,,,,,0,0,0,0,0,8
Movita Johnson Harrell,,,,,,0,0,0,0,8
Ray Bailey,,,,,,,1,0,0,8
Darryl Thomas,,,,,,,,0,0,8
Ted Smith,,,,,,,,,0,8
Total,83,55,0,50,26,16,12,11,5,8
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,9
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,9
Hillary Clinton,24,0,0,44,30,15,12,6,2,9
Bernie Sanders,,8,0,26,16,13,8,2,2,9
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,9
Vanessa L Brown,,,,1,0,0,0,0,0,9
Wanda Logan,,,,,1,0,0,0,0,9
Darryl Thomas,,,,,,0,0,0,0,9
Ray Bailey,,,,,,,0,0,0,9
Movita Johnson Harrell,,,,,,,,0,0,9
Ted Smith,,,,,,,,,0,9
Total,133,75,0,71,47,28,20,8,4,9
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,10
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Darryl Thomas,Movita Johnson Harrell,Ray Bailey,Ted Smith,10
Hillary Clinton,18,0,0,37,28,11,9,8,2,10
Bernie Sanders,,5,0,10,15,10,11,9,0,10
Roque Rocky De La Fuente,,,0,0,0,0,1,0,0,10
Vanessa L Brown,,,,0,0,0,0,0,0,10
Wanda Logan,,,,,0,0,0,0,0,10
Darryl Thomas,,,,,,3,0,0,0,10
Movita Johnson Harrell,,,,,,,0,0,0,10
Ray Bailey,,,,,,,,0,0,10
Ted Smith,,,,,,,,,0,10
Total,113,60,1,47,43,24,21,17,2,10
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,11
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,11
Hillary Clinton,22,0,0,69,40,22,10,7,3,11
Bernie Sanders,,7,0,18,11,12,7,6,1,11
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,11
Vanessa L Brown,,,,1,0,0,0,0,0,11
Wanda Logan,,,,,0,0,0,0,0,11
Movita Johnson Harrell,,,,,,1,0,0,0,11
Ray Bailey,,,,,,,0,0,0,11
Darryl Thomas,,,,,,,,0,0,11
Ted Smith,,,,,,,,,0,11
Total,173,62,0,88,51,35,17,13,4,11
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,12
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,12
Hillary Clinton,18,0,0,32,30,13,6,4,0,12
Bernie Sanders,,3,0,9,6,3,1,3,2,12
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,12
Wanda Logan,,,,0,0,0,0,0,0,12
Vanessa L Brown,,,,,0,0,0,0,0,12
Movita Johnson Harrell,,,,,,1,0,0,0,12
Darryl Thomas,,,,,,,0,0,0,12
Ray Bailey,,,,,,,,0,0,12
Ted Smith,,,,,,,,,0,12
Total,103,27,0,41,36,17,7,7,2,12
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,13
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Darryl Thomas,Movita Johnson Harrell,Ray Bailey,Ted Smith,13
Hillary Clinton,40,0,0,50,36,7,4,4,3,13
Bernie Sanders,,5,0,15,10,3,5,4,2,13
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,13
Vanessa L Brown,,,,0,0,0,0,0,0,13
Wanda Logan,,,,,1,0,0,0,0,13
Darryl Thomas,,,,,,0,0,0,0,13
Movita Johnson Harrell,,,,,,,0,0,0,13
Ray Bailey,,,,,,,,0,0,13
Ted Smith,,,,,,,,,0,13
Total,144,44,0,65,47,10,9,8,5,13
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,14
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,14
Hillary Clinton,28,0,0,60,34,15,9,6,4,14
Bernie Sanders,,8,0,18,15,17,5,4,1,14
Roque Rocky De La Fuente,,,0,0,1,0,0,0,0,14
Vanessa L Brown,,,,0,0,0,0,0,0,14
Wanda Logan,,,,,1,0,0,0,0,14
Movita Johnson Harrell,,,,,,1,0,0,0,14
Ray Bailey,,,,,,,0,0,0,14
Darryl Thomas,,,,,,,,0,0,14
Ted Smith,,,,,,,,,0,14
Total,156,68,1,78,51,33,14,10,5,14
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,15
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,15
Hillary Clinton,28,0,0,44,39,9,10,8,0,15
Bernie Sanders,,16,0,19,21,7,4,6,2,15
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,15
Vanessa L Brown,,,,1,0,0,0,0,0,15
Wanda Logan,,,,,0,0,0,0,0,15
Ray Bailey,,,,,,0,0,0,0,15
Darryl Thomas,,,,,,,0,0,0,15
Movita Johnson Harrell,,,,,,,,0,0,15
Ted Smith,,,,,,,,,0,15
Total,138,75,0,64,60,16,14,14,2,15
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,16
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Wanda Logan,Vanessa L Brown,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,16
Hillary Clinton,14,0,0,55,30,11,12,5,0,16
Bernie Sanders,,12,0,17,16,7,2,2,0,16
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,16
Wanda Logan,,,,3,0,0,0,0,0,16
Vanessa L Brown,,,,,0,0,0,0,0,16
Darryl Thomas,,,,,,1,0,0,0,16
Ray Bailey,,,,,,,0,0,0,16
Movita Johnson Harrell,,,,,,,,0,0,16
Ted Smith,,,,,,,,,0,16
Total,127,56,0,75,46,19,14,7,0,16
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,17
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Wanda Logan,Vanessa L Brown,Darryl Thomas,Ray Bailey,Ted Smith,Movita Johnson Harrell,17
Hillary Clinton,11,0,0,44,38,10,9,3,1,17
Bernie Sanders,,4,0,22,12,6,4,2,4,17
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,17
Wanda Logan,,,,0,0,0,0,0,0,17
Vanessa L Brown,,,,,1,0,0,0,0,17
Darryl Thomas,,,,,,1,0,0,0,17
Ray Bailey,,,,,,,0,0,0,17
Ted Smith,,,,,,,,1,0,17
Movita Johnson Harrell,,,,,,,,,0,17
Total,116,54,0,66,51,17,13,6,5,17
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,18
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Ray Bailey,Ted Smith,Darryl Thomas,Movita Johnson Harrell,18
Hillary Clinton,13,0,0,43,21,10,8,8,6,18
Bernie Sanders,,4,0,11,10,11,5,3,4,18
Roque Rocky De La Fuente,,,0,0,0,0,1,0,0,18
Vanessa L Brown,,,,0,0,0,0,0,0,18
Wanda Logan,,,,,0,0,0,0,0,18
Ray Bailey,,,,,,0,0,0,0,18
Ted Smith,,,,,,,0,0,0,18
Darryl Thomas,,,,,,,,0,0,18
Movita Johnson Harrell,,,,,,,,,0,18
Total,109,48,1,54,31,21,14,11,10,18
,President Of The United States - Democrat,,,Representative In The General Assembly 190th District - Democrat,,,,,,19
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,19
Hillary Clinton,14,0,0,71,45,14,12,3,1,19
Bernie Sanders,,7,0,22,9,11,2,3,4,19
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,19
Vanessa L Brown,,,,2,0,0,0,0,0,19
Wanda Logan,,,,,0,0,0,0,0,19
Movita Johnson Harrell,,,,,,1,0,0,0,19
Ray Bailey,,,,,,,0,0,0,19
Darryl Thomas,,,,,,,,1,0,19
Ted Smith,,,,,,,,,0,19
Total,160,58,0,95,54,26,14,7,5,19
