col_1,col_2,col_3,division
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,All
,Pat Toomey,Ross Feinberg,All
Pat Toomey,117,460,All
Ross Feinberg,,41,All
Total,577,501,All
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,1
,Pat Toomey,Ross Feinberg,1
Pat Toomey,2,13,1
Ross Feinberg,,0,1
Total,15,13,1
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,2
,Pat Toomey,Ross Feinberg,2
Pat Toomey,3,7,2
Ross Feinberg,,1,2
Total,10,8,2
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,3
,Pat Toomey,Ross Feinberg,3
Pat Toomey,2,12,3
Ross Feinberg,,1,3
Total,14,13,3
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,4
,Pat Toomey,Ross Feinberg,4
Pat Toomey,6,22,4
Ross Feinberg,,0,4
Total,28,22,4
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,5
,Pat Toomey,Ross Feinberg,5
Pat Toomey,5,11,5
Ross Feinberg,,1,5
Total,16,12,5
,Senator In The General Assembly 5th District - Republican,United States Senator - Republican,6
,Ross Feinberg,Pat Toomey,6
Ross Feinberg,3,20,6
Pat Toomey,,2,6
Total,23,22,6
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,7
,Pat Toomey,Ross Feinberg,7
Pat Toomey,5,13,7
Ross Feinberg,,1,7
Total,18,14,7
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,8
,Pat Toomey,Ross Feinberg,8
Pat Toomey,4,18,8
Ross Feinberg,,2,8
Total,22,20,8
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,9
,Pat Toomey,Ross Feinberg,9
Pat Toomey,3,15,9
Ross Feinberg,,1,9
Total,18,16,9
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,10
,Pat Toomey,Ross Feinberg,10
Pat Toomey,7,16,10
Ross Feinberg,,1,10
Total,23,17,10
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,11
,Pat Toomey,Ross Feinberg,11
Pat Toomey,4,19,11
Ross Feinberg,,4,11
Total,23,23,11
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,12
,Pat Toomey,Ross Feinberg,12
Pat Toomey,1,24,12
Ross Feinberg,,0,12
Total,25,24,12
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,13
,Pat Toomey,Ross Feinberg,13
Pat Toomey,7,33,13
Ross Feinberg,,3,13
Total,40,36,13
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,14
,Pat Toomey,Ross Feinberg,14
Pat Toomey,7,14,14
Ross Feinberg,,2,14
Total,21,16,14
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,15
,Pat Toomey,Ross Feinberg,15
Pat Toomey,5,18,15
Ross Feinberg,,1,15
Total,23,19,15
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,16
,Pat Toomey,Ross Feinberg,16
Pat Toomey,5,12,16
Ross Feinberg,,0,16
Total,17,12,16
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,17
,Pat Toomey,Ross Feinberg,17
Pat Toomey,4,26,17
Ross Feinberg,,1,17
Total,30,27,17
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,18
,Pat Toomey,Ross Feinberg,18
Pat Toomey,4,18,18
Ross Feinberg,,4,18
Total,22,22,18
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,19
,Pat Toomey,Ross Feinberg,19
Pat Toomey,9,24,19
Ross Feinberg,,2,19
Total,33,26,19
,Senator In The General Assembly 5th District - Republican,United States Senator - Republican,20
,Ross Feinberg,Pat Toomey,20
Ross Feinberg,3,12,20
Pat Toomey,,2,20
Total,15,14,20
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,21
,Pat Toomey,Ross Feinberg,21
Pat Toomey,5,25,21
Ross Feinberg,,1,21
Total,30,26,21
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,22
,Pat Toomey,Ross Feinberg,22
Pat Toomey,6,6,22
Ross Feinberg,,2,22
Total,12,8,22
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,23
,Pat Toomey,Ross Feinberg,23
Pat Toomey,7,26,23
Ross Feinberg,,1,23
Total,33,27,23
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,24
,Pat Toomey,Ross Feinberg,24
Pat Toomey,5,17,24
Ross Feinberg,,2,24
Total,22,19,24
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,25
,Pat Toomey,Ross Feinberg,25
Pat Toomey,4,28,25
Ross Feinberg,,3,25
Total,32,31,25
,United States Senator - Republican,Senator In The General Assembly 5th District - Republican,26
,Pat Toomey,Ross Feinberg,26
Pat Toomey,3,11,26
Ross Feinberg,,1,26
Total,14,12,26
