col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,H Douglass Brown,Thaddeus Kirkland,Peter Cutty,Amanda Mcillmurray,Blake Rutherford,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Cathy Brady,Ryan N Boyer,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
H Douglass Brown,16,172,630,613,138,559,533,531,100,108,136,97,97,100,100,59,238,231,286,115,All
Thaddeus Kirkland,,23,167,143,557,111,100,92,422,458,419,414,427,434,379,365,289,214,156,184,All
Peter Cutty,,,8,544,127,502,489,486,96,101,131,95,96,90,101,66,189,189,224,83,All
Amanda Mcillmurray,,,,3,110,569,542,533,116,115,151,113,105,109,110,79,208,194,200,57,All
Blake Rutherford,,,,,6,79,71,65,372,402,388,391,395,381,359,341,249,167,122,103,All
Kat Richter,,,,,,1,527,518,104,85,121,73,89,86,91,67,175,179,184,45,All
Katherine Hunter Snyder,,,,,,,1,499,88,77,108,72,75,80,91,63,173,160,181,45,All
Jacob Adeniran,,,,,,,,0,91,71,107,60,73,76,80,62,168,162,174,40,All
Maria Quinones Sanchez,,,,,,,,,7,395,380,380,364,392,388,358,225,152,64,53,All
Anne Wakabayashi,,,,,,,,,,1,408,399,401,404,367,343,230,147,65,53,All
Jennifer Lentz,,,,,,,,,,,0,393,391,385,377,348,219,155,70,52,All
Cathy Brady,,,,,,,,,,,,0,373,385,367,348,218,138,58,52,All
Ryan N Boyer,,,,,,,,,,,,,0,373,355,335,203,149,68,48,All
Leanne Krueger Braneky,,,,,,,,,,,,,,0,356,345,203,138,70,51,All
Angel Cruz,,,,,,,,,,,,,,,4,347,202,138,56,45,All
Ted Kirsch,,,,,,,,,,,,,,,,0,183,124,49,40,All
Katie Mcginty,,,,,,,,,,,,,,,,,82,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,78,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,68,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,33,All
Total,919,910,721,686,686,611,583,568,529,523,516,492,492,491,473,419,631,530,528,324,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Blake Rutherford,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Cathy Brady,Angel Cruz,Leanne Krueger Braneky,Ryan N Boyer,Jennifer Lentz,Maria Quinones Sanchez,Ted Kirsch,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,1
Thaddeus Kirkland,0,6,6,6,31,33,4,3,2,27,25,26,26,23,24,22,15,19,6,4,1
H Douglass Brown,,0,35,36,10,5,30,31,30,6,7,7,4,6,6,4,18,11,10,3,1
Peter Cutty,,,0,33,10,5,28,31,31,5,6,6,5,6,4,5,17,9,9,3,1
Amanda Mcillmurray,,,,0,9,5,30,31,29,6,7,7,4,5,6,5,15,10,9,3,1
Anne Wakabayashi,,,,,0,28,7,6,6,28,27,27,27,26,25,24,15,15,4,2,1
Blake Rutherford,,,,,,0,3,2,2,24,25,23,24,21,22,22,11,16,6,1,1
Kat Richter,,,,,,,0,30,27,4,4,4,1,4,5,3,14,10,8,2,1
Katherine Hunter Snyder,,,,,,,,0,30,3,3,4,2,4,4,5,15,8,8,3,1
Jacob Adeniran,,,,,,,,,0,1,4,5,3,3,4,5,14,8,8,2,1
Cathy Brady,,,,,,,,,,0,25,23,23,22,23,22,11,12,4,1,1
Angel Cruz,,,,,,,,,,,0,23,23,20,24,25,10,13,4,1,1
Leanne Krueger Braneky,,,,,,,,,,,,0,24,20,22,23,11,10,4,2,1
Ryan N Boyer,,,,,,,,,,,,,0,23,22,24,11,12,3,2,1
Jennifer Lentz,,,,,,,,,,,,,,0,19,20,12,11,2,2,1
Maria Quinones Sanchez,,,,,,,,,,,,,,,0,23,9,13,3,1,1
Ted Kirsch,,,,,,,,,,,,,,,,0,10,12,3,1,1
Joe Sestak,,,,,,,,,,,,,,,,,2,0,0,0,1
Katie Mcginty,,,,,,,,,,,,,,,,,,3,0,0,1
John Fetterman,,,,,,,,,,,,,,,,,,,3,0,1
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,0,1
Total,46,42,38,37,37,35,34,34,32,30,29,29,29,28,27,27,34,34,19,7,1
