col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Elaine Tomlin,Michael J Rahming,Charles Quann,Louis Farinella,Mike Stack,W Gerard Oleksiak,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,All
Allyson Y Schwartz,61,"1,542","1,513","1,257",564,"1,136","1,072","1,038",971,366,259,254,244,194,"1,001",356,419,308,All
Betsy May Kilkenny,,18,"1,436","1,152",467,"1,070","1,024",969,919,275,173,176,165,119,827,238,240,200,All
Val Arkoosh,,,9,"1,116",468,"1,062","1,001",948,917,263,171,163,138,120,803,233,250,180,All
Elaine Tomlin,,,,74,322,"1,084","1,036","1,011",938,313,212,217,206,160,851,245,145,128,All
Michael J Rahming,,,,,31,263,218,202,174,592,517,466,425,402,313,269,264,290,All
Charles Quann,,,,,,2,"1,020",952,927,233,167,158,140,106,711,192,114,102,All
Louis Farinella,,,,,,,0,915,892,198,125,116,103,71,691,161,102,88,All
Mike Stack,,,,,,,,2,916,194,128,156,143,105,689,185,90,84,All
W Gerard Oleksiak,,,,,,,,,1,151,102,125,112,90,659,128,93,85,All
Mark B Cohen,,,,,,,,,,4,540,483,447,409,264,231,101,157,All
Henry Albert,,,,,,,,,,,2,470,432,405,209,163,77,140,All
Linda A Fields,,,,,,,,,,,,2,440,419,224,173,81,114,All
Melissa Robbins,,,,,,,,,,,,,2,411,215,141,63,122,All
Bev Hahn,,,,,,,,,,,,,,0,174,127,59,109,All
Katie Mcginty,,,,,,,,,,,,,,,140,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,102,0,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,92,0,All
John Fetterman,,,,,,,,,,,,,,,,,,80,All
Total,"2,381","1,733","1,681","1,578","1,246","1,236","1,150","1,140","1,051",815,637,632,571,494,"1,488",745,704,671,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Allyson Y Schwartz,Val Arkoosh,Betsy May Kilkenny,Elaine Tomlin,Louis Farinella,Michael J Rahming,Charles Quann,W Gerard Oleksiak,Mike Stack,Mark B Cohen,Linda A Fields,Henry Albert,Bev Hahn,Melissa Robbins,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Allyson Y Schwartz,3,65,61,50,42,16,39,38,37,15,9,10,12,10,41,15,17,13,1
Val Arkoosh,,0,60,48,40,17,37,38,36,14,9,9,11,9,35,8,12,7,1
Betsy May Kilkenny,,,0,43,39,11,38,36,33,9,2,2,4,2,33,8,11,5,1
Elaine Tomlin,,,,6,40,12,39,36,34,11,8,9,10,7,30,12,7,4,1
Louis Farinella,,,,,0,5,38,36,35,5,5,4,4,3,28,7,4,2,1
Michael J Rahming,,,,,,0,5,6,4,26,20,23,20,19,10,10,12,8,1
Charles Quann,,,,,,,0,34,32,6,2,2,4,1,22,9,3,2,1
