col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Kevin J Boyle,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mike Stack,Mark B Cohen,Elaine Tomlin,Louis Farinella,Charles Quann,Linda A Fields,Henry Albert,Melissa Robbins,W Gerard Oleksiak,Bev Hahn,All
Kevin J Boyle,304,"1,534","1,006",950,933,920,828,810,756,733,645,643,629,622,572,All
Allyson Y Schwartz,,57,991,382,928,899,387,817,762,751,238,228,226,633,172,All
Betsy May Kilkenny,,,5,289,881,769,257,789,723,741,149,140,150,614,101,All
Michael J Rahming,,,,16,273,240,713,223,184,172,609,646,571,122,572,All
Val Arkoosh,,,,,1,713,222,716,688,685,127,118,115,590,88,All
Mike Stack,,,,,,3,295,741,690,669,199,176,188,616,143,All
Mark B Cohen,,,,,,,7,251,209,195,639,670,606,121,575,All
Elaine Tomlin,,,,,,,,1,706,718,157,143,146,601,107,All
Louis Farinella,,,,,,,,,11,678,105,109,101,581,81,All
Charles Quann,,,,,,,,,,1,100,100,99,582,65,All
Linda A Fields,,,,,,,,,,,0,619,611,82,608,All
Henry Albert,,,,,,,,,,,,1,587,72,578,All
Melissa Robbins,,,,,,,,,,,,,1,74,580,All
W Gerard Oleksiak,,,,,,,,,,,,,,0,59,All
Bev Hahn,,,,,,,,,,,,,,,1,All
Total,"2,663","1,710","1,108","1,072","1,024","1,014",961,898,851,815,751,748,717,684,664,All
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Kevin J Boyle,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Val Arkoosh,Betsy May Kilkenny,Mike Stack,Henry Albert,Linda A Fields,Bev Hahn,Louis Farinella,Melissa Robbins,Elaine Tomlin,Charles Quann,W Gerard Oleksiak,1
Kevin J Boyle,14,70,67,48,45,44,42,40,40,39,38,35,36,33,28,1
Allyson Y Schwartz,,1,27,20,40,40,38,12,13,12,32,12,32,31,26,1
Michael J Rahming,,,0,49,20,19,19,44,42,43,16,35,15,14,10,1
Mark B Cohen,,,,1,16,15,17,41,40,38,10,33,11,10,5,1
Val Arkoosh,,,,,1,38,30,8,9,7,27,7,29,27,23,1
Betsy May Kilkenny,,,,,,0,30,7,8,6,31,5,32,31,25,1
Mike Stack,,,,,,,0,9,12,8,28,8,26,26,23,1
Henry Albert,,,,,,,,0,38,39,7,33,5,5,2,1
Linda A Fields,,,,,,,,,0,41,5,35,6,6,4,1
Bev Hahn,,,,,,,,,,0,6,35,4,3,4,1
Louis Farinella,,,,,,,,,,,0,5,32,29,24,1
