col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Mike Stack,Val Arkoosh,Mark B Cohen,Elaine Tomlin,Louis Farinella,Charles Quann,Linda A Fields,Henry Albert,Melissa Robbins,W Gerard Oleksiak,Bev Hahn,All
Allyson Y Schwartz,536,"1,259",491,"1,148","1,174",491,"1,043",971,953,316,299,289,815,233,All
Betsy May Kilkenny,,64,358,983,"1,105",311,"1,003",920,933,186,174,178,791,125,All
Michael J Rahming,,,200,301,344,900,280,235,219,772,827,733,152,734,All
Mike Stack,,,,27,895,362,949,880,855,256,225,238,800,189,All
Val Arkoosh,,,,,46,272,902,871,866,160,152,140,746,111,All
Mark B Cohen,,,,,,45,308,253,238,811,853,768,157,736,All
Elaine Tomlin,,,,,,,4,897,908,197,180,181,771,135,All
Louis Farinella,,,,,,,,19,865,132,139,124,745,101,All
Charles Quann,,,,,,,,,6,126,128,123,739,85,All
Linda A Fields,,,,,,,,,,6,792,786,112,779,All
Henry Albert,,,,,,,,,,,1,754,92,745,All
Melissa Robbins,,,,,,,,,,,,9,96,747,All
W Gerard Oleksiak,,,,,,,,,,,,,2,80,All
Bev Hahn,,,,,,,,,,,,,,4,All
Total,"2,170","1,414","1,361","1,293","1,288","1,212","1,140","1,078","1,035",961,956,911,883,851,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Val Arkoosh,Betsy May Kilkenny,Mike Stack,Henry Albert,Linda A Fields,Bev Hahn,Louis Farinella,Melissa Robbins,Elaine Tomlin,Charles Quann,W Gerard Oleksiak,1
Allyson Y Schwartz,17,27,20,40,40,38,12,13,12,32,12,32,31,26,1
Michael J Rahming,,11,49,20,19,19,44,42,43,16,35,15,14,10,1
Mark B Cohen,,,2,16,15,17,41,40,38,10,33,11,10,5,1
Val Arkoosh,,,,5,38,30,8,9,7,27,7,29,27,23,1
Betsy May Kilkenny,,,,,2,30,7,8,6,31,5,32,31,25,1
Mike Stack,,,,,,0,9,12,8,28,8,26,26,23,1
Henry Albert,,,,,,,0,38,39,7,33,5,5,2,1
Linda A Fields,,,,,,,,0,41,5,35,6,6,4,1
Bev Hahn,,,,,,,,,0,6,35,4,3,4,1
Louis Farinella,,,,,,,,,,1,5,32,29,24,1
Melissa Robbins,,,,,,,,,,,0,5,4,3,1
Elaine Tomlin,,,,,,,,,,,,1,31,24,1
Charles Quann,,,,,,,,,,,,,0,24,1
W Gerard Oleksiak,,,,,,,,,,,,,,0,1
Total,74,73,54,47,46,46,45,45,44,39,39,38,34,29,1
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,2
,Michael J Rahming,Allyson Y Schwartz,Mark B Cohen,Henry Albert,Linda A Fields,Bev Hahn,Betsy May Kilkenny,Mike Stack,Val Arkoosh,Elaine Tomlin,Charles Quann,Louis Farinella,Melissa Robbins,W Gerard Oleksiak,2
Michael J Rahming,10,24,52,47,42,40,15,18,9,15,8,8,25,7,2
Allyson Y Schwartz,,13,20,15,14,11,35,34,35,33,27,26,9,24,2
Mark B Cohen,,,2,46,43,40,13,18,7,15,9,10,26,7,2
Henry Albert,,,,0,42,39,8,12,4,10,5,6,24,5,2
Linda A Fields,,,,,0,41,7,13,3,10,6,6,21,6,2
Bev Hahn,,,,,,2,4,9,0,7,4,2,20,3,2
Betsy May Kilkenny,,,,,,,3,27,30,29,25,21,7,21,2
Mike Stack,,,,,,,,1,24,31,24,23,7,22,2
Val Arkoosh,,,,,,,,,2,25,22,22,3,19,2
Elaine Tomlin,,,,,,,,,,0,27,23,5,22,2
Charles Quann,,,,,,,,,,,0,22,2,23,2
Louis Farinella,,,,,,,,,,,,0,3,18,2
Melissa Robbins,,,,,,,,,,,,,1,2,2
W Gerard Oleksiak,,,,,,,,,,,,,,0,2
Total,70,67,60,50,48,44,41,39,38,36,30,28,28,26,2
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,3
,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Linda A Fields,Mike Stack,Melissa Robbins,Betsy May Kilkenny,Henry Albert,Elaine Tomlin,Val Arkoosh,Bev Hahn,Charles Quann,Louis Farinella,W Gerard Oleksiak,3
Allyson Y Schwartz,24,20,23,17,53,16,54,11,50,46,10,40,37,37,3
Michael J Rahming,,6,54,51,12,50,13,51,16,12,42,11,7,8,3
Mark B Cohen,,,1,51,19,49,15,52,17,12,43,13,9,10,3
Linda A Fields,,,,0,14,52,10,50,13,8,45,7,2,5,3
Mike Stack,,,,,2,13,46,9,46,36,9,37,35,36,3
Melissa Robbins,,,,,,0,10,48,13,7,46,9,4,6,3
Betsy May Kilkenny,,,,,,,1,5,47,44,5,39,36,36,3
Henry Albert,,,,,,,,0,8,6,43,5,3,3,3
Elaine Tomlin,,,,,,,,,0,42,6,41,36,38,3
Val Arkoosh,,,,,,,,,,3,4,37,33,33,3
Bev Hahn,,,,,,,,,,,0,2,2,3,3
Charles Quann,,,,,,,,,,,,0,33,34,3
Louis Farinella,,,,,,,,,,,,,1,31,3
W Gerard Oleksiak,,,,,,,,,,,,,,0,3
Total,91,70,66,60,59,58,57,56,53,50,48,44,41,40,3
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,4
,Allyson Y Schwartz,Mike Stack,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mark B Cohen,Louis Farinella,Elaine Tomlin,Bev Hahn,Linda A Fields,Henry Albert,Charles Quann,Melissa Robbins,W Gerard Oleksiak,4
Allyson Y Schwartz,21,56,59,21,52,20,46,46,18,20,19,39,17,38,4
Mike Stack,,3,45,16,41,17,44,42,13,14,14,36,13,37,4
Betsy May Kilkenny,,,0,14,47,12,44,42,10,10,8,39,8,37,4
Michael J Rahming,,,,9,15,38,11,13,36,34,34,10,33,8,4
Val Arkoosh,,,,,2,13,38,38,11,10,9,37,8,36,4
Mark B Cohen,,,,,,2,9,13,37,35,40,7,38,6,4
Louis Farinella,,,,,,,0,39,8,9,5,36,6,37,4
Elaine Tomlin,,,,,,,,0,9,11,12,36,10,35,4
Bev Hahn,,,,,,,,,0,40,37,7,38,4,4
Linda A Fields,,,,,,,,,,0,37,5,39,4,4
Henry Albert,,,,,,,,,,,0,4,38,2,4
Charles Quann,,,,,,,,,,,,1,4,36,4
Melissa Robbins,,,,,,,,,,,,,0,1,4
W Gerard Oleksiak,,,,,,,,,,,,,,0,4
Total,97,62,61,58,58,51,49,48,45,45,44,43,42,40,4
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,5
,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Mike Stack,Elaine Tomlin,Louis Farinella,Michael J Rahming,Charles Quann,Mark B Cohen,W Gerard Oleksiak,Henry Albert,Bev Hahn,Melissa Robbins,Linda A Fields,5
Allyson Y Schwartz,21,48,44,40,41,39,11,37,12,32,10,5,7,7,5
Betsy May Kilkenny,,3,40,37,36,35,7,37,6,28,7,4,5,5,5
Val Arkoosh,,,1,31,35,33,10,33,5,25,6,5,3,3,5
Mike Stack,,,,4,37,36,3,34,7,31,8,6,7,7,5
Elaine Tomlin,,,,,0,38,5,36,5,31,6,5,5,4,5
Louis Farinella,,,,,,0,6,34,7,29,6,5,4,4,5
Michael J Rahming,,,,,,,6,4,27,1,25,19,16,16,5
Charles Quann,,,,,,,,0,5,28,7,4,5,4,5
Mark B Cohen,,,,,,,,,1,2,27,18,18,18,5
W Gerard Oleksiak,,,,,,,,,,1,2,2,3,2,5
Henry Albert,,,,,,,,,,,0,21,20,20,5
Bev Hahn,,,,,,,,,,,,0,19,18,5
Melissa Robbins,,,,,,,,,,,,,1,19,5
Linda A Fields,,,,,,,,,,,,,,0,5
Total,82,52,48,46,44,43,41,39,35,34,32,24,24,23,5
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,6
,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Mark B Cohen,Val Arkoosh,Linda A Fields,Melissa Robbins,Henry Albert,Bev Hahn,Mike Stack,Elaine Tomlin,Louis Farinella,Charles Quann,W Gerard Oleksiak,6
Allyson Y Schwartz,26,22,51,19,50,15,14,12,12,39,39,35,34,26,6
Michael J Rahming,,9,20,47,16,44,44,43,43,9,12,9,11,6,6
Betsy May Kilkenny,,,7,12,48,8,9,6,9,33,38,34,37,25,6
Mark B Cohen,,,,0,9,50,45,45,41,13,13,11,9,7,6
Val Arkoosh,,,,,4,6,5,4,5,31,36,34,34,26,6
Linda A Fields,,,,,,0,45,47,43,10,8,6,4,5,6
Melissa Robbins,,,,,,,1,44,45,9,7,5,4,4,6
Henry Albert,,,,,,,,0,43,7,7,6,5,4,6
Bev Hahn,,,,,,,,,0,7,7,6,6,4,6
Mike Stack,,,,,,,,,,1,33,31,29,25,6
Elaine Tomlin,,,,,,,,,,,0,32,34,25,6
Louis Farinella,,,,,,,,,,,,3,32,22,6
Charles Quann,,,,,,,,,,,,,1,23,6
W Gerard Oleksiak,,,,,,,,,,,,,,0,6
Total,94,71,64,61,58,53,52,49,47,46,45,43,41,29,6
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,7
