col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Maria Quinones Sanchez,Anne Wakabayashi,Peter Cutty,Jennifer Lentz,Ryan N Boyer,Leanne Krueger Braneky,Angel Cruz,Cathy Brady,Amanda Mcillmurray,Ted Kirsch,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,48,"1,063",301,765,791,278,735,738,741,686,687,224,633,168,162,119,689,305,242,319,All
Blake Rutherford,,19,254,671,723,244,710,710,666,653,657,187,608,139,130,95,553,229,159,188,All
H Douglass Brown,,,39,172,148,739,201,177,139,157,149,653,102,588,546,523,328,259,278,186,All
Maria Quinones Sanchez,,,,65,688,163,658,634,688,680,633,186,632,158,163,139,472,226,96,107,All
Anne Wakabayashi,,,,,1,145,686,685,711,630,639,156,595,115,117,81,448,212,92,91,All
Peter Cutty,,,,,,8,196,170,144,162,132,594,107,541,509,496,266,204,211,145,All
Jennifer Lentz,,,,,,,1,681,661,666,645,217,609,168,161,127,442,204,85,104,All
Ryan N Boyer,,,,,,,,0,639,631,631,176,585,147,124,104,424,202,84,84,All
Leanne Krueger Braneky,,,,,,,,,2,641,619,158,598,117,124,94,414,196,88,91,All
Angel Cruz,,,,,,,,,,1,634,165,613,142,152,128,421,192,83,83,All
Cathy Brady,,,,,,,,,,,1,161,577,115,118,92,410,183,78,80,All
Amanda Mcillmurray,,,,,,,,,,,,0,107,602,550,522,268,205,172,89,All
Ted Kirsch,,,,,,,,,,,,,3,104,116,93,417,164,70,66,All
Kat Richter,,,,,,,,,,,,,,0,521,508,236,179,151,72,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,3,477,239,174,133,64,All
Jacob Adeniran,,,,,,,,,,,,,,,,0,215,153,131,53,All
Katie Mcginty,,,,,,,,,,,,,,,,,167,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,91,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,56,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,51,All
Total,"1,728","1,259","1,143","1,020",887,884,871,836,835,821,793,767,753,671,634,581,"1,269",687,590,535,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Maria Quinones Sanchez,Peter Cutty,Anne Wakabayashi,Amanda Mcillmurray,Cathy Brady,Jennifer Lentz,Ted Kirsch,Angel Cruz,Jacob Adeniran,Leanne Krueger Braneky,Kat Richter,Katherine Hunter Snyder,Ryan N Boyer,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,1
Thaddeus Kirkland,1,44,12,29,11,30,9,29,28,27,27,7,26,7,10,19,23,18,17,9,1
Blake Rutherford,,2,9,22,8,26,5,24,24,23,23,4,23,4,6,17,17,12,14,6,1
H Douglass Brown,,,5,9,33,3,30,3,7,6,6,27,3,26,25,3,15,13,4,12,1
Maria Quinones Sanchez,,,,6,8,23,10,24,24,25,25,10,24,6,9,13,21,10,4,3,1
Peter Cutty,,,,,0,3,23,3,8,6,7,23,3,23,20,2,13,10,7,7,1
Anne Wakabayashi,,,,,,0,4,26,25,24,22,3,26,4,5,19,14,10,5,4,1
Amanda Mcillmurray,,,,,,,0,5,6,7,6,27,5,24,24,3,13,13,0,6,1
Cathy Brady,,,,,,,,0,24,25,24,3,24,2,3,17,16,11,4,1,1
Jennifer Lentz,,,,,,,,,0,23,29,5,23,5,6,17,14,11,5,2,1
Ted Kirsch,,,,,,,,,,0,23,6,25,4,6,17,15,9,4,3,1
Angel Cruz,,,,,,,,,,,0,5,23,3,5,15,14,10,4,2,1
Jacob Adeniran,,,,,,,,,,,,0,5,23,23,2,12,11,1,6,1
Leanne Krueger Braneky,,,,,,,,,,,,,0,3,4,17,11,10,4,4,1
Kat Richter,,,,,,,,,,,,,,0,22,2,10,11,2,5,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,3,11,10,2,5,1
Ryan N Boyer,,,,,,,,,,,,,,,,0,8,9,4,1,1
Katie Mcginty,,,,,,,,,,,,,,,,,6,0,0,0,1
Joe Sestak,,,,,,,,,,,,,,,,,,5,0,0,1
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,7,0,1
John Fetterman,,,,,,,,,,,,,,,,,,,,2,1
Total,72,54,51,45,39,33,32,32,32,31,30,30,29,28,28,22,49,35,30,25,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,2
,Maria Quinones Sanchez,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Katherine Hunter Snyder,Amanda Mcillmurray,Peter Cutty,Leanne Krueger Braneky,Jacob Adeniran,Cathy Brady,Ryan N Boyer,Jennifer Lentz,Kat Richter,Ted Kirsch,Angel Cruz,Anne Wakabayashi,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Maria Quinones Sanchez,12,18,8,17,7,6,4,18,5,17,15,17,2,16,16,14,26,11,3,5,2
Thaddeus Kirkland,,3,11,27,7,7,8,17,5,18,17,15,3,15,16,16,19,12,8,6,2
H Douglass Brown,,,3,9,20,21,24,7,18,6,5,7,18,6,4,4,8,8,10,7,2
