col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Eugene A Depasquale,Thaddeus Kirkland,Blake Rutherford,Angel Cruz,Anne Wakabayashi,Maria Quinones Sanchez,Jennifer Lentz,Leanne Krueger Braneky,Ryan N Boyer,Ted Kirsch,Cathy Brady,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Jacob Adeniran,Kat Richter,Katherine Hunter Snyder,All
Eugene A Depasquale,31,241,183,152,158,149,154,148,148,141,143,84,81,61,51,51,47,All
Thaddeus Kirkland,,14,177,146,152,148,150,151,145,139,143,33,45,28,22,15,23,All
Blake Rutherford,,,5,131,140,131,136,132,135,128,129,27,27,15,10,11,13,All
Angel Cruz,,,,19,136,146,140,142,136,137,131,14,26,20,20,11,24,All
Anne Wakabayashi,,,,,0,135,141,142,146,136,141,20,24,18,13,14,14,All
Maria Quinones Sanchez,,,,,,3,135,139,130,137,131,9,18,15,13,7,13,All
Jennifer Lentz,,,,,,,0,141,140,130,134,19,31,26,22,13,24,All
Leanne Krueger Braneky,,,,,,,,0,135,132,134,10,21,17,12,6,15,All
Ryan N Boyer,,,,,,,,,1,136,136,21,24,17,14,15,15,All
Ted Kirsch,,,,,,,,,,0,131,11,16,11,9,11,14,All
Cathy Brady,,,,,,,,,,,1,13,16,10,8,6,10,All
H Douglass Brown,,,,,,,,,,,,8,63,46,40,45,36,All
Peter Cutty,,,,,,,,,,,,,1,51,45,41,43,All
Amanda Mcillmurray,,,,,,,,,,,,,,0,49,46,44,All
Jacob Adeniran,,,,,,,,,,,,,,,1,44,44,All
Kat Richter,,,,,,,,,,,,,,,,0,37,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,All
Total,359,269,203,189,167,167,161,158,157,152,150,101,92,68,58,56,54,All
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,17
