col_1,col_2,col_3,col_4,division
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 175th District - Democrat,,All
,Robert A Brady,Sean Sullivan,Michael H Obrien,All
Robert A Brady,146,843,765,All
Sean Sullivan,,138,0,All
Michael H Obrien,,,115,All
Total,"1,754",981,880,All
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 175th District - Democrat,,1
,Robert A Brady,Michael H Obrien,Sean Sullivan,1
Robert A Brady,12,90,87,1
Michael H Obrien,,13,0,1
Sean Sullivan,,,15,1
Total,189,103,102,1
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 175th District - Democrat,,15
,Robert A Brady,Sean Sullivan,Michael H Obrien,15
Robert A Brady,26,132,118,15
Sean Sullivan,,22,0,15
Michael H Obrien,,,19,15
Total,276,154,137,15
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 175th District - Democrat,,16
,Robert A Brady,Sean Sullivan,Michael H Obrien,16
Robert A Brady,27,169,153,16
Sean Sullivan,,34,0,16
Michael H Obrien,,,31,16
Total,349,203,184,16
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 175th District - Democrat,,25
,Robert A Brady,Sean Sullivan,Michael H Obrien,25
Robert A Brady,27,131,108,25
Sean Sullivan,,18,0,25
Michael H Obrien,,,10,25
Total,266,149,118,25
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 175th District - Democrat,,26
,Robert A Brady,Sean Sullivan,Michael H Obrien,26
Robert A Brady,24,179,162,26
Sean Sullivan,,26,0,26
Michael H Obrien,,,24,26
Total,365,205,186,26
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 175th District - Democrat,,27
,Robert A Brady,Sean Sullivan,Michael H Obrien,27
Robert A Brady,30,145,134,27
Sean Sullivan,,23,0,27
Michael H Obrien,,,18,27
Total,309,168,152,27
