col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Joe Hohenstein,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,Maria Quinones Sanchez,Cathy Brady,Ted Kirsch,Ryan N Boyer,Leanne Krueger Braneky,Angel Cruz,All
Joe Hohenstein,50,460,426,414,375,363,350,358,295,270,265,264,254,243,244,237,226,All
H Douglass Brown,,7,461,450,423,404,400,90,69,75,70,71,51,53,57,57,36,All
Peter Cutty,,,3,437,410,395,390,87,69,71,69,69,49,58,59,57,40,All
Amanda Mcillmurray,,,,0,444,424,408,78,56,81,74,75,60,59,61,58,48,All
Kat Richter,,,,,0,402,392,59,43,66,59,62,42,53,50,47,38,All
Katherine Hunter Snyder,,,,,,0,378,54,38,54,58,66,44,53,45,46,37,All
Jacob Adeniran,,,,,,,0,53,36,60,53,59,38,50,46,43,36,All
Thaddeus Kirkland,,,,,,,,7,278,239,248,228,231,219,227,221,211,All
Blake Rutherford,,,,,,,,,3,219,221,208,213,203,209,196,195,All
Jennifer Lentz,,,,,,,,,,1,227,226,229,215,212,208,204,All
Anne Wakabayashi,,,,,,,,,,,1,220,224,205,213,214,206,All
Maria Quinones Sanchez,,,,,,,,,,,,2,219,218,203,209,208,All
Cathy Brady,,,,,,,,,,,,,2,214,211,218,206,All
Ted Kirsch,,,,,,,,,,,,,,1,200,201,204,All
Ryan N Boyer,,,,,,,,,,,,,,,1,195,195,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,,1,191,All
Angel Cruz,,,,,,,,,,,,,,,,,1,All
Total,850,551,510,492,451,435,417,386,317,288,283,283,273,261,260,254,241,All
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,6
,Joe Hohenstein,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Leanne Krueger Braneky,Maria Quinones Sanchez,Ryan N Boyer,Angel Cruz,Jennifer Lentz,Ted Kirsch,Cathy Brady,6
Joe Hohenstein,4,94,89,85,80,77,78,40,36,31,28,26,27,27,26,27,24,6
H Douglass Brown,,2,92,90,85,84,85,14,14,9,10,8,9,6,9,8,6,6
Peter Cutty,,,0,92,86,86,87,16,15,12,12,10,12,9,9,10,7,6
Amanda Mcillmurray,,,,0,90,90,88,13,10,11,11,9,11,8,10,9,6,6
Kat Richter,,,,,0,84,82,11,10,11,11,9,10,8,9,9,6,6
Katherine Hunter Snyder,,,,,,0,82,11,8,11,10,7,10,7,7,9,5,6
Jacob Adeniran,,,,,,,0,12,10,12,12,9,10,8,10,9,7,6
Thaddeus Kirkland,,,,,,,,1,32,29,22,20,24,21,22,21,20,6
Blake Rutherford,,,,,,,,,0,25,18,20,22,21,21,20,21,6
Anne Wakabayashi,,,,,,,,,,0,21,20,24,22,18,20,20,6
Leanne Krueger Braneky,,,,,,,,,,,0,21,20,21,21,21,20,6
Maria Quinones Sanchez,,,,,,,,,,,,2,19,21,18,17,19,6
Ryan N Boyer,,,,,,,,,,,,,0,20,17,19,18,6
Angel Cruz,,,,,,,,,,,,,,0,18,22,19,6
Jennifer Lentz,,,,,,,,,,,,,,,0,19,20,6
Ted Kirsch,,,,,,,,,,,,,,,,0,19,6
Cathy Brady,,,,,,,,,,,,,,,,,0,6
Total,134,107,102,98,91,90,89,45,39,32,29,28,28,27,27,27,25,6
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,15
,Joe Hohenstein,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Thaddeus Kirkland,Jacob Adeniran,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,Cathy Brady,Maria Quinones Sanchez,Ryan N Boyer,Ted Kirsch,Angel Cruz,Leanne Krueger Braneky,15
Joe Hohenstein,7,90,81,83,75,69,68,66,50,47,44,43,43,40,38,35,33,15
H Douglass Brown,,2,85,82,76,71,16,66,10,12,11,8,12,6,6,3,7,15
Peter Cutty,,,0,82,77,71,15,65,10,12,10,7,13,8,8,3,7,15
Amanda Mcillmurray,,,,0,84,77,15,70,9,16,14,12,14,10,10,7,9,15
Kat Richter,,,,,0,71,12,66,6,13,10,8,13,8,9,6,7,15
Katherine Hunter Snyder,,,,,,0,10,59,6,9,8,7,13,6,7,5,7,15
Thaddeus Kirkland,,,,,,,2,10,47,42,42,42,38,39,37,34,33,15
Jacob Adeniran,,,,,,,,0,4,10,8,6,11,6,7,5,6,15
Blake Rutherford,,,,,,,,,0,37,36,35,31,34,32,32,27,15
Jennifer Lentz,,,,,,,,,,0,41,39,38,37,36,33,31,15
Anne Wakabayashi,,,,,,,,,,,1,40,35,37,33,35,30,15
Cathy Brady,,,,,,,,,,,,1,34,38,35,37,34,15
Maria Quinones Sanchez,,,,,,,,,,,,,0,31,37,32,31,15
Ryan N Boyer,,,,,,,,,,,,,,0,33,32,29,15
Ted Kirsch,,,,,,,,,,,,,,,1,33,30,15
Angel Cruz,,,,,,,,,,,,,,,,1,28,15
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,0,15
Total,164,105,94,93,84,77,74,71,53,50,49,49,47,45,43,41,38,15
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,16
,Joe Hohenstein,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Thaddeus Kirkland,Katherine Hunter Snyder,Jacob Adeniran,Anne Wakabayashi,Blake Rutherford,Maria Quinones Sanchez,Jennifer Lentz,Cathy Brady,Ryan N Boyer,Leanne Krueger Braneky,Ted Kirsch,Angel Cruz,16
Joe Hohenstein,10,94,88,78,73,88,70,67,76,76,68,66,65,65,64,61,60,16
H Douglass Brown,,1,97,91,89,19,83,83,22,15,17,17,11,18,13,10,9,16
Peter Cutty,,,1,86,83,18,79,79,21,14,15,14,11,15,14,9,9,16
Amanda Mcillmurray,,,,0,91,14,84,83,21,11,15,15,10,13,10,9,9,16
Kat Richter,,,,,0,11,83,82,18,9,14,14,8,12,8,9,6,16
Thaddeus Kirkland,,,,,,2,8,6,69,71,58,58,59,58,62,55,57,16
Katherine Hunter Snyder,,,,,,,0,82,15,6,13,9,8,9,7,9,7,16
Jacob Adeniran,,,,,,,,0,14,5,12,10,6,8,6,8,6,16
Anne Wakabayashi,,,,,,,,,0,61,64,66,62,60,64,57,59,16
Blake Rutherford,,,,,,,,,,1,55,55,55,57,56,53,55,16
Maria Quinones Sanchez,,,,,,,,,,,0,60,58,57,57,59,57,16
Jennifer Lentz,,,,,,,,,,,,1,56,57,56,56,55,16
Cathy Brady,,,,,,,,,,,,,1,56,59,55,57,16
Ryan N Boyer,,,,,,,,,,,,,,0,56,55,55,16
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,54,55,16
Ted Kirsch,,,,,,,,,,,,,,,,0,55,16
Angel Cruz,,,,,,,,,,,,,,,,,0,16
Total,191,116,107,97,92,92,87,85,80,79,72,71,70,68,67,64,63,16
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,17
,Joe Hohenstein,H Douglass Brown,Thaddeus Kirkland,Peter Cutty,Amanda Mcillmurray,Blake Rutherford,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,Jennifer Lentz,Maria Quinones Sanchez,Cathy Brady,Ted Kirsch,Anne Wakabayashi,Leanne Krueger Braneky,Ryan N Boyer,Angel Cruz,17
Joe Hohenstein,9,56,54,49,46,48,42,40,42,39,39,38,37,36,36,31,31,17
H Douglass Brown,,2,16,52,51,13,49,47,45,12,11,10,11,9,8,4,5,17
Thaddeus Kirkland,,,1,13,12,44,10,9,10,35,36,35,36,35,34,31,30,17
Peter Cutty,,,,0,48,10,45,43,44,10,11,9,10,9,7,3,6,17
Amanda Mcillmurray,,,,,0,9,49,47,46,11,12,11,10,8,9,4,7,17
Blake Rutherford,,,,,,2,7,6,7,33,33,34,31,33,32,29,26,17
Kat Richter,,,,,,,0,48,44,10,8,6,8,6,6,3,5,17
Jacob Adeniran,,,,,,,,0,42,10,7,6,7,5,6,3,5,17
