col_1,col_2,division
,Representative In The General Assembly 177th District - Republican,All
,John J Taylor,All
John J Taylor,"1,162",All
Total,"1,162",All
,Representative In The General Assembly 177th District - Republican,1
,John J Taylor,1
John J Taylor,96,1
Total,96,1
,Representative In The General Assembly 177th District - Republican,2
,John J Taylor,2
John J Taylor,32,2
Total,32,2
,Representative In The General Assembly 177th District - Republican,3
,John J Taylor,3
John J Taylor,173,3
Total,173,3
,Representative In The General Assembly 177th District - Republican,4
,John J Taylor,4
John J Taylor,113,4
Total,113,4
,Representative In The General Assembly 177th District - Republican,5
,John J Taylor,5
John J Taylor,74,5
Total,74,5
,Representative In The General Assembly 177th District - Republican,6
,John J Taylor,6
John J Taylor,54,6
Total,54,6
,Representative In The General Assembly 177th District - Republican,7
,John J Taylor,7
John J Taylor,53,7
Total,53,7
,Representative In The General Assembly 177th District - Republican,12
,John J Taylor,12
John J Taylor,20,12
Total,20,12
,Representative In The General Assembly 177th District - Republican,15
,John J Taylor,15
John J Taylor,68,15
Total,68,15
,Representative In The General Assembly 177th District - Republican,18
,John J Taylor,18
John J Taylor,11,18
Total,11,18
,Representative In The General Assembly 177th District - Republican,20
,John J Taylor,20
John J Taylor,108,20
Total,108,20
,Representative In The General Assembly 177th District - Republican,22
,John J Taylor,22
John J Taylor,66,22
Total,66,22
,Representative In The General Assembly 177th District - Republican,23
,John J Taylor,23
John J Taylor,84,23
Total,84,23
,Representative In The General Assembly 177th District - Republican,24
,John J Taylor,24
John J Taylor,134,24
Total,134,24
,Representative In The General Assembly 177th District - Republican,25
,John J Taylor,25
John J Taylor,76,25
Total,76,25
