col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 192nd District - Democrat,,,,,United States Senator - Democrat,,,,All
,Morgan Cephas,Steven Jones,Jess Johnson,Edwin Santana,Lynwood W Savage,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Morgan Cephas,228,0,0,0,0,635,302,204,145,All
Steven Jones,,38,0,0,0,123,118,116,183,All
Jess Johnson,,,57,0,0,83,97,88,54,All
Edwin Santana,,,,44,0,144,103,30,28,All
Lynwood W Savage,,,,,34,152,69,21,10,All
Katie Mcginty,,,,,,118,0,0,0,All
Joe Sestak,,,,,,,52,0,0,All
John Fetterman,,,,,,,,33,0,All
Joseph J Vodvarka,,,,,,,,,33,All
Total,"1,514",578,379,349,286,"1,255",741,492,453,All
,Representative In The General Assembly 192nd District - Democrat,,,,,United States Senator - Democrat,,,,2
,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,Lynwood W Savage,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,2
Morgan Cephas,11,0,0,0,0,49,17,18,14,2
Steven Jones,,2,0,0,0,6,9,19,15,2
Edwin Santana,,,5,0,0,11,13,2,3,2
Jess Johnson,,,,7,0,11,7,3,4,2
Lynwood W Savage,,,,,3,13,8,1,0,2
Katie Mcginty,,,,,,17,0,0,0,2
Joe Sestak,,,,,,,4,0,0,2
Joseph J Vodvarka,,,,,,,,4,0,2
John Fetterman,,,,,,,,,4,2
Total,109,51,34,32,25,107,58,47,40,2
,Representative In The General Assembly 192nd District - Democrat,,,,,United States Senator - Democrat,,,,3
,Morgan Cephas,Steven Jones,Jess Johnson,Edwin Santana,Lynwood W Savage,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,3
Morgan Cephas,18,0,0,0,0,46,22,6,12,3
Steven Jones,,2,0,0,0,6,6,15,11,3
Jess Johnson,,,6,0,0,4,12,5,4,3
Edwin Santana,,,,2,0,11,6,5,3,3
Lynwood W Savage,,,,,3,10,3,2,0,3
Katie Mcginty,,,,,,13,0,0,0,3
Joe Sestak,,,,,,,4,0,0,3
Joseph J Vodvarka,,,,,,,,1,0,3
John Fetterman,,,,,,,,,2,3
Total,104,40,31,27,18,90,53,34,32,3
,Representative In The General Assembly 192nd District - Democrat,,,,,United States Senator - Democrat,,,,4
