col_1,col_2,col_3,division
,United States Senator - Republican,Auditor General - Republican,All
,Pat Toomey,John Brown,All
Pat Toomey,111,339,All
John Brown,,30,All
Total,450,369,All
,United States Senator - Republican,Auditor General - Republican,1
,Pat Toomey,John Brown,1
Pat Toomey,3,14,1
John Brown,,1,1
Total,17,15,1
,United States Senator - Republican,Auditor General - Republican,2
,Pat Toomey,John Brown,2
Pat Toomey,1,3,2
John Brown,,0,2
Total,4,3,2
,United States Senator - Republican,Auditor General - Republican,3
,Pat Toomey,John Brown,3
Pat Toomey,4,11,3
John Brown,,2,3
Total,15,13,3
,United States Senator - Republican,Auditor General - Republican,4
,Pat Toomey,John Brown,4
Pat Toomey,5,31,4
John Brown,,1,4
Total,36,32,4
,United States Senator - Republican,Auditor General - Republican,5
,Pat Toomey,John Brown,5
Pat Toomey,7,14,5
John Brown,,1,5
Total,21,15,5
,United States Senator - Republican,Auditor General - Republican,6
,Pat Toomey,John Brown,6
Pat Toomey,8,19,6
John Brown,,3,6
Total,27,22,6
,United States Senator - Republican,Auditor General - Republican,7
,Pat Toomey,John Brown,7
Pat Toomey,15,31,7
John Brown,,2,7
Total,46,33,7
,United States Senator - Republican,Auditor General - Republican,8
,Pat Toomey,John Brown,8
Pat Toomey,4,15,8
John Brown,,1,8
Total,19,16,8
,United States Senator - Republican,Auditor General - Republican,9
,Pat Toomey,John Brown,9
Pat Toomey,1,15,9
John Brown,,0,9
Total,16,15,9
,United States Senator - Republican,Auditor General - Republican,10
,Pat Toomey,John Brown,10
Pat Toomey,5,4,10
John Brown,,1,10
Total,9,5,10
,United States Senator - Republican,Auditor General - Republican,11
,Pat Toomey,John Brown,11
Pat Toomey,2,12,11
John Brown,,1,11
Total,14,13,11
,Auditor General - Republican,United States Senator - Republican,12
,John Brown,Pat Toomey,12
John Brown,0,9,12
Pat Toomey,,0,12
Total,9,9,12
,Auditor General - Republican,United States Senator - Republican,13
,John Brown,Pat Toomey,13
John Brown,3,18,13
Pat Toomey,,2,13
Total,21,20,13
,United States Senator - Republican,Auditor General - Republican,14
,Pat Toomey,John Brown,14
Pat Toomey,7,28,14
John Brown,,5,14
Total,35,33,14
,United States Senator - Republican,Auditor General - Republican,15
,Pat Toomey,John Brown,15
Pat Toomey,9,31,15
John Brown,,4,15
Total,40,35,15
,United States Senator - Republican,Auditor General - Republican,16
,Pat Toomey,John Brown,16
Pat Toomey,15,34,16
John Brown,,0,16
Total,49,34,16
,United States Senator - Republican,Auditor General - Republican,17
,Pat Toomey,John Brown,17
Pat Toomey,10,21,17
John Brown,,3,17
Total,31,24,17
,United States Senator - Republican,Auditor General - Republican,18
,Pat Toomey,John Brown,18
Pat Toomey,6,14,18
John Brown,,1,18
Total,20,15,18
,United States Senator - Republican,Auditor General - Republican,19
,Pat Toomey,John Brown,19
Pat Toomey,7,15,19
John Brown,,1,19
Total,22,16,19
