col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,All
,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Kevin J Boyle,101,336,324,188,122,All
Katie Mcginty,,153,0,0,0,All
Joe Sestak,,,109,0,0,All
John Fetterman,,,,60,0,All
Joseph J Vodvarka,,,,,36,All
Total,"1,071",489,433,248,158,All
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,1
,Kevin J Boyle,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,1
Kevin J Boyle,13,40,24,27,19,1
Joe Sestak,,12,0,0,0,1
Katie Mcginty,,,19,0,0,1
John Fetterman,,,,5,0,1
Joseph J Vodvarka,,,,,5,1
Total,123,52,43,32,24,1
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,3
,Kevin J Boyle,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,3
Kevin J Boyle,4,31,19,17,10,3
Joe Sestak,,2,0,0,0,3
Katie Mcginty,,,4,0,0,3
John Fetterman,,,,1,0,3
Joseph J Vodvarka,,,,,2,3
Total,81,33,23,18,12,3
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,4
,Kevin J Boyle,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,4
Kevin J Boyle,12,30,27,12,6,4
Joe Sestak,,9,0,0,0,4
Katie Mcginty,,,10,0,0,4
John Fetterman,,,,6,0,4
Joseph J Vodvarka,,,,,0,4
Total,87,39,37,18,6,4
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,8
,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,8
Kevin J Boyle,20,87,45,33,14,8
Katie Mcginty,,23,0,0,0,8
Joe Sestak,,,13,0,0,8
John Fetterman,,,,5,0,8
Joseph J Vodvarka,,,,,4,8
Total,199,110,58,38,18,8
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,9
,Kevin J Boyle,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,9
Kevin J Boyle,5,25,17,16,5,9
Joe Sestak,,3,0,0,0,9
Katie Mcginty,,,3,0,0,9
John Fetterman,,,,3,0,9
Joseph J Vodvarka,,,,,1,9
Total,68,28,20,19,6,9
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,13
,Kevin J Boyle,Joe Sestak,Katie Mcginty,Joseph J Vodvarka,John Fetterman,13
Kevin J Boyle,5,29,15,13,11,13
Joe Sestak,,12,0,0,0,13
Katie Mcginty,,,5,0,0,13
Joseph J Vodvarka,,,,4,0,13
John Fetterman,,,,,3,13
Total,73,41,20,17,14,13
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,14
,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,14
Kevin J Boyle,8,24,21,15,3,14
Katie Mcginty,,13,0,0,0,14
Joe Sestak,,,6,0,0,14
John Fetterman,,,,10,0,14
Joseph J Vodvarka,,,,,3,14
Total,71,37,27,25,6,14
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,15
,Kevin J Boyle,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,15
Kevin J Boyle,4,28,24,14,12,15
Joe Sestak,,9,0,0,0,15
Katie Mcginty,,,8,0,0,15
John Fetterman,,,,4,0,15
Joseph J Vodvarka,,,,,4,15
Total,82,37,32,18,16,15
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,32
,Kevin J Boyle,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,32
Kevin J Boyle,8,26,19,13,4,32
Katie Mcginty,,16,0,0,0,32
Joe Sestak,,,4,0,0,32
Joseph J Vodvarka,,,,3,0,32
John Fetterman,,,,,2,32
Total,70,42,23,16,6,32
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,33
,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,33
Kevin J Boyle,9,32,19,16,13,33
Katie Mcginty,,15,0,0,0,33
Joe Sestak,,,7,0,0,33
John Fetterman,,,,6,0,33
Joseph J Vodvarka,,,,,7,33
Total,89,47,26,22,20,33
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,34
,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,34
Kevin J Boyle,10,28,19,16,6,34
Katie Mcginty,,23,0,0,0,34
Joe Sestak,,,15,0,0,34
John Fetterman,,,,3,0,34
Joseph J Vodvarka,,,,,2,34
Total,79,51,34,19,8,34
,Representative In The General Assembly 172nd District - Democrat,United States Senator - Democrat,,,,40
,Kevin J Boyle,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,40
Kevin J Boyle,3,18,13,7,8,40
Joe Sestak,,17,0,0,0,40
Katie Mcginty,,,14,0,0,40
John Fetterman,,,,12,0,40
Joseph J Vodvarka,,,,,1,40
Total,49,35,27,19,9,40
