col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Maria Quinones Sanchez,Cathy Brady,Kat Richter,Angel Cruz,Katherine Hunter Snyder,Leanne Krueger Braneky,Jacob Adeniran,Ted Kirsch,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Thaddeus Kirkland,13,302,298,"1,000",253,874,828,823,779,782,198,758,189,790,180,708,682,587,243,All
H Douglass Brown,,11,"1,020",247,899,193,225,188,174,172,806,189,801,160,762,133,626,451,193,All
Peter Cutty,,,11,244,881,199,241,196,176,179,785,191,788,170,761,144,520,410,176,All
Blake Rutherford,,,,4,195,790,784,782,687,741,154,713,149,713,133,673,514,469,152,All
Amanda Mcillmurray,,,,,3,219,258,205,180,195,830,198,806,179,772,163,472,370,142,All
Anne Wakabayashi,,,,,,2,786,790,735,760,163,725,162,772,141,683,456,380,129,All
Jennifer Lentz,,,,,,,0,776,702,746,199,746,182,729,180,695,439,391,124,All
Ryan N Boyer,,,,,,,,1,693,745,158,713,155,717,142,684,452,374,116,All
Maria Quinones Sanchez,,,,,,,,,4,699,166,741,166,717,165,673,435,366,117,All
Cathy Brady,,,,,,,,,,0,136,722,143,726,117,684,428,359,119,All
Kat Richter,,,,,,,,,,,0,171,776,141,741,138,416,331,121,All
Angel Cruz,,,,,,,,,,,,1,181,705,167,695,434,345,111,All
Katherine Hunter Snyder,,,,,,,,,,,,,0,131,724,139,419,317,118,All
Leanne Krueger Braneky,,,,,,,,,,,,,,1,127,661,406,345,116,All
Jacob Adeniran,,,,,,,,,,,,,,,2,127,377,290,122,All
Ted Kirsch,,,,,,,,,,,,,,,,1,390,330,100,All
Josh Shapiro,,,,,,,,,,,,,,,,,168,0,0,All
Stephen A Zappala Jr,,,,,,,,,,,,,,,,,,180,0,All
John Morganelli,,,,,,,,,,,,,,,,,,,66,All
Total,"1,569","1,353","1,190","1,177","1,054","1,000",981,972,951,930,924,913,907,899,849,836,"1,495","1,299",488,All
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Amanda Mcillmurray,Maria Quinones Sanchez,Kat Richter,Katherine Hunter Snyder,Ryan N Boyer,Cathy Brady,Jacob Adeniran,Jennifer Lentz,Ted Kirsch,Angel Cruz,Anne Wakabayashi,Leanne Krueger Braneky,1
Josh Shapiro,4,0,0,31,36,30,25,25,20,22,21,18,19,19,16,17,15,14,16,1
Stephen A Zappala Jr,,1,0,18,7,9,6,4,9,3,4,7,7,3,7,7,7,10,6,1
John Morganelli,,,0,5,5,3,6,3,4,3,2,5,4,3,4,4,4,3,3,1
Thaddeus Kirkland,,,,0,16,37,15,13,25,12,9,28,25,11,25,25,22,24,20,1
H Douglass Brown,,,,,1,13,34,31,10,26,26,12,8,25,7,7,6,8,8,1
Blake Rutherford,,,,,,1,12,10,21,7,6,23,24,9,22,22,21,20,21,1
Peter Cutty,,,,,,,0,29,8,27,25,9,7,25,6,6,6,4,6,1
Amanda Mcillmurray,,,,,,,,0,8,28,26,11,10,27,9,7,5,6,9,1
Maria Quinones Sanchez,,,,,,,,,0,10,10,22,19,8,17,24,22,19,19,1
Kat Richter,,,,,,,,,,0,27,9,7,24,4,8,6,3,4,1
Katherine Hunter Snyder,,,,,,,,,,,0,7,6,23,3,5,6,4,4,1
Ryan N Boyer,,,,,,,,,,,,0,21,8,20,21,20,19,19,1
Cathy Brady,,,,,,,,,,,,,0,5,23,22,19,21,20,1
Jacob Adeniran,,,,,,,,,,,,,,0,4,6,6,2,5,1
Jennifer Lentz,,,,,,,,,,,,,,,0,19,17,19,18,1
Ted Kirsch,,,,,,,,,,,,,,,,0,19,18,18,1
Angel Cruz,,,,,,,,,,,,,,,,,1,16,18,1
Anne Wakabayashi,,,,,,,,,,,,,,,,,,0,22,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,,,0,1
Total,76,23,10,57,52,46,41,36,34,32,31,31,30,28,28,28,27,27,25,1
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Maria Quinones Sanchez,Anne Wakabayashi,Kat Richter,Katherine Hunter Snyder,Blake Rutherford,Jacob Adeniran,Jennifer Lentz,Ryan N Boyer,Cathy Brady,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,2
Stephen A Zappala Jr,7,0,0,32,40,38,30,24,22,32,32,26,21,25,20,21,14,18,18,2
Josh Shapiro,,6,0,29,19,16,11,19,18,10,9,14,11,11,12,12,15,13,10,2
John Morganelli,,,4,15,7,6,4,5,7,3,3,5,4,3,4,2,3,1,1,2
Thaddeus Kirkland,,,,2,11,13,8,38,43,9,9,38,8,30,33,30,30,27,28,2
H Douglass Brown,,,,,1,53,44,12,12,41,41,11,35,11,7,12,7,9,5,2
Peter Cutty,,,,,,0,43,13,13,40,40,13,35,15,8,12,8,11,5,2
Amanda Mcillmurray,,,,,,,0,10,10,39,41,6,34,12,8,11,7,7,4,2
Maria Quinones Sanchez,,,,,,,,0,38,14,14,27,13,29,25,28,30,30,25,2
Anne Wakabayashi,,,,,,,,,0,10,12,32,9,30,30,31,29,29,26,2
Kat Richter,,,,,,,,,,0,37,7,35,13,6,11,6,8,4,2
Katherine Hunter Snyder,,,,,,,,,,,0,9,31,14,7,12,6,11,8,2
Blake Rutherford,,,,,,,,,,,,0,5,30,30,27,20,26,26,2
Jacob Adeniran,,,,,,,,,,,,,0,8,6,9,6,7,2,2
Jennifer Lentz,,,,,,,,,,,,,,0,27,28,21,26,25,2
Ryan N Boyer,,,,,,,,,,,,,,,0,27,20,22,22,2
Cathy Brady,,,,,,,,,,,,,,,,0,20,26,24,2
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,0,18,21,2
Angel Cruz,,,,,,,,,,,,,,,,,,0,25,2
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,2
Total,82,60,25,80,70,63,50,50,48,48,47,46,40,40,39,36,35,33,30,2
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Attorney General - Democrat,,,3
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Maria Quinones Sanchez,Ryan N Boyer,Jennifer Lentz,Amanda Mcillmurray,Angel Cruz,Cathy Brady,Peter Cutty,Leanne Krueger Braneky,Kat Richter,Ted Kirsch,Katherine Hunter Snyder,Jacob Adeniran,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,3
Thaddeus Kirkland,0,53,16,42,37,42,41,16,37,39,15,34,10,31,8,7,30,27,14,3
Blake Rutherford,,0,13,41,33,40,39,14,34,35,12,33,9,29,7,6,27,18,10,3
H Douglass Brown,,,0,13,8,11,12,35,11,6,33,5,32,5,29,27,19,19,5,3
Anne Wakabayashi,,,,0,32,37,38,15,33,33,12,33,10,28,8,8,22,14,8,3
Maria Quinones Sanchez,,,,,1,33,32,9,36,33,7,32,6,30,6,6,22,14,7,3
Ryan N Boyer,,,,,,0,35,12,34,36,9,32,8,29,6,4,24,14,6,3
