col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,All
,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Cathy Brady,Jennifer Lentz,Anne Wakabayashi,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Ryan N Boyer,W Curtis Thomas,Kenneth T Walker Jr,All
H Douglass Brown,1,73,70,70,72,69,12,9,12,8,8,9,10,9,9,7,48,36,All
Amanda Mcillmurray,,0,67,72,73,69,12,9,14,10,11,8,11,10,9,9,38,33,All
Peter Cutty,,,0,64,66,64,14,13,13,10,9,9,11,10,10,8,35,35,All
Katherine Hunter Snyder,,,,0,69,65,10,9,11,8,8,8,8,9,9,7,36,31,All
Kat Richter,,,,,0,69,11,8,11,8,8,8,9,8,9,6,36,30,All
Jacob Adeniran,,,,,,0,10,7,11,7,7,7,9,8,8,6,33,30,All
Thaddeus Kirkland,,,,,,,1,42,32,31,31,32,28,26,28,28,42,20,All
Blake Rutherford,,,,,,,,4,32,30,30,32,28,28,29,28,30,15,All
Maria Quinones Sanchez,,,,,,,,,0,33,33,30,32,33,29,29,23,18,All
Cathy Brady,,,,,,,,,,0,31,29,27,29,27,26,24,13,All
Jennifer Lentz,,,,,,,,,,,0,31,31,28,29,26,22,15,All
Anne Wakabayashi,,,,,,,,,,,,1,31,24,29,26,23,12,All
Leanne Krueger Braneky,,,,,,,,,,,,,1,28,30,26,21,14,All
Angel Cruz,,,,,,,,,,,,,,0,28,25,18,15,All
Ted Kirsch,,,,,,,,,,,,,,,0,23,18,15,All
Ryan N Boyer,,,,,,,,,,,,,,,,0,18,13,All
W Curtis Thomas,,,,,,,,,,,,,,,,,4,0,All
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,4,All
Total,94,79,79,74,73,69,67,53,45,41,40,39,39,36,35,34,90,65,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,1
,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Cathy Brady,Jennifer Lentz,Anne Wakabayashi,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Ryan N Boyer,W Curtis Thomas,Kenneth T Walker Jr,1
H Douglass Brown,1,73,70,70,72,69,12,9,12,8,8,9,10,9,9,7,48,36,1
Amanda Mcillmurray,,0,67,72,73,69,12,9,14,10,11,8,11,10,9,9,38,33,1
Peter Cutty,,,0,64,66,64,14,13,13,10,9,9,11,10,10,8,35,35,1
Katherine Hunter Snyder,,,,0,69,65,10,9,11,8,8,8,8,9,9,7,36,31,1
Kat Richter,,,,,0,69,11,8,11,8,8,8,9,8,9,6,36,30,1
Jacob Adeniran,,,,,,0,10,7,11,7,7,7,9,8,8,6,33,30,1
Thaddeus Kirkland,,,,,,,1,42,32,31,31,32,28,26,28,28,42,20,1
Blake Rutherford,,,,,,,,4,32,30,30,32,28,28,29,28,30,15,1
Maria Quinones Sanchez,,,,,,,,,0,33,33,30,32,33,29,29,23,18,1
Cathy Brady,,,,,,,,,,0,31,29,27,29,27,26,24,13,1
Jennifer Lentz,,,,,,,,,,,0,31,31,28,29,26,22,15,1
Anne Wakabayashi,,,,,,,,,,,,1,31,24,29,26,23,12,1
Leanne Krueger Braneky,,,,,,,,,,,,,1,28,30,26,21,14,1
Angel Cruz,,,,,,,,,,,,,,0,28,25,18,15,1
Ted Kirsch,,,,,,,,,,,,,,,0,23,18,15,1
Ryan N Boyer,,,,,,,,,,,,,,,,0,18,13,1
W Curtis Thomas,,,,,,,,,,,,,,,,,4,0,1
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,4,1
Total,94,79,79,74,73,69,67,53,45,41,40,39,39,36,35,34,90,65,1
