col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Mark B Cohen,Val Arkoosh,Mike Stack,Elaine Tomlin,Charles Quann,Louis Farinella,Linda A Fields,Henry Albert,Melissa Robbins,W Gerard Oleksiak,Bev Hahn,All
Eugene A Depasquale,61,749,451,460,399,437,364,362,338,314,282,280,279,282,242,All
Allyson Y Schwartz,,82,223,455,235,451,377,373,346,325,158,144,141,291,113,All
Michael J Rahming,,,52,159,301,164,117,122,102,95,265,274,260,61,248,All
Betsy May Kilkenny,,,,20,144,398,310,333,306,296,84,88,80,263,61,All
Mark B Cohen,,,,,34,139,155,153,124,123,277,291,271,82,241,All
Val Arkoosh,,,,,,8,294,311,309,295,73,88,75,264,62,All
Mike Stack,,,,,,,0,316,288,276,100,88,94,263,76,All
Elaine Tomlin,,,,,,,,1,313,302,96,94,92,264,67,All
Charles Quann,,,,,,,,,0,293,76,68,66,268,50,All
Louis Farinella,,,,,,,,,,2,57,66,60,247,48,All
Linda A Fields,,,,,,,,,,,13,268,269,49,255,All
Henry Albert,,,,,,,,,,,,3,261,46,247,All
Melissa Robbins,,,,,,,,,,,,,1,47,254,All
W Gerard Oleksiak,,,,,,,,,,,,,,1,33,All
Bev Hahn,,,,,,,,,,,,,,,0,All
Total,"1,204",927,572,545,509,507,415,412,380,360,355,338,328,315,290,All
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Mark B Cohen,Val Arkoosh,Elaine Tomlin,Charles Quann,Mike Stack,Henry Albert,Louis Farinella,W Gerard Oleksiak,Linda A Fields,Melissa Robbins,Bev Hahn,1
Eugene A Depasquale,5,48,26,29,20,21,20,16,16,11,15,15,10,10,7,1
Allyson Y Schwartz,,1,14,25,12,21,18,15,16,7,12,14,8,8,6,1
Michael J Rahming,,,3,12,14,8,6,3,5,13,2,2,13,11,10,1
Betsy May Kilkenny,,,,0,11,20,18,14,15,6,13,14,6,7,5,1
Mark B Cohen,,,,,2,5,8,6,6,14,6,5,13,11,9,1
Val Arkoosh,,,,,,0,15,13,12,3,11,13,2,3,2,1
Elaine Tomlin,,,,,,,0,16,13,4,13,13,3,4,2,1
Charles Quann,,,,,,,,0,13,2,13,13,1,2,0,1
Mike Stack,,,,,,,,,0,2,12,13,3,3,2,1
Henry Albert,,,,,,,,,,0,1,1,12,10,10,1
Louis Farinella,,,,,,,,,,,0,12,0,0,0,1
W Gerard Oleksiak,,,,,,,,,,,,0,1,1,0,1
Linda A Fields,,,,,,,,,,,,,0,10,10,1
Melissa Robbins,,,,,,,,,,,,,,0,9,1
Bev Hahn,,,,,,,,,,,,,,,0,1
Total,73,51,33,29,27,21,20,17,17,15,15,15,14,12,10,1
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,2
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Val Arkoosh,Charles Quann,Linda A Fields,Melissa Robbins,Elaine Tomlin,Henry Albert,Bev Hahn,Mike Stack,Louis Farinella,W Gerard Oleksiak,2
Eugene A Depasquale,2,65,51,38,41,39,33,28,30,30,31,29,29,25,20,2
Allyson Y Schwartz,,9,24,18,40,41,29,12,12,25,11,11,25,24,21,2
Michael J Rahming,,,6,31,21,23,13,26,29,11,28,28,9,11,4,2
Mark B Cohen,,,,4,11,13,14,27,26,14,27,25,11,11,5,2
Betsy May Kilkenny,,,,,3,37,25,7,8,25,7,7,20,22,18,2
Val Arkoosh,,,,,,1,26,8,11,24,9,10,21,21,19,2
Charles Quann,,,,,,,0,9,11,26,7,11,22,25,21,2
Linda A Fields,,,,,,,,1,29,7,28,29,9,6,3,2
Melissa Robbins,,,,,,,,,0,8,27,31,10,7,2,2
Elaine Tomlin,,,,,,,,,,0,9,7,21,23,19,2
Henry Albert,,,,,,,,,,,0,27,10,4,2,2
Bev Hahn,,,,,,,,,,,,0,9,6,3,2
Mike Stack,,,,,,,,,,,,,0,17,18,2
Louis Farinella,,,,,,,,,,,,,,0,17,2
W Gerard Oleksiak,,,,,,,,,,,,,,,0,2
Total,107,82,65,51,49,45,36,35,35,34,34,33,30,27,22,2
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,4
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Val Arkoosh,Betsy May Kilkenny,Linda A Fields,Charles Quann,Elaine Tomlin,Mike Stack,Louis Farinella,Melissa Robbins,Bev Hahn,Henry Albert,W Gerard Oleksiak,4
Eugene A Depasquale,3,51,40,35,34,30,27,22,23,23,23,25,23,21,15,4
Allyson Y Schwartz,,7,21,19,36,31,14,24,24,24,20,9,8,9,19,4
Michael J Rahming,,,6,28,17,14,24,9,10,12,8,23,22,23,5,4
Mark B Cohen,,,,5,15,14,24,11,12,14,11,23,21,22,6,4
Val Arkoosh,,,,,1,29,7,21,20,20,20,4,6,6,15,4
Betsy May Kilkenny,,,,,,0,5,17,21,20,19,4,4,4,15,4
Linda A Fields,,,,,,,0,7,7,9,6,23,21,21,3,4
Charles Quann,,,,,,,,0,20,20,19,3,4,4,17,4
Elaine Tomlin,,,,,,,,,0,21,19,7,5,5,16,4
Mike Stack,,,,,,,,,,0,20,5,6,7,16,4
Louis Farinella,,,,,,,,,,,0,6,5,3,15,4
Melissa Robbins,,,,,,,,,,,,0,22,19,2,4
Bev Hahn,,,,,,,,,,,,,0,19,2,4
Henry Albert,,,,,,,,,,,,,,0,2,4
W Gerard Oleksiak,,,,,,,,,,,,,,,0,4
Total,87,67,50,44,42,39,30,28,28,28,27,27,25,23,21,4
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,5
,Eugene A Depasquale,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Val Arkoosh,Betsy May Kilkenny,Linda A Fields,Henry Albert,Elaine Tomlin,Bev Hahn,Mike Stack,Louis Farinella,Melissa Robbins,Charles Quann,W Gerard Oleksiak,5
Eugene A Depasquale,1,44,24,23,21,22,14,14,17,12,16,16,12,15,11,5
Allyson Y Schwartz,,3,8,10,23,22,5,5,18,4,19,17,4,16,11,5
Michael J Rahming,,,2,19,7,6,18,18,2,16,3,3,15,2,1,5
Mark B Cohen,,,,1,4,5,20,21,7,18,7,7,18,5,1,5
Val Arkoosh,,,,,2,21,2,1,14,1,13,14,1,13,10,5
Betsy May Kilkenny,,,,,,0,2,2,15,2,14,15,2,13,10,5
Linda A Fields,,,,,,,1,18,3,17,3,4,17,2,0,5
Henry Albert,,,,,,,,0,5,17,3,4,17,3,0,5
Elaine Tomlin,,,,,,,,,0,4,14,17,4,16,10,5
Bev Hahn,,,,,,,,,,0,3,4,17,2,0,5
Mike Stack,,,,,,,,,,,0,13,3,11,11,5
Louis Farinella,,,,,,,,,,,,0,4,15,9,5
Melissa Robbins,,,,,,,,,,,,,0,2,0,5
Charles Quann,,,,,,,,,,,,,,0,10,5
W Gerard Oleksiak,,,,,,,,,,,,,,,0,5
Total,74,54,35,32,27,25,22,21,20,19,19,18,18,17,11,5
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,6
,Eugene A Depasquale,Allyson Y Schwartz,Elaine Tomlin,Betsy May Kilkenny,Charles Quann,Louis Farinella,Mark B Cohen,Michael J Rahming,Val Arkoosh,Mike Stack,W Gerard Oleksiak,Henry Albert,Linda A Fields,Bev Hahn,Melissa Robbins,6
Eugene A Depasquale,2,35,22,20,21,19,17,18,21,18,17,12,11,10,9,6
Allyson Y Schwartz,,7,24,22,23,22,14,10,22,21,20,8,8,7,6,6
Elaine Tomlin,,,0,18,20,21,11,10,20,19,17,5,6,5,4,6
Betsy May Kilkenny,,,,0,18,18,6,5,18,18,15,4,2,4,2,6
Charles Quann,,,,,0,19,9,7,18,17,18,5,5,4,4,6
Louis Farinella,,,,,,0,11,8,18,16,16,5,4,5,3,6
Mark B Cohen,,,,,,,2,15,9,8,8,14,14,13,11,6
Michael J Rahming,,,,,,,,1,6,8,5,12,12,11,9,6
Val Arkoosh,,,,,,,,,1,16,17,3,3,3,2,6
Mike Stack,,,,,,,,,,0,15,4,6,6,3,6
W Gerard Oleksiak,,,,,,,,,,,1,2,5,4,3,6
Henry Albert,,,,,,,,,,,,1,12,11,11,6
Linda A Fields,,,,,,,,,,,,,1,12,10,6
Bev Hahn,,,,,,,,,,,,,,0,10,6
Melissa Robbins,,,,,,,,,,,,,,,0,6
Total,47,46,27,24,24,24,24,24,24,23,22,16,16,15,12,6
,Auditor General - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,7
,Eugene A Depasquale,Allyson Y Schwartz,Betsy May Kilkenny,Mike Stack,Val Arkoosh,Michael J Rahming,Charles Quann,Mark B Cohen,Elaine Tomlin,W Gerard Oleksiak,Linda A Fields,Louis Farinella,Henry Albert,Melissa Robbins,Bev Hahn,7
Eugene A Depasquale,6,41,26,25,24,15,19,17,18,17,9,15,10,11,9,7
Allyson Y Schwartz,,3,22,25,25,6,19,9,20,18,4,16,4,4,2,7
Betsy May Kilkenny,,,0,21,19,5,19,6,19,17,4,16,3,3,3,7
Mike Stack,,,,0,19,6,20,8,20,18,5,16,4,4,4,7
Val Arkoosh,,,,,0,6,16,8,16,16,3,15,5,3,2,7
Michael J Rahming,,,,,,3,5,9,4,3,10,3,10,11,10,7
Charles Quann,,,,,,,0,5,19,17,4,16,2,2,3,7
Mark B Cohen,,,,,,,,2,4,3,6,4,8,9,6,7
